gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS6B02G000300	Chr6B	163680	173488	-	168584	Chr6B	6382495	6392442	-	6387468	0.994	0.967	collinear
gene:TraesCS6B02G000400	Chr6B	185379	185882	+	185630	Chr6B	6404217	6404720	+	6404468	1.0	0.971	collinear
gene:TraesCS6B02G000500	Chr6B	197644	198153	+	197898	Chr6B	6414127	6414636	+	6414381	1.0	1.0	collinear
gene:TraesCS6B02G000600	Chr6B	260456	260755	-	260605	Chr6B	6556459	6556759	-	6556609	1.0	0.986	collinear
gene:TraesCS6B02G000700	Chr6B	293059	296128	-	294593	Chr6B	6580509	6583578	-	6582043	0.999	0.957	collinear
gene:TraesCS6B02G000800	Chr6B	484200	485669	+	484934	Chr6B	6679096	6680566	+	6679831	1.0	0.982	collinear
gene:TraesCS6B02G000900	Chr6B	608571	610157	-	609364	Chr6B	6834606	6836192	-	6835399	1.0	0.995	collinear
gene:TraesCS6B02G001000	Chr6B	697792	700255	+	699023	Chr6B	7153621	7156086	+	7154853	1.0	0.995	collinear
gene:TraesCS6B02G001100	Chr6B	701374	702030	+	701702	Chr6B	7157250	7157906	+	7157578	1.0	0.987	collinear
gene:TraesCS6B02G001200	Chr6B	702076	702636	+	702356	Chr6B	7157952	7158512	+	7158232	1.0	0.985	collinear
gene:TraesCS6B02G001300	Chr6B	728447	731986	-	730216	Chr6B	7184046	7187268	-	7185657	1.0	0.994	collinear
gene:TraesCS6B02G001400	Chr6B	944442	945674	+	945058	Chr6B	226719	227951	-	227335	1.0	0.996	collinear
gene:TraesCS6B02G001600	Chr6B	1019074	1020443	+	1019758	Chr6B	2478194	2479546	+	2478870	0.986	0.934	collinear
gene:TraesCS6B02G001700	Chr6B	1131389	1133229	-	1132309	Chr6B	536328	538089	+	537208	1.0	0.972	collinear
gene:TraesCS6B02G002700	Chr6B	2072182	2075303	+	2073742	Chr6B	2526215	2529344	-	2527779	0.999	0.981	collinear
gene:TraesCS6B02G003800	Chr6B	2717048	2719606	+	2718327	Chr6B	469827	472385	+	471106	1.0	0.991	collinear
gene:TraesCS6B02G004000	Chr6B	3122693	3127984	-	3125338	Chr6B	152846	158137	-	155491	1.0	0.984	collinear
gene:TraesCS6B02G004300	Chr6B	3382812	3384623	+	3383717	Chr6B	24410	26270	-	25340	0.999	0.972	collinear
gene:TraesCS6B02G005000	Chr6B	3870164	3871495	+	3870829	Chr6B	5727139	5728098	-	5727618	1.0	0.971	collinear
gene:TraesCS6B02G005200	Chr6B	3881179	3883043	-	3882111	Chr6B	5640336	5642157	+	5641246	0.963	0.937	collinear
gene:TraesCS6B02G005300	Chr6B	3886559	3890912	-	3888735	Chr6B	5632664	5636928	+	5634796	0.921	0.901	collinear
gene:TraesCS6B02G005400	Chr6B	4124091	4128342	+	4126216	Chr6B	5420067	5424284	-	5422175	0.968	0.938	collinear
gene:TraesCS6B02G005700	Chr6B	4169889	4172152	-	4171020	Chr6B	5239251	5241447	+	5240349	0.934	0.907	collinear
gene:TraesCS6B02G006100	Chr6B	4375489	4378583	-	4377036	Chr6B	5808241	5810740	-	5809490	1.0	0.98	collinear
gene:TraesCS6B02G006400	Chr6B	4489898	4495887	-	4492892	Chr6B	5028539	5034883	+	5031711	0.996	0.974	collinear
gene:TraesCS6B02G006500	Chr6B	4508418	4516029	+	4512223	Chr6B	4981702	4986468	-	4984085	0.996	0.967	collinear
gene:TraesCS6B02G006600	Chr6B	4532464	4538566	-	4535515	Chr6B	4949694	4955797	+	4952745	1.0	0.996	collinear
gene:TraesCS6B02G006700	Chr6B	4547022	4547699	-	4547360	Chr6B	4927623	4928300	+	4927961	1.0	0.995	collinear
gene:TraesCS6B02G006800	Chr6B	4553661	4560345	-	4557003	Chr6B	4914942	4921664	+	4918303	1.0	0.997	collinear
gene:TraesCS6B02G006900	Chr6B	4580994	4585934	-	4583464	Chr6B	4890004	4894757	+	4892380	0.998	0.994	collinear
gene:TraesCS6B02G007000	Chr6B	4825776	4826747	-	4826261	Chr6B	4645821	4646816	+	4646318	1.0	0.951	collinear
gene:TraesCS6B02G007100	Chr6B	4849557	4849971	-	4849764	Chr6B	4622308	4622722	+	4622515	1.0	1.0	collinear
gene:TraesCS6B02G007200	Chr6B	4856455	4857452	+	4856953	Chr6B	4614843	4615840	-	4615341	1.0	0.995	collinear
gene:TraesCS6B02G007400	Chr6B	4873125	4877529	+	4875327	Chr6B	4595034	4599431	-	4597232	0.992	0.985	collinear
gene:TraesCS6B02G007500	Chr6B	4884362	4885288	-	4884825	Chr6B	4587269	4588195	+	4587732	1.0	0.992	collinear
gene:TraesCS6B02G007600	Chr6B	4888821	4889779	-	4889300	Chr6B	4582937	4583887	+	4583412	0.988	0.986	collinear
gene:TraesCS6B02G007700	Chr6B	4943133	4944595	+	4943864	Chr6B	4543859	4545321	-	4544590	0.985	0.911	collinear
gene:TraesCS6B02G008000	Chr6B	5071319	5072906	-	5072112	Chr6B	3188611	3189959	-	3189285	0.967	0.949	collinear
gene:TraesCS6B02G008100	Chr6B	5101243	5102621	+	5101932	Chr6B	953942	955354	-	954648	0.998	0.955	collinear
gene:TraesCS6B02G008500	Chr6B	5554405	5555202	-	5554803	Chr6B	874983	875780	+	875381	1.0	0.994	collinear
gene:TraesCS6B02G008700	Chr6B	5682863	5689708	+	5686285	Chr6B	709736	716460	-	713098	0.973	0.971	collinear
gene:TraesCS6B02G009000	Chr6B	5765119	5770034	+	5767576	Chr6B	2917405	2922323	-	2919864	0.999	0.961	collinear
gene:TraesCS6B02G009100	Chr6B	5790320	5793270	+	5791795	Chr6B	377544	380446	-	378995	0.973	0.961	collinear
gene:TraesCS6B02G009300	Chr6B	5807393	5808819	+	5808106	Chr6B	364601	366027	-	365314	1.0	0.977	collinear
gene:TraesCS6B02G009700	Chr6B	6023940	6026666	+	6025303	Chr6B	7367442	7370168	+	7368805	1.0	0.983	collinear
gene:TraesCS6B02G009900	Chr6B	6040668	6042119	+	6041393	Chr6B	7494724	7496176	+	7495450	1.0	0.974	collinear
gene:TraesCS6B02G010000	Chr6B	6166197	6168942	-	6167569	Chr6B	7601061	7603851	-	7602456	0.983	0.934	collinear
gene:TraesCS6B02G010100	Chr6B	6193997	6195368	-	6194682	Chr6B	7705645	7707019	-	7706332	0.997	0.969	collinear
gene:TraesCS6B02G010200	Chr6B	6196020	6197612	+	6196816	Chr6B	7707735	7709310	+	7708522	0.989	0.969	collinear
gene:TraesCS6B02G010400	Chr6B	6219689	6225495	-	6222592	Chr6B	7712699	7718338	-	7715518	0.999	0.994	collinear
gene:TraesCS6B02G010500	Chr6B	6269353	6271813	-	6270583	Chr6B	7763974	7766434	-	7765204	1.0	0.999	collinear
gene:TraesCS6B02G010600	Chr6B	6337591	6344270	+	6340930	Chr6B	7839788	7846444	+	7843116	0.991	0.985	collinear
gene:TraesCS6B02G010700	Chr6B	6509869	6510250	+	6510059	Chr6B	8051872	8052253	+	8052062	1.0	1.0	collinear
gene:TraesCS6B02G010800	Chr6B	6511804	6516693	+	6514248	Chr6B	8053807	8058696	+	8056251	1.0	0.999	collinear
gene:TraesCS6B02G010900	Chr6B	6537247	6541509	+	6539378	Chr6B	8079249	8083511	+	8081380	1.0	0.999	collinear
gene:TraesCS6B02G011000	Chr6B	6602494	6606071	+	6604282	Chr6B	8140761	8144338	+	8142549	1.0	1.0	collinear
gene:TraesCS6B02G011100	Chr6B	6628271	6630588	-	6629429	Chr6B	8166063	8168381	-	8167222	1.0	1.0	collinear
gene:TraesCS6B02G011200	Chr6B	6681104	6683155	-	6682129	Chr6B	8218162	8220213	-	8219187	1.0	1.0	collinear
gene:TraesCS6B02G011300	Chr6B	6785886	6786554	-	6786220	Chr6B	8320120	8320788	-	8320454	1.0	1.0	collinear
gene:TraesCS6B02G011400	Chr6B	6789213	6790062	-	6789637	Chr6B	8323448	8324297	-	8323872	1.0	1.0	collinear
gene:TraesCS6B02G011500	Chr6B	6801204	6802304	-	6801754	Chr6B	8334735	8335835	-	8335285	1.0	1.0	collinear
gene:TraesCS6B02G011600	Chr6B	6814323	6815710	-	6815016	Chr6B	8347844	8349231	-	8348537	1.0	1.0	collinear
gene:TraesCS6B02G011700	Chr6B	6833607	6834239	-	6833923	Chr6B	8366967	8367599	-	8367283	1.0	1.0	collinear
gene:TraesCS6B02G011800	Chr6B	6848477	6853318	+	6850897	Chr6B	8381616	8386457	+	8384036	1.0	1.0	collinear
gene:TraesCS6B02G011900	Chr6B	6866682	6869319	+	6868000	Chr6B	8399821	8402458	+	8401139	1.0	1.0	collinear
gene:TraesCS6B02G012100	Chr6B	7151215	7156609	-	7153912	Chr6B	8665284	8670678	-	8667981	1.0	1.0	collinear
gene:TraesCS6B02G012200	Chr6B	7179918	7180222	+	7180070	Chr6B	8696229	8696533	+	8696381	1.0	1.0	collinear
gene:TraesCS6B02G012300	Chr6B	7220494	7221058	+	7220776	Chr6B	8730837	8731401	+	8731119	1.0	1.0	collinear
gene:TraesCS6B02G012400	Chr6B	7553164	7555277	-	7554220	Chr6B	9062225	9064338	-	9063281	1.0	0.999	collinear
gene:TraesCS6B02G012500	Chr6B	7894377	7895312	-	7894844	Chr6B	11601621	11602556	+	11602088	1.0	1.0	collinear
gene:TraesCS6B02G012600	Chr6B	7899663	7902729	-	7901196	Chr6B	11594492	11597558	+	11596025	1.0	1.0	collinear
gene:TraesCS6B02G012700	Chr6B	7937459	7944132	-	7940795	Chr6B	11544444	11551117	+	11547780	1.0	1.0	collinear
gene:TraesCS6B02G012800	Chr6B	8045847	8049871	-	8047859	Chr6B	11441222	11445234	+	11443228	1.0	1.0	collinear
gene:TraesCS6B02G012900	Chr6B	8123320	8129270	-	8126295	Chr6B	11362092	11368042	+	11365067	1.0	1.0	collinear
gene:TraesCS6B02G013000	Chr6B	8138326	8140897	-	8139611	Chr6B	11350465	11353036	+	11351750	1.0	1.0	collinear
gene:TraesCS6B02G013100	Chr6B	8234408	8236549	+	8235478	Chr6B	11255357	11257498	-	11256427	1.0	1.0	collinear
gene:TraesCS6B02G013200	Chr6B	8372877	8375684	-	8374280	Chr6B	11115598	11118405	+	11117001	1.0	1.0	collinear
gene:TraesCS6B02G013300	Chr6B	8385071	8389993	+	8387532	Chr6B	11101289	11106211	-	11103750	1.0	1.0	collinear
gene:TraesCS6B02G013400	Chr6B	8399893	8410107	+	8405000	Chr6B	11081322	11091379	-	11086350	1.0	0.999	collinear
gene:TraesCS6B02G013500	Chr6B	8410503	8411114	-	8410808	Chr6B	11080315	11080926	+	11080620	1.0	1.0	collinear
gene:TraesCS6B02G013600	Chr6B	8411736	8412335	-	8412035	Chr6B	11079094	11079693	+	11079393	1.0	1.0	collinear
gene:TraesCS6B02G013700	Chr6B	8416766	8420620	+	8418693	Chr6B	11070809	11074663	-	11072736	1.0	1.0	collinear
gene:TraesCS6B02G013800	Chr6B	8428648	8429338	+	8428993	Chr6B	11062093	11062783	-	11062438	1.0	1.0	collinear
gene:TraesCS6B02G013900	Chr6B	8432591	8434592	-	8433591	Chr6B	11057016	11058840	+	11057928	1.0	1.0	collinear
gene:TraesCS6B02G014000	Chr6B	8436183	8436731	+	8436457	Chr6B	11054877	11055425	-	11055151	1.0	1.0	collinear
gene:TraesCS6B02G014100	Chr6B	8583241	8596356	+	8589798	Chr6B	10896518	10909496	-	10903007	1.0	1.0	collinear
gene:TraesCS6B02G014200	Chr6B	8773330	8773830	-	8773580	Chr6B	10678542	10679042	-	10678792	1.0	1.0	collinear
gene:TraesCS6B02G014300	Chr6B	8780943	8782484	-	8781713	Chr6B	10597756	10599287	+	10598521	1.0	0.991	collinear
gene:TraesCS6B02G014500	Chr6B	8814059	8814811	+	8814435	Chr6B	10557485	10558237	-	10557861	1.0	0.996	collinear
gene:TraesCS6B02G014700	Chr6B	8900793	8902453	-	8901623	Chr6B	10192892	10194546	-	10193719	0.995	0.978	collinear
