gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS5A02G003900	Chr5A	2727177	2728795	+	2727986	Chr5A	1852827	1854410	-	1853618	0.971	0.95	rearrangement:Chr5A_block1
gene:TraesCS5A02G004000	Chr5A	2865722	2870015	+	2867868	Chr5A	1735098	1739391	-	1737244	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G004100	Chr5A	2870634	2874348	-	2872491	Chr5A	1730925	1734479	+	1732702	1.0	0.995	rearrangement:Chr5A_block1
gene:TraesCS5A02G004200	Chr5A	2893332	2899721	-	2896526	Chr5A	1705849	1712191	+	1709020	0.986	0.985	rearrangement:Chr5A_block1
gene:TraesCS5A02G004400	Chr5A	3085412	3088853	+	3087132	Chr5A	1594555	1597998	-	1596276	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G004500	Chr5A	3166841	3174284	+	3170562	Chr5A	1508456	1515899	-	1512177	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G004600	Chr5A	3175334	3177753	+	3176543	Chr5A	1504987	1507404	-	1506195	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G004700	Chr5A	3194780	3197691	-	3196235	Chr5A	1485041	1487952	+	1486496	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G004800	Chr5A	3215100	3218868	-	3216984	Chr5A	1465174	1468942	+	1467058	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G004900	Chr5A	3281861	3294536	+	3288198	Chr5A	1391773	1404448	-	1398110	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G005000	Chr5A	3312172	3315225	+	3313698	Chr5A	1371086	1374139	-	1372612	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G005100	Chr5A	3360527	3361507	-	3361017	Chr5A	1325524	1326504	+	1326014	0.99	0.98	rearrangement:Chr5A_block1
gene:TraesCS5A02G005300	Chr5A	3370704	3374577	-	3372640	Chr5A	1312453	1316326	+	1314389	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G005400	Chr5A	3385013	3385779	+	3385396	Chr5A	1301251	1302017	-	1301634	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G005500	Chr5A	3390922	3406014	+	3398468	Chr5A	1281132	1296108	-	1288620	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G005600	Chr5A	3410396	3414243	-	3412319	Chr5A	1273094	1276941	+	1275017	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G005700	Chr5A	3421438	3424404	-	3422921	Chr5A	1263343	1266251	+	1264797	0.931	0.925	rearrangement:Chr5A_block1
gene:TraesCS5A02G005800	Chr5A	3431398	3432399	-	3431898	Chr5A	1255361	1256362	+	1255861	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G005900	Chr5A	3435395	3445904	+	3440649	Chr5A	1241807	1252317	-	1247062	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G006100	Chr5A	3518743	3522158	+	3520450	Chr5A	1174650	1178065	-	1176357	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G006200	Chr5A	3524460	3528789	+	3526624	Chr5A	1168324	1172653	-	1170488	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G006300	Chr5A	3555694	3559104	+	3557399	Chr5A	1138007	1141417	-	1139712	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G006400	Chr5A	3699014	3701809	+	3700411	Chr5A	1003795	1006589	-	1005192	0.998	0.992	rearrangement:Chr5A_block1
gene:TraesCS5A02G116200	Chr5A	237953442	237953745	+	237953593	Chr5A	253345198	253345501	+	253345349	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116400	Chr5A	238691766	238692051	+	238691908	Chr5A	254076417	254076702	+	254076559	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116500	Chr5A	238694126	238699137	+	238696631	Chr5A	254078777	254083788	+	254081282	1.0	1.0	rearrangement:Chr5A_block2
