gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS2B02G000100	Chr2B	9843	11553	-	10698	Chr2B	7067352	7069073	+	7068212	1.0	0.99	collinear
gene:TraesCS2B02G000200	Chr2B	19907	22569	+	21238	Chr2B	7045436	7048438	-	7046937	1.0	0.983	collinear
gene:TraesCS2B02G000300	Chr2B	45037	61255	-	53146	Chr2B	7029760	7040438	+	7035099	0.972	0.965	collinear
gene:TraesCS2B02G000400	Chr2B	63870	65572	+	64721	Chr2B	5588059	5589737	+	5588898	0.977	0.906	collinear
gene:TraesCS2B02G000500	Chr2B	91679	92119	+	91899	Chr2B	6995235	6995675	-	6995455	1.0	1.0	collinear
gene:TraesCS2B02G000800	Chr2B	432358	433095	+	432726	Chr2B	7275221	7275958	+	7275589	1.0	0.991	collinear
gene:TraesCS2B02G000900	Chr2B	447781	453531	-	450656	Chr2B	7290480	7295949	-	7293214	0.999	0.996	collinear
gene:TraesCS2B02G001000	Chr2B	470641	473097	+	471869	Chr2B	7313129	7315585	+	7314357	1.0	0.998	collinear
gene:TraesCS2B02G001100	Chr2B	477194	478878	+	478036	Chr2B	7319684	7321365	+	7320524	0.998	0.994	collinear
gene:TraesCS2B02G001200	Chr2B	632838	633239	+	633038	Chr2B	7505413	7505815	+	7505614	1.0	1.0	collinear
gene:TraesCS2B02G001300	Chr2B	810865	811158	-	811011	Chr2B	7681512	7681805	-	7681658	1.0	1.0	collinear
gene:TraesCS2B02G001500	Chr2B	1181154	1181702	+	1181428	Chr2B	1824823	1825370	-	1825096	0.997	0.968	collinear
gene:TraesCS2B02G001600	Chr2B	1248784	1252232	+	1250508	Chr2B	1715407	1718858	-	1717132	0.999	0.985	collinear
gene:TraesCS2B02G002600	Chr2B	1600469	1601449	-	1600959	Chr2B	24906	25886	-	25396	1.0	0.987	collinear
gene:TraesCS2B02G002700	Chr2B	1706362	1707167	+	1706764	Chr2B	174796	175601	+	175198	1.0	0.998	collinear
