gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS3A02G000300	Chr3A	84561	87232	-	85896	Chr3A	1963460	1966131	+	1964795	1.0	1.0	collinear
gene:TraesCS3A02G000400	Chr3A	95678	97870	-	96774	Chr3A	1952710	1954902	+	1953806	1.0	1.0	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	1918793	1921083	+	1919938	1.0	1.0	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	1871478	1873276	+	1872377	1.0	0.999	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	1842708	1845994	+	1844351	1.0	1.0	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	1651156	1654226	+	1652691	1.0	1.0	collinear
gene:TraesCS3A02G000900	Chr3A	409621	416203	-	412912	Chr3A	1635829	1642410	+	1639119	1.0	1.0	collinear
gene:TraesCS3A02G001000	Chr3A	425011	425988	-	425499	Chr3A	1626165	1627142	+	1626653	1.0	0.998	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	1591954	1594672	-	1593313	1.0	1.0	collinear
gene:TraesCS3A02G001200	Chr3A	437746	441793	+	439769	Chr3A	1583025	1587073	-	1585049	1.0	0.998	collinear
gene:TraesCS3A02G001300	Chr3A	912044	912421	-	912232	Chr3A	1064630	1065007	+	1064818	1.0	0.994	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	918531	922356	-	920443	1.0	0.993	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	890831	895067	+	892949	1.0	0.994	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	386277	391055	-	388666	0.996	0.993	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	378867	381537	+	380202	0.997	0.975	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	369102	370138	+	369620	1.0	0.997	collinear
gene:TraesCS3A02G002000	Chr3A	1328508	1329908	-	1329208	Chr3A	365996	367344	+	366670	0.95	0.933	collinear
gene:TraesCS3A02G002100	Chr3A	1380918	1383491	+	1382204	Chr3A	309138	311717	-	310427	1.0	0.993	collinear
gene:TraesCS3A02G002200	Chr3A	1389037	1389428	-	1389232	Chr3A	303146	303537	+	303341	1.0	1.0	collinear
gene:TraesCS3A02G002300	Chr3A	1392585	1394247	-	1393416	Chr3A	298241	299926	+	299083	1.0	0.975	collinear
gene:TraesCS3A02G002400	Chr3A	1514278	1514782	+	1514530	Chr3A	2331600	2332107	+	2331853	1.0	0.984	collinear
