gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS5B02G000100	Chr5B	16235	21357	+	18796	Chr5B	4418448	4423596	-	4421022	0.998	0.981	collinear
gene:TraesCS5B02G000300	Chr5B	86983	88497	-	87740	Chr5B	4379204	4380720	+	4379962	1.0	0.994	collinear
gene:TraesCS5B02G000400	Chr5B	210112	215729	+	212920	Chr5B	4250122	4255745	-	4252933	0.998	0.996	collinear
gene:TraesCS5B02G000500	Chr5B	216278	219412	-	217845	Chr5B	4246446	4249600	+	4248023	0.991	0.972	collinear
gene:TraesCS5B02G000600	Chr5B	229215	233600	+	231407	Chr5B	4225656	4229794	-	4227725	0.999	0.989	collinear
gene:TraesCS5B02G000800	Chr5B	655778	658708	-	657243	Chr5B	4870128	4873067	-	4871597	1.0	0.989	collinear
gene:TraesCS5B02G000900	Chr5B	756821	758672	+	757746	Chr5B	4886371	4888224	+	4887297	1.0	0.994	collinear
gene:TraesCS5B02G001100	Chr5B	860861	865647	-	863254	Chr5B	5010787	5015250	-	5013018	1.0	0.984	collinear
gene:TraesCS5B02G001300	Chr5B	1579405	1579728	+	1579566	Chr5B	3670457	3670780	-	3670618	1.0	0.993	collinear
gene:TraesCS5B02G001600	Chr5B	2558977	2563902	-	2561439	Chr5B	1711068	1715876	+	1713472	1.0	1.0	collinear
gene:TraesCS5B02G001700	Chr5B	2570828	2574624	-	2572726	Chr5B	1700346	1704142	+	1702244	1.0	0.999	collinear
gene:TraesCS5B02G001800	Chr5B	2581312	2585281	+	2583296	Chr5B	1689689	1693658	-	1691673	1.0	1.0	collinear
gene:TraesCS5B02G001900	Chr5B	2612913	2614391	-	2613652	Chr5B	1660778	1662256	+	1661517	1.0	1.0	collinear
gene:TraesCS5B02G002000	Chr5B	2805491	2806938	+	2806214	Chr5B	1472768	1474215	-	1473491	1.0	1.0	collinear
gene:TraesCS5B02G002100	Chr5B	2883487	2884992	+	2884239	Chr5B	1395581	1397086	-	1396333	1.0	1.0	collinear
gene:TraesCS5B02G002200	Chr5B	3449225	3449773	-	3449499	Chr5B	871740	872288	+	872014	1.0	1.0	collinear
gene:TraesCS5B02G002300	Chr5B	3474782	3475968	+	3475375	Chr5B	845545	846731	-	846138	1.0	1.0	collinear
gene:TraesCS5B02G002400	Chr5B	3849532	3862578	-	3856055	Chr5B	460677	472894	+	466785	1.0	1.0	collinear
gene:TraesCS5B02G002500	Chr5B	3867064	3867802	-	3867433	Chr5B	455451	456189	+	455820	1.0	1.0	collinear
gene:TraesCS5B02G002600	Chr5B	3917424	3923351	-	3920387	Chr5B	400350	406277	+	403313	1.0	1.0	collinear
gene:TraesCS5B02G002700	Chr5B	4059784	4060323	-	4060053	Chr5B	264060	264599	+	264329	1.0	1.0	collinear
gene:TraesCS5B02G002800	Chr5B	4061095	4061457	+	4061276	Chr5B	262926	263288	-	263107	1.0	0.997	collinear
gene:TraesCS5B02G003900	Chr5B	5417279	5421527	+	5419403	Chr5B	2298189	2302435	+	2300312	1.0	0.998	collinear
gene:TraesCS5B02G004000	Chr5B	5919690	5920013	-	5919851	Chr5B	3029285	3029608	-	3029446	1.0	0.996	collinear
gene:TraesCS5B02G005755	Chr5B	7068359	7071536	-	7069947	Chr5B	11184093	11186455	+	11185274	0.997	0.997	collinear
