gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS2A02G005200	Chr2A	2657374	2660973	-	2659173	Chr2A	4600373	4604190	+	4602281	0.976	0.929	collinear
gene:TraesCS2A02G005400	Chr2A	2700528	2700923	-	2700725	Chr2A	4577366	4577764	+	4577565	0.992	0.95	collinear
gene:TraesCS2A02G005600	Chr2A	2713730	2714453	+	2714091	Chr2A	4564679	4565409	-	4565044	1.0	0.938	collinear
gene:TraesCS2A02G005700	Chr2A	2726159	2727824	+	2726991	Chr2A	4479320	4480944	-	4480132	0.967	0.93	collinear
gene:TraesCS2A02G005900	Chr2A	2758823	2760115	-	2759469	Chr2A	4467883	4469160	+	4468521	0.987	0.918	collinear
gene:TraesCS2A02G007800	Chr2A	3442301	3447773	+	3445037	Chr2A	5575387	5581945	+	5578666	0.977	0.94	collinear
gene:TraesCS2A02G007900	Chr2A	3448583	3450490	-	3449536	Chr2A	5588576	5590709	-	5589642	0.977	0.919	collinear
gene:TraesCS2A02G009000	Chr2A	3754755	3755141	-	3754948	Chr2A	5715943	5716329	+	5716136	1.0	0.974	collinear
gene:TraesCS2A02G009300	Chr2A	3794470	3797034	+	3795752	Chr2A	5885451	5888021	+	5886736	1.0	0.966	collinear
gene:TraesCS2A02G009600	Chr2A	3834207	3844562	-	3839384	Chr2A	5925585	5931334	-	5928459	0.937	0.913	collinear
gene:TraesCS2A02G010100	Chr2A	3959343	3962913	+	3961128	Chr2A	6062153	6065501	+	6063827	0.989	0.955	collinear
gene:TraesCS2A02G010500	Chr2A	4046474	4047655	-	4047064	Chr2A	6209365	6210546	-	6209955	1.0	0.961	collinear
gene:TraesCS2A02G011000	Chr2A	4161106	4165285	+	4163195	Chr2A	6690468	6694491	+	6692479	1.0	0.947	collinear
gene:TraesCS2A02G011300	Chr2A	4210178	4214118	+	4212148	Chr2A	6782684	6787061	+	6784872	0.994	0.961	collinear
gene:TraesCS2A02G011400	Chr2A	4215799	4221330	-	4218564	Chr2A	6789935	6795521	-	6792728	0.998	0.976	collinear
gene:TraesCS2A02G011700	Chr2A	4348696	4349926	-	4349311	Chr2A	6974555	6975827	-	6975191	0.995	0.925	collinear
gene:TraesCS2A02G012200	Chr2A	4786647	4793856	-	4790251	Chr2A	7491868	7498841	-	7495354	0.989	0.951	collinear
gene:TraesCS2A02G012300	Chr2A	4907004	4909365	+	4908184	Chr2A	7517500	7519617	+	7518558	0.994	0.919	collinear
gene:TraesCS2A02G014300	Chr2A	5689525	5692873	-	5691199	Chr2A	7809794	7813118	-	7811456	0.985	0.926	collinear
gene:TraesCS2A02G016200	Chr2A	7513301	7514256	-	7513778	Chr2A	9070165	9071120	-	9070642	1.0	0.969	collinear
gene:TraesCS2A02G016900	Chr2A	7786502	7787953	+	7787227	Chr2A	9307482	9308933	+	9308207	1.0	0.971	collinear
gene:TraesCS2A02G017000	Chr2A	7806748	7809503	+	7808125	Chr2A	9620134	9622553	+	9621343	0.958	0.912	collinear
gene:TraesCS2A02G017300	Chr2A	8141118	8143112	-	8142115	Chr2A	9676164	9678207	+	9677185	1.0	0.982	collinear
