gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS6A02G000100	Chr6A	56821	58390	+	57605	Chr6A	375145	376711	-	375928	0.997	0.993	collinear
gene:TraesCS6A02G000200	Chr6A	103455	110107	+	106781	Chr6A	325038	331632	-	328335	0.999	0.994	collinear
gene:TraesCS6A02G000300	Chr6A	286171	288047	+	287109	Chr6A	120786	122660	-	121723	0.999	0.998	collinear
gene:TraesCS6A02G000600	Chr6A	610042	615530	+	612786	Chr6A	1931205	1936747	-	1933976	0.999	0.996	collinear
gene:TraesCS6A02G000700	Chr6A	616773	620979	-	618876	Chr6A	1925665	1929952	+	1927808	0.998	0.961	collinear
gene:TraesCS6A02G000800	Chr6A	629428	634290	+	631859	Chr6A	1899955	1904912	-	1902433	0.996	0.958	collinear
gene:TraesCS6A02G000900	Chr6A	634738	636233	+	635485	Chr6A	1897922	1899435	-	1898678	1.0	0.982	collinear
gene:TraesCS6A02G001100	Chr6A	637766	644465	-	641115	Chr6A	1890303	1896888	+	1893595	0.992	0.98	collinear
gene:TraesCS6A02G001300	Chr6A	766648	769202	+	767925	Chr6A	1825674	1827995	-	1826834	0.908	0.901	collinear
gene:TraesCS6A02G001400	Chr6A	771942	774641	-	773291	Chr6A	1820003	1822934	+	1821468	1.0	1.0	collinear
gene:TraesCS6A02G001500	Chr6A	786731	788315	+	787523	Chr6A	1806790	1808373	-	1807581	0.999	0.997	collinear
gene:TraesCS6A02G001600	Chr6A	795316	801602	-	798459	Chr6A	1793971	1800250	+	1797110	0.998	0.98	collinear
gene:TraesCS6A02G001700	Chr6A	811604	816032	+	813818	Chr6A	1780211	1784661	-	1782436	1.0	0.997	collinear
gene:TraesCS6A02G001800	Chr6A	818204	825117	-	821660	Chr6A	1757575	1764480	+	1761027	1.0	0.994	collinear
gene:TraesCS6A02G002000	Chr6A	914925	915899	-	915412	Chr6A	1736897	1737871	+	1737384	0.987	0.959	collinear
gene:TraesCS6A02G002100	Chr6A	917908	918405	+	918156	Chr6A	1734411	1734908	-	1734659	1.0	0.996	collinear
gene:TraesCS6A02G002200	Chr6A	925885	926272	-	926078	Chr6A	1726493	1726880	+	1726686	1.0	1.0	collinear
gene:TraesCS6A02G002300	Chr6A	932264	933310	+	932787	Chr6A	1719446	1720492	-	1719969	1.0	0.993	collinear
gene:TraesCS6A02G002400	Chr6A	942509	947206	-	944857	Chr6A	1706294	1710940	+	1708617	1.0	0.998	collinear
gene:TraesCS6A02G002500	Chr6A	955213	960217	+	957715	Chr6A	1686747	1691107	-	1688927	0.912	0.911	collinear
gene:TraesCS6A02G002600	Chr6A	967860	968797	-	968328	Chr6A	1678424	1679331	+	1678877	0.961	0.958	collinear
