gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS3B03G0000300	Chr3B	73825	74249	-	74037	Chr3B	6443592	6444016	+	6443804	1.0	0.995	collinear
gene:TraesCS3B03G0000600	Chr3B	239266	241105	+	240185	Chr3B	6297502	6299367	-	6298434	0.994	0.974	collinear
gene:TraesCS3B03G0000700	Chr3B	244156	244849	+	244502	Chr3B	6293632	6294325	-	6293978	1.0	0.989	collinear
gene:TraesCS3B03G0000800	Chr3B	246094	246695	-	246394	Chr3B	6291851	6292398	+	6292124	1.0	0.973	collinear
gene:TraesCS3B03G0000900	Chr3B	268852	271443	-	270147	Chr3B	6266756	6269305	+	6268030	0.972	0.944	collinear
gene:TraesCS3B03G0001000	Chr3B	375283	376618	+	375950	Chr3B	6140671	6142002	-	6141336	0.997	0.994	collinear
gene:TraesCS3B03G0001100	Chr3B	388009	388991	+	388500	Chr3B	6136571	6137556	-	6137063	1.0	0.991	collinear
gene:TraesCS3B03G0002800	Chr3B	855999	856555	+	856277	Chr3B	1256770	1257302	-	1257036	0.977	0.942	collinear
gene:TraesCS3B03G0003000	Chr3B	859122	864220	-	861671	Chr3B	5458383	5463333	+	5460858	0.977	0.925	collinear
gene:TraesCS3B03G0004000	Chr3B	1309880	1313738	-	1311809	Chr3B	5135863	5139793	+	5137828	0.999	0.982	collinear
gene:TraesCS3B03G0004300	Chr3B	1602640	1607005	+	1604822	Chr3B	446426	450839	-	448632	0.994	0.98	collinear
gene:TraesCS3B03G0004400	Chr3B	1638604	1641896	-	1640250	Chr3B	317515	320788	+	319151	1.0	0.996	collinear
gene:TraesCS3B03G0004600	Chr3B	1708407	1711540	-	1709973	Chr3B	4739308	4742441	+	4740874	1.0	0.998	collinear
gene:TraesCS3B03G0004800	Chr3B	1754066	1758349	-	1756207	Chr3B	4690315	4694583	+	4692449	0.993	0.99	collinear
gene:TraesCS3B03G0004900	Chr3B	1761903	1763502	+	1762702	Chr3B	4685399	4686999	-	4686199	1.0	0.998	collinear
gene:TraesCS3B03G0005100	Chr3B	2229591	2231019	+	2230305	Chr3B	4240301	4241729	-	4241015	1.0	0.999	collinear
gene:TraesCS3B03G0005200	Chr3B	2238754	2241107	-	2239930	Chr3B	4228516	4230770	+	4229643	0.999	0.994	collinear
gene:TraesCS3B03G0005300	Chr3B	2251630	2253405	-	2252517	Chr3B	4220276	4222051	+	4221163	1.0	0.997	collinear
gene:TraesCS3B03G0005600	Chr3B	2279997	2282921	-	2281459	Chr3B	3219553	3222475	+	3221014	1.0	0.976	collinear
