gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS1A03G0000200	Chr1A	40098	70338	-	55218	Chr1A	3566024	3592783	+	3579403	1.0	0.997	rearrangement:Chr1A_block1
gene:TraesCS1A03G0000400	Chr1A	70239	89245	+	79742	Chr1A	3547272	3566123	-	3556697	1.0	0.997	rearrangement:Chr1A_block1
gene:TraesCS1A03G0001000	Chr1A	149490	154559	-	152024	Chr1A	3482541	3487610	+	3485075	1.0	0.997	rearrangement:Chr1A_block1
gene:TraesCS1A03G0001200	Chr1A	162313	162609	+	162461	Chr1A	3474491	3474787	-	3474639	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A03G0001300	Chr1A	169592	169969	-	169780	Chr1A	3467707	3468084	+	3467895	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A03G0001400	Chr1A	180175	180552	-	180363	Chr1A	3457111	3457488	+	3457299	1.0	0.997	rearrangement:Chr1A_block1
gene:TraesCS1A03G0001500	Chr1A	233818	245051	+	239434	Chr1A	3393103	3404423	-	3398763	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A03G0001800	Chr1A	270605	272936	-	271770	Chr1A	3365715	3368026	+	3366870	0.991	0.99	rearrangement:Chr1A_block1
gene:TraesCS1A03G0001700	Chr1A	269472	289602	-	279537	Chr1A	3581798	3601646	-	3591722	0.993	0.949	rearrangement:Chr1A_block1
gene:TraesCS1A03G0002100	Chr1A	287697	287957	+	287827	Chr1A	3350426	3350686	-	3350556	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A03G0002400	Chr1A	297266	297652	+	297459	Chr1A	3340535	3340921	-	3340728	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A03G0002800	Chr1A	326099	326518	+	326308	Chr1A	3313228	3313647	-	3313437	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A03G0002900	Chr1A	337960	338256	+	338108	Chr1A	3301247	3301543	-	3301395	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A03G0003200	Chr1A	403455	403751	+	403603	Chr1A	3228601	3228897	-	3228749	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A03G0004400	Chr1A	1168201	1175228	+	1171714	Chr1A	2448704	2455731	-	2452217	1.0	1.0	collinear
gene:TraesCS1A03G0004500	Chr1A	1186689	1188709	+	1187699	Chr1A	2435499	2437519	-	2436509	1.0	1.0	collinear
gene:TraesCS1A03G0004900	Chr1A	1207566	1210657	-	1209111	Chr1A	2413854	2416945	+	2415399	1.0	1.0	collinear
gene:TraesCS1A03G0005000	Chr1A	1226759	1227184	-	1226971	Chr1A	2396311	2396736	+	2396523	1.0	1.0	collinear
gene:TraesCS1A03G0005200	Chr1A	1230199	1236314	-	1233256	Chr1A	2387150	2393296	+	2390223	0.999	0.991	collinear
gene:TraesCS1A03G0005600	Chr1A	1334686	1346171	-	1340428	Chr1A	2276773	2288563	+	2282668	1.0	1.0	collinear
gene:TraesCS1A03G0006700	Chr1A	1570115	1571372	-	1570743	Chr1A	565463	566720	+	566091	1.0	0.997	collinear
gene:TraesCS1A03G0007600	Chr1A	1938410	1941394	+	1939902	Chr1A	281521	284505	-	283013	1.0	1.0	collinear
gene:TraesCS1A03G0007700	Chr1A	1946022	1947181	+	1946601	Chr1A	275706	276893	-	276299	1.0	0.969	collinear
gene:TraesCS1A03G0007800	Chr1A	1946792	1947917	+	1947354	Chr1A	274970	276095	-	275532	1.0	1.0	collinear
gene:TraesCS1A03G0007900	Chr1A	1963897	1965450	+	1964673	Chr1A	257160	258713	-	257936	1.0	1.0	collinear
gene:TraesCS1A03G0008100	Chr1A	2058764	2060237	-	2059500	Chr1A	161433	162906	+	162169	1.0	1.0	collinear
gene:TraesCS1A03G0008200	Chr1A	2058764	2060237	-	2059500	Chr1A	161433	162906	+	162169	1.0	1.0	collinear
gene:TraesCS1A03G0008400	Chr1A	2058909	2060171	-	2059540	Chr1A	161499	162761	+	162130	1.0	1.0	collinear
gene:TraesCS1A03G0008500	Chr1A	2058909	2060171	-	2059540	Chr1A	161499	162761	+	162130	1.0	1.0	collinear
gene:TraesCS1A03G0008300	Chr1A	2058909	2060171	-	2059540	Chr1A	161499	162761	+	162130	1.0	1.0	collinear
