gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS7A03G0007700	Chr7A	1984711	1990302	-	1987506	Chr7A	13867871	13873462	+	13870666	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0007800	Chr7A	1991641	1995052	-	1993346	Chr7A	13863121	13866532	+	13864826	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0007900	Chr7A	1999166	2001559	+	2000362	Chr7A	13856569	13858962	-	13857765	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0008000	Chr7A	2002174	2006210	-	2004192	Chr7A	13851918	13855954	+	13853936	1.0	0.998	rearrangement:Chr7A_block1
gene:TraesCS7A03G0008400	Chr7A	2059191	2064602	+	2061896	Chr7A	13793147	13798558	-	13795852	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0008800	Chr7A	2119023	2128730	+	2123876	Chr7A	13721643	13731350	-	13726496	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0008900	Chr7A	2129337	2139216	-	2134276	Chr7A	13711159	13721036	+	13716097	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0009400	Chr7A	2212604	2213952	+	2213278	Chr7A	13627163	13628511	-	13627837	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0009500	Chr7A	2226887	2230792	+	2228839	Chr7A	13609838	13613980	-	13611909	1.0	0.931	rearrangement:Chr7A_block1
gene:TraesCS7A03G0009800	Chr7A	2248242	2252867	-	2250554	Chr7A	13588791	13593416	+	13591103	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A03G0010100	Chr7A	2684032	2686882	-	2685457	Chr7A	13177631	13180481	+	13179056	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A03G0010200	Chr7A	2703204	2713801	+	2708502	Chr7A	13146729	13157814	-	13152271	1.0	0.998	rearrangement:Chr7A_block1
gene:TraesCS7A03G0010400	Chr7A	2735543	2735899	+	2735721	Chr7A	13123592	13123948	-	13123770	1.0	0.997	rearrangement:Chr7A_block1
gene:TraesCS7A03G0010300	Chr7A	2734989	2736987	-	2735988	Chr7A	13122504	13124502	+	13123503	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A03G0010500	Chr7A	2738438	2740210	-	2739324	Chr7A	13119281	13121053	+	13120167	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A03G0010800	Chr7A	2805162	2809572	+	2807367	Chr7A	13049167	13053577	-	13051372	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0011100	Chr7A	2813248	2819925	-	2816586	Chr7A	13038811	13045488	+	13042149	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0011200	Chr7A	2825033	2831859	-	2828446	Chr7A	13026724	13033550	+	13030137	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0011300	Chr7A	2845787	2850612	+	2848199	Chr7A	13008135	13012955	-	13010545	0.998	0.998	rearrangement:Chr7A_block1
gene:TraesCS7A03G0011400	Chr7A	2873620	2878318	+	2875969	Chr7A	12980181	12984879	-	12982530	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A03G0011700	Chr7A	2894350	2897746	+	2896048	Chr7A	12960711	12964107	-	12962409	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0011800	Chr7A	2904302	2905750	+	2905026	Chr7A	12952439	12953887	-	12953163	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0012000	Chr7A	2929298	2936550	-	2932924	Chr7A	12920943	12928305	+	12924624	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0012100	Chr7A	2940653	2942001	+	2941327	Chr7A	12915235	12916583	-	12915909	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0012300	Chr7A	2956906	2960802	+	2958854	Chr7A	12896169	12900330	-	12898249	1.0	0.909	rearrangement:Chr7A_block1
gene:TraesCS7A03G0012400	Chr7A	2978598	2981378	-	2979988	Chr7A	12875568	12878348	+	12876958	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A03G0012500	Chr7A	2988793	2993614	+	2991203	Chr7A	12862557	12867861	-	12865209	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0012700	Chr7A	2998778	3001478	+	3000128	Chr7A	12854693	12857393	-	12856043	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0012800	Chr7A	3067984	3069180	+	3068582	Chr7A	12785815	12787011	-	12786413	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0013200	Chr7A	3126732	3132139	-	3129435	Chr7A	12722346	12727753	+	12725049	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0013300	Chr7A	3134749	3138526	+	3136637	Chr7A	12715959	12719736	-	12717847	1.0	0.998	rearrangement:Chr7A_block1
gene:TraesCS7A03G0013900	Chr7A	3264706	3268044	+	3266375	Chr7A	12584506	12587844	-	12586175	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0014200	Chr7A	3278385	3282520	-	3280452	Chr7A	12570032	12574167	+	12572099	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0014400	Chr7A	3329954	3335151	-	3332552	Chr7A	12517340	12522538	+	12519939	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A03G0014500	Chr7A	3393323	3394372	+	3393847	Chr7A	12457639	12458688	-	12458163	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0014600	Chr7A	3398397	3420268	+	3409332	Chr7A	12431402	12453625	-	12442513	1.0	0.976	rearrangement:Chr7A_block1
gene:TraesCS7A03G0014700	Chr7A	3435923	3439655	+	3437789	Chr7A	12411587	12415319	-	12413453	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0014900	Chr7A	3446965	3449028	-	3447996	Chr7A	12402215	12404278	+	12403246	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0015100	Chr7A	3502667	3507393	+	3505030	Chr7A	12343704	12348414	-	12346059	0.99	0.985	rearrangement:Chr7A_block1
gene:TraesCS7A03G0015400	Chr7A	3535034	3539531	+	3537282	Chr7A	12311355	12315852	-	12313603	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0015600	Chr7A	3546804	3556209	-	3551506	Chr7A	12294677	12304082	+	12299379	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0016000	Chr7A	3663911	3665431	-	3664671	Chr7A	12183875	12185395	+	12184635	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0016100	Chr7A	3692034	3695203	-	3693618	Chr7A	12154082	12157251	+	12155666	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0016200	Chr7A	3702171	3706803	+	3704487	Chr7A	12142480	12147112	-	12144796	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A03G0016500	Chr7A	3748234	3755701	-	3751967	Chr7A	12093912	12101379	+	12097645	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0016700	Chr7A	3898594	3902526	+	3900560	Chr7A	11946459	11950393	-	11948426	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A03G0017000	Chr7A	3922888	3926902	-	3924895	Chr7A	11922082	11926096	+	11924089	0.999	0.99	rearrangement:Chr7A_block1
gene:TraesCS7A03G0017300	Chr7A	3958659	3963485	-	3961072	Chr7A	11902403	11907229	+	11904816	0.999	0.994	rearrangement:Chr7A_block1
gene:TraesCS7A03G0017400	Chr7A	3964572	3969793	-	3967182	Chr7A	11896103	11901315	+	11898709	0.995	0.992	rearrangement:Chr7A_block1
