gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS5D03G0000300	Chr5D	295745	301549	-	298647	Chr5D	394340	400140	-	397240	0.997	0.993	collinear
gene:TraesCS5D03G0000400	Chr5D	306801	310996	+	308898	Chr5D	405392	409587	+	407489	1.0	0.999	collinear
gene:TraesCS5D03G0000500	Chr5D	475881	477308	+	476594	Chr5D	574417	575844	+	575130	1.0	1.0	collinear
gene:TraesCS5D03G0000600	Chr5D	504194	504526	-	504360	Chr5D	856200	856532	-	856366	1.0	0.972	collinear
gene:TraesCS5D03G0000700	Chr5D	504194	504552	-	504373	Chr5D	856200	856558	-	856379	1.0	0.974	collinear
gene:TraesCS5D03G0000900	Chr5D	716462	716794	-	716628	Chr5D	603121	603453	-	603287	1.0	1.0	collinear
gene:TraesCS5D03G0001100	Chr5D	763156	767483	-	765319	Chr5D	863271	867938	-	865604	1.0	1.0	collinear
gene:TraesCS5D03G0001300	Chr5D	929486	932500	+	930993	Chr5D	1034635	1037649	+	1036142	1.0	1.0	collinear
gene:TraesCS5D03G0001500	Chr5D	932731	938642	-	935686	Chr5D	1037880	1043791	-	1040835	1.0	1.0	collinear
gene:TraesCS5D03G0001700	Chr5D	1529495	1530538	+	1530016	Chr5D	1642274	1643317	+	1642795	1.0	1.0	collinear
gene:TraesCS5D03G0001900	Chr5D	1537103	1539147	-	1538125	Chr5D	1649882	1651926	-	1650904	1.0	0.992	collinear
gene:TraesCS5D03G0002100	Chr5D	1605131	1610309	+	1607720	Chr5D	1717791	1722969	+	1720380	1.0	1.0	collinear
gene:TraesCS5D03G0002300	Chr5D	1705168	1712206	-	1708687	Chr5D	1819961	1826999	-	1823480	1.0	1.0	collinear
gene:TraesCS5D03G0002500	Chr5D	1803394	1806327	+	1804860	Chr5D	1918031	1920964	+	1919497	1.0	1.0	collinear
gene:TraesCS5D03G0002700	Chr5D	1866423	1868501	+	1867462	Chr5D	1985318	1987404	+	1986361	1.0	1.0	collinear
gene:TraesCS5D03G0002900	Chr5D	1887729	1890428	-	1889078	Chr5D	2006788	2009487	-	2008137	1.0	1.0	collinear
gene:TraesCS5D03G0003000	Chr5D	2120086	2120451	-	2120268	Chr5D	2242111	2242476	-	2242293	1.0	1.0	collinear
