gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS5A03G0000800	Chr5A	622810	628759	+	625784	Chr5A	8309441	8315398	+	8312419	1.0	0.997	collinear
gene:TraesCS5A03G0000900	Chr5A	628951	630466	+	629708	Chr5A	8315590	8317087	+	8316338	0.984	0.976	collinear
gene:TraesCS5A03G0001000	Chr5A	637855	638799	+	638327	Chr5A	8324280	8325230	+	8324755	1.0	0.991	collinear
gene:TraesCS5A03G0001300	Chr5A	1542470	1544254	+	1543362	Chr5A	7014731	7016515	-	7015623	1.0	0.995	collinear
gene:TraesCS5A03G0001700	Chr5A	1703882	1707094	-	1705488	Chr5A	6752708	6755828	+	6754268	0.998	0.993	collinear
gene:TraesCS5A03G0001900	Chr5A	1955095	1955460	-	1955277	Chr5A	6607845	6608210	+	6608027	1.0	0.972	collinear
gene:TraesCS5A03G0002100	Chr5A	2042895	2043377	+	2043136	Chr5A	6552644	6553132	-	6552888	1.0	0.985	collinear
gene:TraesCS5A03G0002500	Chr5A	2059447	2067895	+	2063671	Chr5A	6528150	6536594	-	6532372	0.994	0.992	collinear
gene:TraesCS5A03G0002900	Chr5A	2082542	2082888	+	2082715	Chr5A	6507312	6507658	-	6507485	1.0	0.991	collinear
gene:TraesCS5A03G0003200	Chr5A	2225824	2226003	+	2225913	Chr5A	6431201	6431380	-	6431290	1.0	1.0	collinear
gene:TraesCS5A03G0003300	Chr5A	2269703	2270692	-	2270197	Chr5A	6399176	6400165	+	6399670	1.0	1.0	collinear
gene:TraesCS5A03G0003900	Chr5A	2671848	2673352	-	2672600	Chr5A	6036619	6038052	+	6037335	0.952	0.946	collinear
gene:TraesCS5A03G0004000	Chr5A	2741825	2743021	-	2742423	Chr5A	5976528	5977724	+	5977126	1.0	0.992	collinear
gene:TraesCS5A03G0004500	Chr5A	2854750	2859673	-	2857211	Chr5A	5829925	5834698	+	5832311	0.985	0.923	collinear
gene:TraesCS5A03G0004900	Chr5A	2989002	2993252	-	2991127	Chr5A	5691870	5696217	+	5694043	0.994	0.93	collinear
gene:TraesCS5A03G0005200	Chr5A	3010374	3014596	+	3012485	Chr5A	5677932	5682154	-	5680043	1.0	0.997	collinear
gene:TraesCS5A03G0005300	Chr5A	3015603	3020596	+	3018099	Chr5A	5671932	5676925	-	5674428	1.0	1.0	collinear
gene:TraesCS5A03G0005400	Chr5A	3027435	3033237	-	3030336	Chr5A	5659289	5665093	+	5662191	1.0	1.0	collinear
gene:TraesCS5A03G0005500	Chr5A	3081377	3084416	-	3082896	Chr5A	5609089	5612128	+	5610608	1.0	1.0	collinear
gene:TraesCS5A03G0006300	Chr5A	3306994	3308561	-	3307777	Chr5A	5402501	5404044	+	5403272	0.983	0.974	collinear
gene:TraesCS5A03G0006400	Chr5A	3312509	3313435	+	3312972	Chr5A	5336517	5337443	-	5336980	1.0	0.992	collinear
