gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	2461145	2462062	-	2461603	0.99	0.988	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	2433441	2434053	+	2433747	0.996	0.944	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	2370579	2371184	+	2370881	1.0	0.998	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	2363619	2363940	-	2363779	1.0	0.995	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	2361163	2364400	+	2362781	1.0	0.992	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	2347060	2347614	+	2347337	1.0	0.998	collinear
gene:TraesCS1D02G001000	Chr1D	250463	251359	-	250911	Chr1D	2332763	2333659	+	2333211	1.0	0.994	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	2323703	2324599	+	2324151	1.0	0.988	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	2229768	2230751	+	2230259	1.0	0.987	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	2174564	2177332	-	2175948	1.0	0.998	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	2068525	2082342	-	2075433	1.0	0.993	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	2070820	2072719	-	2071769	0.998	0.965	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	2066267	2067930	+	2067098	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	2058656	2061757	-	2060206	1.0	1.0	collinear
gene:TraesCS1D02G002100	Chr1D	509821	510750	+	510285	Chr1D	2019488	2020408	-	2019948	0.985	0.985	collinear
gene:TraesCS1D02G002200	Chr1D	512104	515096	-	513600	Chr1D	2015142	2018134	+	2016638	1.0	1.0	collinear
gene:TraesCS1D02G002300	Chr1D	548169	554637	-	551403	Chr1D	1975507	1981974	+	1978740	1.0	1.0	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	1955720	1961678	-	1958699	1.0	1.0	collinear
gene:TraesCS1D02G002500	Chr1D	577240	584788	-	581014	Chr1D	1945659	1953207	+	1949433	1.0	0.999	collinear
gene:TraesCS1D02G003700	Chr1D	2066324	2067459	+	2066891	Chr1D	850178	851313	-	850745	1.0	1.0	collinear
gene:TraesCS1D02G003800	Chr1D	2074711	2076549	+	2075630	Chr1D	841088	842926	-	842007	1.0	1.0	collinear
gene:TraesCS1D02G003900	Chr1D	2076917	2080837	-	2078877	Chr1D	836800	840720	+	838760	1.0	0.999	collinear
gene:TraesCS1D02G004000	Chr1D	2081281	2084780	-	2083030	Chr1D	832557	836356	+	834456	1.0	1.0	collinear
gene:TraesCS1D02G004100	Chr1D	2087759	2094728	+	2091243	Chr1D	822301	829493	-	825897	1.0	1.0	collinear
gene:TraesCS1D02G004200	Chr1D	2101598	2103387	+	2102492	Chr1D	813764	815553	-	814658	1.0	1.0	collinear
gene:TraesCS1D02G004400	Chr1D	2113015	2116037	-	2114526	Chr1D	800631	803653	+	802142	1.0	1.0	collinear
gene:TraesCS1D02G004500	Chr1D	2119146	2122106	-	2120626	Chr1D	794583	797542	+	796062	1.0	1.0	collinear
gene:TraesCS1D02G004600	Chr1D	2124693	2127355	-	2126024	Chr1D	789334	791996	+	790665	1.0	1.0	collinear
gene:TraesCS1D02G004700	Chr1D	2139321	2145297	-	2142309	Chr1D	771770	777746	+	774758	1.0	1.0	collinear
gene:TraesCS1D02G004800	Chr1D	2164355	2167632	+	2165993	Chr1D	749249	752526	-	750887	1.0	1.0	collinear
gene:TraesCS1D02G004900	Chr1D	2218698	2230622	-	2224660	Chr1D	686670	698549	+	692609	1.0	1.0	collinear
