gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS6A02G011200	Chr6A	5221442	5222782	-	5222112	Chr6A	10950707	10952047	+	10951377	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G011400	Chr6A	5319080	5322498	-	5320789	Chr6A	10884586	10888004	+	10886295	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G011500	Chr6A	5323438	5324822	-	5324130	Chr6A	10882237	10883621	+	10882929	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G011600	Chr6A	5326377	5327045	-	5326711	Chr6A	10880014	10880682	+	10880348	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G011700	Chr6A	5358104	5364843	+	5361473	Chr6A	10842514	10849585	-	10846049	0.976	0.972	rearrangement:Chr6A_block1
gene:TraesCS6A02G011800	Chr6A	5473439	5480862	-	5477150	Chr6A	10727465	10734888	+	10731176	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G011900	Chr6A	5504161	5505060	-	5504610	Chr6A	10703270	10704169	+	10703719	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G012000	Chr6A	5551169	5558354	-	5554761	Chr6A	10649877	10656924	+	10653400	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G012100	Chr6A	5603131	5605597	+	5604364	Chr6A	10603971	10606438	-	10605204	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G012200	Chr6A	5605811	5607286	-	5606548	Chr6A	10602282	10603757	+	10603019	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G012300	Chr6A	5671555	5676470	+	5674012	Chr6A	10441104	10446025	-	10443564	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G000100	Chr6A	56821	58390	+	57605	Chr6A	328635	330204	-	329419	1.0	1.0	collinear
gene:TraesCS6A02G000200	Chr6A	103455	110107	+	106781	Chr6A	276807	283459	-	280133	1.0	1.0	collinear
gene:TraesCS6A02G000300	Chr6A	286171	288047	+	287109	Chr6A	97797	99673	-	98735	1.0	1.0	collinear
gene:TraesCS6A02G000400	Chr6A	288059	291030	+	289544	Chr6A	94814	97785	-	96299	1.0	1.0	collinear
gene:TraesCS6A02G000600	Chr6A	610042	615530	+	612786	Chr6A	1467215	1472901	-	1470058	1.0	0.986	collinear
gene:TraesCS6A02G000700	Chr6A	616773	620979	-	618876	Chr6A	1461958	1466173	+	1464065	1.0	0.993	collinear
