gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS6D02G000100	Chr6D	43457	44110	-	43783	Chr6D	96286	96939	-	96612	1.0	0.996	collinear
gene:TraesCS6D02G000200	Chr6D	52444	52899	+	52671	Chr6D	105272	105727	+	105499	1.0	1.0	collinear
gene:TraesCS6D02G001400	Chr6D	602989	606229	-	604609	Chr6D	205474	208714	-	207094	1.0	0.999	collinear
gene:TraesCS6D02G001500	Chr6D	680571	680993	-	680782	Chr6D	271739	272161	-	271950	1.0	0.997	collinear
gene:TraesCS6D02G001600	Chr6D	803603	804859	+	804231	Chr6D	397245	398501	+	397873	1.0	1.0	collinear
gene:TraesCS6D02G001700	Chr6D	805537	807932	+	806734	Chr6D	399179	401574	+	400376	1.0	1.0	collinear
gene:TraesCS6D02G001900	Chr6D	966786	967049	+	966917	Chr6D	560820	561083	+	560951	1.0	1.0	collinear
gene:TraesCS6D02G002100	Chr6D	1372775	1374424	+	1373599	Chr6D	841162	842811	+	841986	1.0	0.999	collinear
gene:TraesCS6D02G002200	Chr6D	1411739	1415945	-	1413842	Chr6D	880135	884318	-	882226	0.994	0.993	collinear
gene:TraesCS6D02G002223	Chr6D	1419679	1430162	-	1424920	Chr6D	888052	898028	-	893040	1.0	0.999	collinear
gene:TraesCS6D02G002300	Chr6D	1444647	1449631	+	1447139	Chr6D	923609	928593	+	926101	1.0	1.0	collinear
gene:TraesCS6D02G002400	Chr6D	1488713	1491897	+	1490305	Chr6D	967310	970494	+	968902	1.0	0.998	collinear
gene:TraesCS6D02G002500	Chr6D	1508029	1517724	-	1512876	Chr6D	986772	996468	-	991620	1.0	0.998	collinear
gene:TraesCS6D02G002600	Chr6D	1538495	1539831	-	1539163	Chr6D	1016430	1017766	-	1017098	1.0	1.0	collinear
gene:TraesCS6D02G002700	Chr6D	1571901	1572329	-	1572115	Chr6D	1049766	1050194	-	1049980	1.0	0.993	collinear
gene:TraesCS6D02G002800	Chr6D	1586179	1588895	+	1587537	Chr6D	1064221	1066935	+	1065578	0.999	0.995	collinear
gene:TraesCS6D02G002900	Chr6D	1627607	1628562	+	1628084	Chr6D	1131459	1132414	+	1131936	1.0	0.992	collinear
gene:TraesCS6D02G003000	Chr6D	1635743	1636654	+	1636198	Chr6D	1139598	1140509	+	1140053	1.0	0.994	collinear
gene:TraesCS6D02G003100	Chr6D	1760637	1761722	+	1761179	Chr6D	1250516	1251601	+	1251058	1.0	0.998	collinear
gene:TraesCS6D02G003200	Chr6D	1769875	1774534	-	1772204	Chr6D	1260141	1264786	-	1262463	0.996	0.994	collinear
gene:TraesCS6D02G003300	Chr6D	1779697	1784071	+	1781884	Chr6D	1270050	1273718	+	1271884	0.911	0.907	collinear
gene:TraesCS6D02G003400	Chr6D	1799042	1799976	-	1799509	Chr6D	1288650	1289584	-	1289117	1.0	0.991	collinear
gene:TraesCS6D02G003500	Chr6D	1902475	1903404	-	1902939	Chr6D	1402151	1403080	-	1402615	1.0	0.994	collinear
gene:TraesCS6D02G003600	Chr6D	1978190	1980764	+	1979477	Chr6D	1448745	1451303	+	1450024	0.996	0.994	collinear
gene:TraesCS6D02G004000	Chr6D	2067031	2074191	+	2070611	Chr6D	1470528	1477676	+	1474102	1.0	0.998	collinear
gene:TraesCS6D02G004200	Chr6D	2097244	2103560	+	2100402	Chr6D	1549047	1554985	+	1552016	0.999	0.98	collinear
gene:TraesCS6D02G004300	Chr6D	2106676	2108293	-	2107484	Chr6D	1558743	1560359	-	1559551	0.999	0.996	collinear
gene:TraesCS6D02G004400	Chr6D	2134352	2137355	+	2135853	Chr6D	1586425	1589429	+	1587927	1.0	0.994	collinear
gene:TraesCS6D02G004600	Chr6D	2169654	2171773	+	2170713	Chr6D	1621889	1624008	+	1622948	1.0	0.998	collinear
gene:TraesCS6D02G004800	Chr6D	2246243	2250596	-	2248419	Chr6D	1694971	1699324	-	1697147	1.0	1.0	collinear
gene:TraesCS6D02G004900	Chr6D	2265038	2269578	+	2267308	Chr6D	1713832	1718371	+	1716101	1.0	0.999	collinear
gene:TraesCS6D02G005000	Chr6D	2269919	2272267	+	2271093	Chr6D	1718712	1721060	+	1719886	1.0	1.0	collinear
gene:TraesCS6D02G005100	Chr6D	2272280	2274449	+	2273364	Chr6D	1721073	1723242	+	1722157	1.0	1.0	collinear
gene:TraesCS6D02G005200	Chr6D	2274408	2279710	-	2277059	Chr6D	1723201	1728542	-	1725871	0.995	0.99	collinear
gene:TraesCS6D02G005300	Chr6D	2320839	2326861	-	2323850	Chr6D	1769234	1775252	-	1772243	0.999	0.998	collinear
gene:TraesCS6D02G005500	Chr6D	2354128	2357801	-	2355964	Chr6D	1802832	1806505	-	1804668	1.0	1.0	collinear
gene:TraesCS6D02G005600	Chr6D	2399592	2409297	+	2404444	Chr6D	1847528	1857233	+	1852380	1.0	1.0	collinear
gene:TraesCS6D02G005700	Chr6D	2439023	2439708	+	2439365	Chr6D	1886640	1887325	+	1886982	1.0	1.0	collinear
gene:TraesCS6D02G005800	Chr6D	2503017	2506202	-	2504609	Chr6D	1951303	1954488	-	1952895	1.0	1.0	collinear
gene:TraesCS6D02G005900	Chr6D	2517757	2519329	+	2518543	Chr6D	1965999	1967571	+	1966785	1.0	1.0	collinear
gene:TraesCS6D02G006000	Chr6D	2519385	2520575	+	2519980	Chr6D	1967627	1968817	+	1968222	1.0	1.0	collinear
gene:TraesCS6D02G006100	Chr6D	2617085	2618629	+	2617857	Chr6D	2065576	2067120	+	2066348	1.0	1.0	collinear
gene:TraesCS6D02G006200	Chr6D	2672960	2674495	-	2673727	Chr6D	2121449	2122981	-	2122215	0.997	0.997	collinear
gene:TraesCS6D02G006300	Chr6D	2817834	2820066	+	2818950	Chr6D	2266239	2268471	+	2267355	1.0	1.0	collinear
gene:TraesCS6D02G006400	Chr6D	2831900	2833094	+	2832497	Chr6D	2280305	2281499	+	2280902	1.0	1.0	collinear
gene:TraesCS6D02G006500	Chr6D	2855162	2872133	-	2863647	Chr6D	2303142	2320034	-	2311588	1.0	1.0	collinear
gene:TraesCS6D02G006600	Chr6D	2887251	2891221	+	2889236	Chr6D	2335155	2339125	+	2337140	1.0	1.0	collinear
gene:TraesCS6D02G006700	Chr6D	2896248	2898694	+	2897471	Chr6D	2344151	2346597	+	2345374	1.0	0.999	collinear
gene:TraesCS6D02G006900	Chr6D	2911306	2914246	+	2912776	Chr6D	2359209	2362149	+	2360679	1.0	1.0	collinear
gene:TraesCS6D02G007000	Chr6D	2919542	2921422	+	2920482	Chr6D	2367445	2369325	+	2368385	1.0	1.0	collinear
gene:TraesCS6D02G007100	Chr6D	2955577	2958340	-	2956958	Chr6D	2403125	2405888	-	2404506	1.0	1.0	collinear
gene:TraesCS6D02G007200	Chr6D	2980284	2993598	-	2986941	Chr6D	2428018	2441325	-	2434671	1.0	1.0	collinear
gene:TraesCS6D02G007300	Chr6D	3015087	3017855	-	3016471	Chr6D	2462455	2465223	-	2463839	1.0	1.0	collinear
gene:TraesCS6D02G007400	Chr6D	3024701	3026206	-	3025453	Chr6D	2472349	2473854	-	2473101	1.0	1.0	collinear
gene:TraesCS6D02G007500	Chr6D	3037396	3040207	-	3038801	Chr6D	2485068	2487879	-	2486473	1.0	1.0	collinear
gene:TraesCS6D02G007600	Chr6D	3046943	3052872	-	3049907	Chr6D	2494615	2500498	-	2497556	0.984	0.984	collinear
gene:TraesCS6D02G007700	Chr6D	3074482	3077022	-	3075752	Chr6D	2550774	2553314	-	2552044	1.0	1.0	collinear
gene:TraesCS6D02G007800	Chr6D	3141651	3143737	-	3142694	Chr6D	2617854	2619940	-	2618897	1.0	1.0	collinear
gene:TraesCS6D02G007900	Chr6D	3160181	3164060	+	3162120	Chr6D	2636463	2640206	+	2638334	1.0	1.0	collinear
gene:TraesCS6D02G008000	Chr6D	3272765	3277194	+	3274979	Chr6D	2748574	2753003	+	2750788	1.0	1.0	collinear
gene:TraesCS6D02G008100	Chr6D	3314820	3318351	+	3316585	Chr6D	2790509	2794039	+	2792274	1.0	1.0	collinear
gene:TraesCS6D02G008200	Chr6D	3344863	3347265	-	3346064	Chr6D	2820553	2822955	-	2821754	1.0	0.999	collinear
gene:TraesCS6D02G008300	Chr6D	3420603	3421512	-	3421057	Chr6D	2896972	2897881	-	2897426	1.0	1.0	collinear
gene:TraesCS6D02G008400	Chr6D	3445034	3445988	-	3445511	Chr6D	2921444	2922398	-	2921921	1.0	1.0	collinear
gene:TraesCS6D02G008500	Chr6D	3459498	3460459	-	3459978	Chr6D	2935907	2936868	-	2936387	1.0	1.0	collinear
gene:TraesCS6D02G008600	Chr6D	3462546	3463345	-	3462945	Chr6D	2938953	2939752	-	2939352	1.0	1.0	collinear
gene:TraesCS6D02G008700	Chr6D	3471206	3471568	-	3471387	Chr6D	2947470	2947832	-	2947651	1.0	1.0	collinear
gene:TraesCS6D02G008800	Chr6D	3475640	3476263	-	3475951	Chr6D	2951866	2952480	-	2952173	0.985	0.983	collinear
gene:TraesCS6D02G008900	Chr6D	3480867	3482759	-	3481813	Chr6D	2957084	2958976	-	2958030	1.0	1.0	collinear
gene:TraesCS6D02G009000	Chr6D	3488493	3491678	-	3490085	Chr6D	2984599	2987784	-	2986191	1.0	0.999	collinear
gene:TraesCS6D02G009100	Chr6D	3586682	3592585	+	3589633	Chr6D	3082788	3088693	+	3085740	1.0	1.0	collinear
gene:TraesCS6D02G009200	Chr6D	3596359	3597942	+	3597150	Chr6D	3092467	3094050	+	3093258	1.0	1.0	collinear
gene:TraesCS6D02G009300	Chr6D	3599914	3602757	-	3601335	Chr6D	3095939	3098782	-	3097360	1.0	1.0	collinear
gene:TraesCS6D02G009400	Chr6D	3606942	3607337	-	3607139	Chr6D	3102967	3103362	-	3103164	1.0	1.0	collinear
gene:TraesCS6D02G009500	Chr6D	3712832	3714865	+	3713848	Chr6D	4102046	4104079	-	4103062	1.0	1.0	collinear
gene:TraesCS6D02G009600	Chr6D	3725865	3728018	+	3726941	Chr6D	4089269	4091426	-	4090347	1.0	1.0	collinear
gene:TraesCS6D02G009700	Chr6D	3738920	3741139	+	3740029	Chr6D	4075866	4078085	-	4076975	1.0	1.0	collinear
gene:TraesCS6D02G009800	Chr6D	3815688	3818435	-	3817061	Chr6D	3999369	4002114	+	4000741	1.0	1.0	collinear
gene:TraesCS6D02G009900	Chr6D	3818514	3820884	-	3819699	Chr6D	3996920	3999290	+	3998105	1.0	1.0	collinear
gene:TraesCS6D02G010000	Chr6D	3833199	3837861	-	3835530	Chr6D	3979943	3984605	+	3982274	1.0	0.999	collinear
gene:TraesCS6D02G010100	Chr6D	3851841	3855843	+	3853842	Chr6D	3962100	3966100	-	3964100	1.0	1.0	collinear
gene:TraesCS6D02G010200	Chr6D	3888575	3913170	+	3900872	Chr6D	3905089	3929131	-	3917110	1.0	1.0	collinear
gene:TraesCS6D02G010300	Chr6D	3926181	3927525	+	3926853	Chr6D	3890734	3892078	-	3891406	1.0	1.0	collinear
gene:TraesCS6D02G010400	Chr6D	3932579	3933375	+	3932977	Chr6D	3884884	3885680	-	3885282	1.0	1.0	collinear
gene:TraesCS6D02G010500	Chr6D	3937281	3937682	+	3937481	Chr6D	3880888	3881289	-	3881088	1.0	0.995	collinear
gene:TraesCS6D02G010600	Chr6D	3977692	3982016	-	3979854	Chr6D	3839722	3843986	+	3841854	1.0	0.985	collinear
gene:TraesCS6D02G010700	Chr6D	3999621	4000817	-	4000219	Chr6D	3810007	3811197	+	3810602	0.994	0.974	collinear
gene:TraesCS6D02G010900	Chr6D	4208530	4211483	+	4210006	Chr6D	3682326	3685286	-	3683806	1.0	0.994	collinear
gene:TraesCS6D02G011000	Chr6D	4279920	4283685	-	4281802	Chr6D	3636248	3640015	+	3638131	0.998	0.99	collinear
gene:TraesCS6D02G011100	Chr6D	4290127	4290729	+	4290428	Chr6D	3628746	3629348	-	3629047	1.0	0.998	collinear
gene:TraesCS6D02G011200	Chr6D	4291453	4292310	+	4291881	Chr6D	3627165	3628022	-	3627593	1.0	1.0	collinear
gene:TraesCS6D02G011300	Chr6D	4292443	4294942	-	4293692	Chr6D	3624533	3627032	+	3625782	1.0	1.0	collinear
gene:TraesCS6D02G011400	Chr6D	4373061	4391029	+	4382045	Chr6D	3527496	3545751	-	3536623	1.0	1.0	collinear
gene:TraesCS6D02G011500	Chr6D	4403984	4411139	+	4407561	Chr6D	3506931	3514086	-	3510508	1.0	1.0	collinear
gene:TraesCS6D02G011600	Chr6D	4517315	4521435	+	4519375	Chr6D	3397989	3402103	-	3400046	1.0	1.0	collinear
gene:TraesCS6D02G011700	Chr6D	4629188	4635636	+	4632412	Chr6D	3284800	3291247	-	3288023	1.0	1.0	collinear
gene:TraesCS6D02G011800	Chr6D	4646869	4648398	+	4647633	Chr6D	3272175	3273704	-	3272939	1.0	1.0	collinear
gene:TraesCS6D02G011900	Chr6D	4677193	4678250	-	4677721	Chr6D	3242551	3243608	+	3243079	1.0	1.0	collinear
gene:TraesCS6D02G012000	Chr6D	4697985	4701213	+	4699599	Chr6D	3219614	3222816	-	3221215	1.0	1.0	collinear
gene:TraesCS6D02G012100	Chr6D	4720370	4722721	-	4721545	Chr6D	4141680	4144031	-	4142855	1.0	1.0	collinear
gene:TraesCS6D02G012200	Chr6D	4773457	4775769	-	4774613	Chr6D	4194893	4197205	-	4196049	1.0	1.0	collinear
