gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS7A02G013200	Chr7A	5795181	5796294	+	5795737	Chr7A	12809627	12810740	-	12810183	1.0	0.991	rearrangement:Chr7A_block1
gene:TraesCS7A02G013300	Chr7A	5910601	5911795	+	5911198	Chr7A	12544795	12545989	+	12545392	1.0	0.996	rearrangement:Chr7A_block1
gene:TraesCS7A02G013400	Chr7A	6096469	6102394	+	6099431	Chr7A	12506578	12512537	-	12509557	1.0	0.976	rearrangement:Chr7A_block1
gene:TraesCS7A02G013500	Chr7A	6132433	6133554	-	6132993	Chr7A	12485657	12486779	+	12486218	1.0	0.978	rearrangement:Chr7A_block1
gene:TraesCS7A02G013700	Chr7A	6297519	6300866	+	6299192	Chr7A	12403650	12406994	-	12405322	0.998	0.984	rearrangement:Chr7A_block1
gene:TraesCS7A02G014000	Chr7A	6325342	6328861	-	6327101	Chr7A	12366360	12369879	+	12368119	1.0	0.995	rearrangement:Chr7A_block1
gene:TraesCS7A02G014100	Chr7A	6330481	6333318	+	6331899	Chr7A	12361892	12364738	-	12363315	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A02G014200	Chr7A	6334277	6338101	-	6336189	Chr7A	12357121	12360933	+	12359027	0.994	0.985	rearrangement:Chr7A_block1
gene:TraesCS7A02G014600	Chr7A	6495347	6500530	-	6497938	Chr7A	12244073	12249236	+	12246654	0.994	0.987	rearrangement:Chr7A_block1
gene:TraesCS7A02G014700	Chr7A	6503047	6509696	+	6506371	Chr7A	12236595	12242932	-	12239763	0.996	0.952	rearrangement:Chr7A_block1
gene:TraesCS7A02G015000	Chr7A	6535850	6544814	-	6540332	Chr7A	12160234	12169338	+	12164786	0.993	0.98	rearrangement:Chr7A_block1
gene:TraesCS7A02G015100	Chr7A	6595334	6598800	+	6597067	Chr7A	12100519	12107086	-	12103802	1.0	0.983	rearrangement:Chr7A_block1
gene:TraesCS7A02G015700	Chr7A	6755752	6756326	+	6756039	Chr7A	11889684	11890259	-	11889971	0.985	0.985	rearrangement:Chr7A_block1
gene:TraesCS7A02G015800	Chr7A	6768806	6776212	+	6772509	Chr7A	11875951	11878651	-	11877301	1.0	0.982	rearrangement:Chr7A_block1
gene:TraesCS7A02G015900	Chr7A	6802504	6803997	+	6803250	Chr7A	11855674	11857179	-	11856426	0.997	0.966	rearrangement:Chr7A_block1
gene:TraesCS7A02G016000	Chr7A	6845713	6849482	-	6847597	Chr7A	11840184	11843751	+	11841967	1.0	0.984	rearrangement:Chr7A_block1
gene:TraesCS7A02G016100	Chr7A	6863811	6867372	+	6865591	Chr7A	11802846	11806405	-	11804625	1.0	0.979	rearrangement:Chr7A_block1
gene:TraesCS7A02G016200	Chr7A	6882679	6884497	+	6883588	Chr7A	11780378	11782182	-	11781280	0.992	0.954	rearrangement:Chr7A_block1
gene:TraesCS7A02G016724	Chr7A	7317980	7328538	-	7323259	Chr7A	11427337	11435003	+	11431170	0.979	0.968	rearrangement:Chr7A_block1
gene:TraesCS7A02G017300	Chr7A	7521990	7524667	+	7523328	Chr7A	11137492	11140137	-	11138814	1.0	0.953	rearrangement:Chr7A_block1
gene:TraesCS7A02G017400	Chr7A	7583834	7586155	-	7584994	Chr7A	11093692	11095998	+	11094845	0.989	0.986	rearrangement:Chr7A_block1
