gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS6B02G010000	Chr6B	6166197	6168942	-	6167569	Chr6B	1112251	1115041	+	1113646	0.984	0.933	rearrangement:Chr6B_block1
gene:TraesCS6B02G010100	Chr6B	6193997	6195368	-	6194682	Chr6B	1008861	1010231	+	1009546	0.997	0.973	rearrangement:Chr6B_block1
gene:TraesCS6B02G010200	Chr6B	6196020	6197612	+	6196816	Chr6B	1006570	1008145	-	1007357	0.989	0.969	rearrangement:Chr6B_block1
gene:TraesCS6B02G010400	Chr6B	6219689	6225495	-	6222592	Chr6B	997541	1003180	+	1000360	0.999	0.994	rearrangement:Chr6B_block1
gene:TraesCS6B02G010500	Chr6B	6269353	6271813	-	6270583	Chr6B	951098	953558	+	952328	1.0	0.998	rearrangement:Chr6B_block1
gene:TraesCS6B02G010600	Chr6B	6337591	6344270	+	6340930	Chr6B	877992	884671	-	881331	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G010700	Chr6B	6509869	6510250	+	6510059	Chr6B	711347	711728	-	711537	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G010800	Chr6B	6511804	6516693	+	6514248	Chr6B	704904	709793	-	707348	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G010900	Chr6B	6537247	6541509	+	6539378	Chr6B	680089	684351	-	682220	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G011000	Chr6B	6602494	6606071	+	6604282	Chr6B	615434	619011	-	617222	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G011100	Chr6B	6628271	6630588	-	6629429	Chr6B	590824	593141	+	591982	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G011200	Chr6B	6681104	6683155	-	6682129	Chr6B	538938	540989	+	539963	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G011300	Chr6B	6785886	6786554	-	6786220	Chr6B	428349	429017	+	428683	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G011400	Chr6B	6789213	6790062	-	6789637	Chr6B	424840	425689	+	425264	1.0	0.996	rearrangement:Chr6B_block1
gene:TraesCS6B02G011500	Chr6B	6801204	6802304	-	6801754	Chr6B	413340	414440	+	413890	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G011600	Chr6B	6814323	6815710	-	6815016	Chr6B	399752	401139	+	400445	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G011700	Chr6B	6833607	6834239	-	6833923	Chr6B	380860	381492	+	381176	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G011800	Chr6B	6848477	6853318	+	6850897	Chr6B	361974	366815	-	364394	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G011900	Chr6B	6866682	6869319	+	6868000	Chr6B	345676	348313	-	346994	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G219700	Chr6B	309684907	309688875	+	309686891	Chr6B	293853176	293857351	-	293855263	1.0	1.0	rearrangement:Chr6B_block3
gene:TraesCS6B02G219800	Chr6B	309748760	309755673	-	309752216	Chr6B	293786539	293793229	+	293789884	1.0	0.992	rearrangement:Chr6B_block3
gene:TraesCS6B02G219900	Chr6B	309801062	309802974	-	309802018	Chr6B	293739292	293741204	+	293740248	1.0	0.998	rearrangement:Chr6B_block3
gene:TraesCS6B02G220000	Chr6B	310352963	310358639	+	310355801	Chr6B	293194555	293200163	-	293197359	1.0	0.999	rearrangement:Chr6B_block3
gene:TraesCS6B02G220100	Chr6B	311353212	311354865	+	311354038	Chr6B	292286908	292288557	-	292287732	0.996	0.994	rearrangement:Chr6B_block3
gene:TraesCS6B02G220200	Chr6B	311544397	311554621	-	311549509	Chr6B	292087575	292097782	+	292092678	1.0	1.0	rearrangement:Chr6B_block3
gene:TraesCS6B02G220300	Chr6B	313150513	313165965	+	313158239	Chr6B	290438548	290453817	-	290446182	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G220400	Chr6B	314110084	314111094	-	314110589	Chr6B	289479616	289480626	+	289480121	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B02G220500	Chr6B	314292683	314293231	-	314292957	Chr6B	289302263	289302811	+	289302537	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G220600	Chr6B	314547175	314592249	-	314569712	Chr6B	288992559	289037389	+	289014974	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B02G220700	Chr6B	315274787	315279198	-	315276992	Chr6B	288295656	288300065	+	288297860	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G220900	Chr6B	315650598	315653724	+	315652161	Chr6B	287923026	287926152	-	287924589	1.0	0.998	rearrangement:Chr6B_block2
