gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS4D02G003800	Chr4D	1640555	1645983	-	1643269	Chr4D	707265	712492	+	709878	1.0	0.999	collinear
gene:TraesCS4D02G003900	Chr4D	1665727	1668294	+	1667010	Chr4D	684648	687215	-	685931	1.0	1.0	collinear
gene:TraesCS4D02G004000	Chr4D	1704075	1708862	-	1706468	Chr4D	644208	648995	+	646601	1.0	1.0	collinear
gene:TraesCS4D02G004200	Chr4D	1871232	1878072	+	1874652	Chr4D	523932	530772	-	527352	1.0	0.999	collinear
gene:TraesCS4D02G004300	Chr4D	1994174	1998323	+	1996248	Chr4D	1167516	1171665	+	1169590	1.0	0.999	collinear
gene:TraesCS4D02G004400	Chr4D	2020228	2021352	-	2020790	Chr4D	1193351	1194475	-	1193913	1.0	1.0	collinear
gene:TraesCS4D02G004500	Chr4D	2070985	2071635	+	2071310	Chr4D	1242960	1243610	+	1243285	1.0	1.0	collinear
gene:TraesCS4D02G004600	Chr4D	2073663	2074094	-	2073878	Chr4D	1245638	1246069	-	1245853	1.0	1.0	collinear
gene:TraesCS4D02G004700	Chr4D	2110151	2112584	+	2111367	Chr4D	1278475	1280908	+	1279691	1.0	0.999	collinear
gene:TraesCS4D02G004800	Chr4D	2769470	2770229	-	2769849	Chr4D	1419405	1420164	+	1419784	1.0	1.0	collinear
gene:TraesCS4D02G004900	Chr4D	2804895	2805647	+	2805271	Chr4D	1383939	1384691	-	1384315	1.0	1.0	collinear
gene:TraesCS4D02G005000	Chr4D	2955007	2958460	+	2956733	Chr4D	1069817	1073270	+	1071543	1.0	1.0	collinear
gene:TraesCS4D02G005100	Chr4D	2990063	3000709	+	2995386	Chr4D	1104634	1115815	+	1110224	1.0	1.0	collinear
gene:TraesCS4D02G005900	Chr4D	3332808	3336931	+	3334869	Chr4D	1953249	1957372	+	1955310	1.0	1.0	collinear
gene:TraesCS4D02G006000	Chr4D	3341090	3348892	-	3344991	Chr4D	1961531	1969333	-	1965432	1.0	0.999	collinear
