gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS1A02G000100	Chr1A	40098	70338	-	55218	Chr1A	23429	66252	-	44840	0.999	0.976	collinear
gene:TraesCS1A02G000200	Chr1A	70239	89245	+	79742	Chr1A	66153	85411	+	75782	1.0	0.998	collinear
gene:TraesCS1A02G000300	Chr1A	95906	104903	+	100404	Chr1A	24159	32959	+	28559	1.0	0.963	collinear
gene:TraesCS1A02G000400	Chr1A	102794	122504	+	112649	Chr1A	7782	25898	+	16840	0.999	0.943	collinear
gene:TraesCS1A02G000500	Chr1A	149490	154559	-	152024	Chr1A	146324	151392	-	148858	1.0	0.997	collinear
gene:TraesCS1A02G000600	Chr1A	162313	162609	+	162461	Chr1A	159146	159442	+	159294	1.0	1.0	collinear
gene:TraesCS1A02G000700	Chr1A	169592	169969	-	169780	Chr1A	165947	166324	-	166135	1.0	1.0	collinear
gene:TraesCS1A02G000800	Chr1A	180175	180552	-	180363	Chr1A	176339	176716	-	176527	1.0	0.992	collinear
gene:TraesCS1A02G000900	Chr1A	233818	245051	+	239434	Chr1A	239195	242040	+	240617	0.952	0.951	collinear
gene:TraesCS1A02G001000	Chr1A	270605	272936	-	271770	Chr1A	266896	269227	-	268061	1.0	0.999	collinear
gene:TraesCS1A02G001100	Chr1A	269472	289602	-	279537	Chr1A	265763	285709	-	275736	1.0	0.999	collinear
gene:TraesCS1A02G001200	Chr1A	287697	287957	+	287827	Chr1A	283804	284064	+	283934	1.0	1.0	collinear
gene:TraesCS1A02G001300	Chr1A	297266	297652	+	297459	Chr1A	293381	293767	+	293574	1.0	1.0	collinear
gene:TraesCS1A02G001400	Chr1A	294611	305428	-	300019	Chr1A	248180	258832	+	253506	0.992	0.962	collinear
gene:TraesCS1A02G001500	Chr1A	326099	326518	+	326308	Chr1A	320851	321270	+	321060	1.0	1.0	collinear
gene:TraesCS1A02G001600	Chr1A	337960	338256	+	338108	Chr1A	332539	332835	+	332687	1.0	0.996	collinear
gene:TraesCS1A02G001700	Chr1A	403455	403751	+	403603	Chr1A	395910	396206	+	396058	1.0	1.0	collinear
gene:TraesCS1A02G001800	Chr1A	1144333	1145934	+	1145133	Chr1A	1129014	1130615	+	1129814	1.0	1.0	collinear
gene:TraesCS1A02G001900	Chr1A	1159194	1162830	-	1161012	Chr1A	1144152	1147788	-	1145970	1.0	1.0	collinear
gene:TraesCS1A02G002000	Chr1A	1163485	1167878	-	1165681	Chr1A	1148443	1152836	-	1150639	1.0	1.0	collinear
gene:TraesCS1A02G002100	Chr1A	1170356	1177383	+	1173869	Chr1A	1155042	1162034	+	1158538	0.987	0.987	collinear
gene:TraesCS1A02G002200	Chr1A	1188844	1190864	+	1189854	Chr1A	1173293	1175313	+	1174303	1.0	1.0	collinear
gene:TraesCS1A02G002300	Chr1A	1209721	1212812	-	1211266	Chr1A	1193594	1196685	-	1195139	1.0	1.0	collinear
gene:TraesCS1A02G002400	Chr1A	1228914	1229339	-	1229126	Chr1A	1212546	1212971	-	1212758	1.0	1.0	collinear
gene:TraesCS1A02G002500	Chr1A	1232354	1238469	-	1235411	Chr1A	1215986	1222132	-	1219059	0.999	0.991	collinear
gene:TraesCS1A02G002700	Chr1A	1336841	1348326	-	1342583	Chr1A	1320573	1332065	-	1326319	1.0	1.0	collinear
gene:TraesCS1A02G002800	Chr1A	1565963	1567220	-	1566591	Chr1A	1540893	1542150	-	1541521	1.0	0.996	collinear
gene:TraesCS1A02G003200	Chr1A	1721421	1734947	+	1728184	Chr1A	6323440	6336966	-	6330203	1.0	1.0	collinear
gene:TraesCS1A02G003300	Chr1A	1792119	1815634	+	1803876	Chr1A	6242743	6266176	-	6254459	1.0	0.999	collinear
gene:TraesCS1A02G003400	Chr1A	2161814	2163439	-	2162626	Chr1A	5897848	5899473	+	5898660	1.0	1.0	collinear
gene:TraesCS1A02G003500	Chr1A	2184957	2185397	-	2185177	Chr1A	5876069	5876509	+	5876289	1.0	1.0	collinear
gene:TraesCS1A02G003546	Chr1A	2200978	2203830	+	2202404	Chr1A	5857651	5860503	-	5859077	1.0	1.0	collinear
gene:TraesCS1A02G003600	Chr1A	2229188	2236819	-	2233003	Chr1A	5824492	5832227	+	5828359	1.0	1.0	collinear
gene:TraesCS1A02G003700	Chr1A	2291887	2292891	+	2292389	Chr1A	5768254	5769258	-	5768756	1.0	0.998	collinear
gene:TraesCS1A02G003800	Chr1A	2377713	2379143	-	2378428	Chr1A	5682241	5683671	+	5682956	1.0	1.0	collinear
gene:TraesCS1A02G003900	Chr1A	2391500	2393497	+	2392498	Chr1A	5667987	5669984	-	5668985	1.0	0.999	collinear
gene:TraesCS1A02G004000	Chr1A	2437843	2441540	-	2439691	Chr1A	5620527	5624224	+	5622375	1.0	1.0	collinear
gene:TraesCS1A02G004100	Chr1A	2474575	2481205	+	2477890	Chr1A	5580867	5587497	-	5584182	1.0	0.999	collinear
gene:TraesCS1A02G004126	Chr1A	2490452	2519369	+	2504910	Chr1A	5541752	5571422	-	5556587	0.968	0.909	collinear
gene:TraesCS1A02G004200	Chr1A	2540491	2540958	-	2540724	Chr1A	5520157	5520624	+	5520390	1.0	1.0	collinear
gene:TraesCS1A02G004300	Chr1A	2550647	2569820	+	2560233	Chr1A	5491324	5510125	-	5500724	1.0	1.0	collinear
gene:TraesCS1A02G004400	Chr1A	2642460	2648016	-	2645238	Chr1A	5412864	5418420	+	5415642	1.0	1.0	collinear
gene:TraesCS1A02G004500	Chr1A	2661957	2667052	-	2664504	Chr1A	5393828	5398923	+	5396375	1.0	1.0	collinear
gene:TraesCS1A02G004600	Chr1A	2837094	2843854	-	2840474	Chr1A	5224778	5231538	+	5228158	1.0	1.0	collinear
gene:TraesCS1A02G004700	Chr1A	2847902	2850951	+	2849426	Chr1A	5217681	5220730	-	5219205	1.0	1.0	collinear
gene:TraesCS1A02G004800	Chr1A	2934676	2938176	+	2936426	Chr1A	5083580	5087080	-	5085330	1.0	0.999	collinear
gene:TraesCS1A02G004900	Chr1A	2942044	2945027	+	2943535	Chr1A	5076728	5079712	-	5078220	1.0	1.0	collinear
gene:TraesCS1A02G005000	Chr1A	2975187	2976767	+	2975977	Chr1A	5042351	5043931	-	5043141	1.0	1.0	collinear
gene:TraesCS1A02G005100	Chr1A	2978903	2981121	-	2980012	Chr1A	5037997	5040215	+	5039106	1.0	1.0	collinear
gene:TraesCS1A02G005200	Chr1A	2982629	2986266	+	2984447	Chr1A	5032852	5036489	-	5034670	1.0	1.0	collinear
gene:TraesCS1A02G005400	Chr1A	3117194	3118502	+	3117848	Chr1A	4885539	4886847	-	4886193	1.0	0.997	collinear
gene:TraesCS1A02G005500	Chr1A	3119378	3122276	-	3120827	Chr1A	4881738	4884663	+	4883200	0.992	0.967	collinear
gene:TraesCS1A02G005600	Chr1A	3255618	3262577	-	3259097	Chr1A	4763768	4771797	+	4767782	0.941	0.933	collinear
gene:TraesCS1A02G005700	Chr1A	3377838	3383699	+	3380768	Chr1A	4610005	4616073	-	4613039	0.992	0.985	collinear
gene:TraesCS1A02G005800	Chr1A	3386287	3391808	-	3389047	Chr1A	4601909	4607418	+	4604663	1.0	0.997	collinear
gene:TraesCS1A02G005900	Chr1A	3446931	3450200	+	3448565	Chr1A	4552129	4555398	-	4553763	1.0	1.0	collinear
gene:TraesCS1A02G006000	Chr1A	3451854	3454772	-	3453313	Chr1A	4547557	4550475	+	4549016	1.0	1.0	collinear
gene:TraesCS1A02G006100	Chr1A	3462554	3465581	-	3464067	Chr1A	4536748	4539775	+	4538261	1.0	1.0	collinear
gene:TraesCS1A02G006200	Chr1A	3488355	3491814	-	3490084	Chr1A	4510680	4514139	+	4512409	1.0	1.0	collinear
gene:TraesCS1A02G006300	Chr1A	3500137	3503929	-	3502033	Chr1A	4498544	4502336	+	4500440	1.0	1.0	collinear
gene:TraesCS1A02G006400	Chr1A	3531339	3532796	-	3532067	Chr1A	4469623	4471080	+	4470351	1.0	1.0	collinear
gene:TraesCS1A02G006500	Chr1A	3579010	3582502	-	3580756	Chr1A	4420300	4423792	+	4422046	1.0	1.0	collinear
gene:TraesCS1A02G006700	Chr1A	3614659	3618613	-	3616636	Chr1A	4384556	4388510	+	4386533	1.0	1.0	collinear
gene:TraesCS1A02G006800	Chr1A	3653512	3657388	-	3655450	Chr1A	4345736	4349994	+	4347865	1.0	0.908	collinear
