gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS3B02G000100	Chr3B	212892	214491	-	213691	Chr3B	6817328	6818927	-	6818127	1.0	1.0	collinear
gene:TraesCS3B02G000200	Chr3B	218045	222328	+	220186	Chr3B	6822513	6826796	+	6824654	1.0	1.0	collinear
gene:TraesCS3B02G000300	Chr3B	264854	267987	+	266420	Chr3B	6869571	6872704	+	6871137	1.0	0.999	collinear
gene:TraesCS3B02G000500	Chr3B	369389	373754	-	371571	Chr3B	7016018	7020388	-	7018203	0.994	0.99	collinear
gene:TraesCS3B02G000600	Chr3B	662656	666514	+	664585	Chr3B	7274750	7278680	+	7276715	0.999	0.982	collinear
gene:TraesCS3B02G000700	Chr3B	981835	986933	+	984384	Chr3B	7608014	7612964	+	7610489	0.977	0.925	collinear
gene:TraesCS3B02G001400	Chr3B	1462802	1463784	-	1463293	Chr3B	8300150	8301135	-	8300642	1.0	0.991	collinear
gene:TraesCS3B02G001500	Chr3B	1480388	1481723	-	1481055	Chr3B	8303879	8305210	-	8304544	0.997	0.994	collinear
gene:TraesCS3B02G001600	Chr3B	1586221	1588812	+	1587516	Chr3B	8430230	8432779	+	8431504	0.972	0.944	collinear
gene:TraesCS3B02G001700	Chr3B	1610969	1611570	+	1611269	Chr3B	8455029	8455576	+	8455302	1.0	0.973	collinear
gene:TraesCS3B02G001800	Chr3B	1612815	1613508	-	1613161	Chr3B	8456810	8457503	-	8457156	1.0	0.989	collinear
gene:TraesCS3B02G001900	Chr3B	1616559	1618398	-	1617478	Chr3B	8460546	8462411	-	8461478	0.994	0.974	collinear
gene:TraesCS3B02G002000	Chr3B	1783888	1789415	+	1786651	Chr3B	8606852	8612366	+	8609609	1.0	0.997	collinear
gene:TraesCS3B02G016600	Chr3B	6945399	6945875	+	6945637	Chr3B	13681987	13682463	-	13682225	1.0	1.0	collinear
gene:TraesCS3B02G016700	Chr3B	6951445	6952122	+	6951783	Chr3B	13675682	13676359	-	13676020	1.0	1.0	collinear
gene:TraesCS3B02G016800	Chr3B	6956995	6958436	+	6957715	Chr3B	13668510	13669952	-	13669231	1.0	0.997	collinear
gene:TraesCS3B02G016900	Chr3B	6961765	6963273	-	6962519	Chr3B	13663672	13665180	+	13664426	1.0	0.993	collinear
gene:TraesCS3B02G017000	Chr3B	6966996	6968352	+	6967674	Chr3B	13658593	13659949	-	13659271	1.0	0.995	collinear
gene:TraesCS3B02G017100	Chr3B	7063270	7069210	-	7066240	Chr3B	13500460	13506403	+	13503431	0.999	0.995	collinear
gene:TraesCS3B02G017200	Chr3B	7073390	7077378	+	7075384	Chr3B	13491897	13495884	-	13493890	0.999	0.995	collinear
gene:TraesCS3B02G017300	Chr3B	7181115	7184815	+	7182965	Chr3B	13377302	13381001	-	13379151	1.0	0.995	collinear
gene:TraesCS3B02G017400	Chr3B	7186251	7187167	-	7186709	Chr3B	13374953	13375869	+	13375411	1.0	0.994	collinear
gene:TraesCS3B02G017500	Chr3B	7187456	7191390	-	7189423	Chr3B	13370730	13374664	+	13372697	1.0	0.997	collinear
gene:TraesCS3B02G017700	Chr3B	7333726	7334256	+	7333991	Chr3B	13139093	13139640	-	13139366	0.986	0.917	collinear
gene:TraesCS3B02G017900	Chr3B	7375918	7376883	-	7376400	Chr3B	12910366	12911330	+	12910848	0.991	0.932	collinear
gene:TraesCS3B02G018000	Chr3B	7382432	7384642	-	7383537	Chr3B	12901299	12903488	+	12902393	1.0	0.971	collinear
gene:TraesCS3B02G018100	Chr3B	7481916	7490063	-	7485989	Chr3B	12806720	12814897	+	12810808	1.0	0.995	collinear
gene:TraesCS3B02G018200	Chr3B	7594451	7597855	-	7596153	Chr3B	12716047	12719447	+	12717747	0.997	0.992	collinear
gene:TraesCS3B02G018300	Chr3B	7598907	7600882	+	7599894	Chr3B	12713019	12714994	-	12714006	1.0	0.995	collinear
gene:TraesCS3B02G018400	Chr3B	7603365	7606088	+	7604726	Chr3B	12707842	12710567	-	12709204	1.0	0.995	collinear
gene:TraesCS3B02G018500	Chr3B	7607769	7611311	+	7609540	Chr3B	12702538	12706103	-	12704320	0.998	0.995	collinear
gene:TraesCS3B02G018600	Chr3B	7611649	7614877	-	7613263	Chr3B	12699108	12702200	+	12700654	1.0	0.995	collinear
gene:TraesCS3B02G018700	Chr3B	8004562	8004912	-	8004737	Chr3B	14117601	14117951	-	14117776	1.0	0.985	collinear
gene:TraesCS3B02G018800	Chr3B	8024553	8030703	+	8027628	Chr3B	14142726	14148863	+	14145794	0.988	0.982	collinear
gene:TraesCS3B02G018900	Chr3B	8034719	8036058	+	8035388	Chr3B	14161284	14162622	+	14161953	0.999	0.993	collinear
gene:TraesCS3B02G019000	Chr3B	8039955	8043362	+	8041658	Chr3B	14167815	14171234	+	14169524	1.0	0.978	collinear
gene:TraesCS3B02G019200	Chr3B	8129928	8133466	+	8131697	Chr3B	14227155	14230675	+	14228915	0.98	0.929	collinear
gene:TraesCS3B02G019300	Chr3B	8133504	8137586	-	8135545	Chr3B	14230713	14234762	-	14232737	0.98	0.964	collinear
gene:TraesCS3B02G019500	Chr3B	8339237	8346552	+	8342894	Chr3B	14248382	14255492	+	14251937	0.996	0.995	collinear
gene:TraesCS3B02G019800	Chr3B	8512071	8513081	+	8512576	Chr3B	14442210	14443218	+	14442714	0.996	0.977	collinear
gene:TraesCS3B02G019900	Chr3B	8526623	8529426	+	8528024	Chr3B	14467845	14470622	+	14469233	0.979	0.973	collinear
gene:TraesCS3B02G020000	Chr3B	8539220	8542107	-	8540663	Chr3B	14480437	14484366	-	14482401	1.0	0.991	collinear
gene:TraesCS3B02G020100	Chr3B	8633795	8635033	-	8634414	Chr3B	14592674	14593912	-	14593293	1.0	0.997	collinear
gene:TraesCS3B02G020200	Chr3B	8643329	8646420	-	8644874	Chr3B	14604651	14607569	-	14606110	0.942	0.941	collinear
gene:TraesCS3B02G020300	Chr3B	8684815	8687011	-	8685913	Chr3B	14655053	14657249	-	14656151	1.0	0.997	collinear
gene:TraesCS3B02G020400	Chr3B	8733389	8737836	+	8735612	Chr3B	14676635	14681681	+	14679158	0.99	0.965	collinear
gene:TraesCS3B02G020700	Chr3B	8792815	8794132	+	8793473	Chr3B	14743004	14744319	+	14743661	0.989	0.941	collinear
gene:TraesCS3B02G020900	Chr3B	8800886	8801737	-	8801311	Chr3B	14752301	14753155	-	14752728	1.0	0.969	collinear
gene:TraesCS3B02G021000	Chr3B	8804356	8812022	+	8808189	Chr3B	14768210	14776801	+	14772505	0.999	0.979	collinear
gene:TraesCS3B02G021100	Chr3B	8812942	8814417	+	8813679	Chr3B	14777691	14779176	+	14778433	1.0	0.953	collinear
gene:TraesCS3B02G021400	Chr3B	9090142	9094049	+	9092095	Chr3B	15230058	15233969	+	15232013	1.0	0.998	collinear
gene:TraesCS3B02G021600	Chr3B	9165564	9177438	-	9171501	Chr3B	15296909	15308633	-	15302771	0.997	0.996	collinear
gene:TraesCS3B02G021900	Chr3B	9396614	9400783	+	9398698	Chr3B	15503398	15507569	+	15505483	1.0	0.998	collinear
gene:TraesCS3B02G022000	Chr3B	9404342	9408751	+	9406546	Chr3B	15510825	15515246	+	15513035	1.0	0.994	collinear
gene:TraesCS3B02G022100	Chr3B	9417779	9420607	-	9419193	Chr3B	15524271	15527099	-	15525685	1.0	0.996	collinear
gene:TraesCS3B02G022200	Chr3B	9427199	9427495	-	9427347	Chr3B	15532094	15532390	-	15532242	0.989	0.97	collinear
gene:TraesCS3B02G022300	Chr3B	9439165	9442301	+	9440733	Chr3B	15551296	15554465	+	15552880	0.99	0.957	collinear
gene:TraesCS3B02G022500	Chr3B	9776149	9782832	+	9779490	Chr3B	15562824	15570046	+	15566435	0.997	0.956	collinear
gene:TraesCS3B02G022900	Chr3B	9913916	9917749	+	9915832	Chr3B	15647013	15652403	+	15649708	0.999	0.967	collinear
gene:TraesCS3B02G023000	Chr3B	9922993	9923391	-	9923192	Chr3B	15657823	15658221	-	15658022	1.0	0.994	collinear
gene:TraesCS3B02G023100	Chr3B	9930559	9931345	-	9930952	Chr3B	15665505	15666291	-	15665898	1.0	1.0	collinear
gene:TraesCS3B02G023200	Chr3B	9931500	9939414	-	9935457	Chr3B	15666446	15674360	-	15670403	1.0	1.0	collinear
gene:TraesCS3B02G023300	Chr3B	10013879	10014906	+	10014392	Chr3B	15743628	15744655	+	15744141	1.0	1.0	collinear
gene:TraesCS3B02G023400	Chr3B	10045662	10048767	+	10047214	Chr3B	15775539	15778644	+	15777091	1.0	1.0	collinear
gene:TraesCS3B02G023500	Chr3B	10050287	10051117	-	10050702	Chr3B	15780164	15780994	-	15780579	1.0	1.0	collinear
gene:TraesCS3B02G023600	Chr3B	10170580	10175005	+	10172792	Chr3B	15899674	15904098	+	15901886	1.0	1.0	collinear
gene:TraesCS3B02G023700	Chr3B	10198656	10202090	-	10200373	Chr3B	15927748	15931182	-	15929465	1.0	1.0	collinear
gene:TraesCS3B02G023800	Chr3B	10221325	10222509	+	10221917	Chr3B	15950383	15951567	+	15950975	1.0	1.0	collinear
gene:TraesCS3B02G023900	Chr3B	10231065	10234756	+	10232910	Chr3B	15960125	15963816	+	15961970	1.0	1.0	collinear
gene:TraesCS3B02G024000	Chr3B	10248796	10251587	-	10250191	Chr3B	15978395	15981186	-	15979790	1.0	1.0	collinear
gene:TraesCS3B02G024100	Chr3B	10301553	10309014	-	10305283	Chr3B	16031955	16039416	-	16035685	1.0	0.999	collinear
gene:TraesCS3B02G024200	Chr3B	10325132	10343880	-	10334506	Chr3B	16055756	16074590	-	16065173	1.0	0.999	collinear
