gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS2A02G229100	Chr2A	257780342	257782341	+	257781341	Chr2A	256130525	256132528	-	256131526	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G229200	Chr2A	257853862	257854862	+	257854362	Chr2A	256050331	256051330	-	256050830	0.998	0.993	rearrangement:Chr2A_block1
gene:TraesCS2A02G229300	Chr2A	257854746	257882447	-	257868596	Chr2A	256023323	256050447	+	256036885	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G229400	Chr2A	258345594	258361280	-	258353437	Chr2A	255531612	255547299	+	255539455	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G229500	Chr2A	260548158	260549304	+	260548731	Chr2A	253261920	253263066	-	253262493	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G229600	Chr2A	261172024	261184591	-	261178307	Chr2A	252596525	252608962	+	252602743	0.999	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G229800	Chr2A	262039521	262040567	-	262040044	Chr2A	251724080	251725126	+	251724603	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G229900	Chr2A	262117287	262118772	-	262118029	Chr2A	251646380	251647865	+	251647122	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230000	Chr2A	262160820	262170997	-	262165908	Chr2A	251590842	251606098	+	251598470	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230100	Chr2A	262573269	262577316	+	262575292	Chr2A	251165758	251169805	-	251167781	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230200	Chr2A	262577875	262581256	-	262579565	Chr2A	251161818	251165199	+	251163508	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230400	Chr2A	265273670	265275471	-	265274570	Chr2A	249964916	249966717	+	249965816	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230500	Chr2A	265332236	265332517	+	265332376	Chr2A	249920161	249920442	-	249920301	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A02G230600	Chr2A	266906809	266907210	-	266907009	Chr2A	248198596	248198997	+	248198796	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G230700	Chr2A	267884761	267896324	-	267890542	Chr2A	247210143	247221713	+	247215928	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G230800	Chr2A	267981192	267982130	+	267981661	Chr2A	247116329	247117267	-	247116798	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230900	Chr2A	268558751	268560646	-	268559698	Chr2A	246537574	246539469	+	246538521	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G231000	Chr2A	268985970	268995536	+	268990753	Chr2A	246106659	246116223	-	246111441	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G231100	Chr2A	269267246	269268081	-	269267663	Chr2A	245804072	245804907	+	245804489	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G231200	Chr2A	270290708	270299576	-	270295142	Chr2A	244841694	244850559	+	244846126	1.0	0.995	rearrangement:Chr2A_block1
gene:TraesCS2A02G231300	Chr2A	270464249	270470226	+	270467237	Chr2A	244656326	244662224	-	244659275	0.929	0.927	rearrangement:Chr2A_block1
gene:TraesCS2A02G231400	Chr2A	271879174	271881476	-	271880325	Chr2A	243081557	243083859	+	243082708	1.0	0.992	rearrangement:Chr2A_block1
gene:TraesCS2A02G231500	Chr2A	271893131	271909842	+	271901486	Chr2A	243053832	243070288	-	243062060	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G231600	Chr2A	271909726	271912201	-	271910963	Chr2A	243051454	243053948	+	243052701	0.999	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G231700	Chr2A	272926478	272929988	-	272928233	Chr2A	241964138	241967643	+	241965890	1.0	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A02G231800	Chr2A	273047719	273049603	+	273048661	Chr2A	241832288	241834172	-	241833230	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G231900	Chr2A	273287626	273302359	-	273294992	Chr2A	241561023	241575671	+	241568347	0.996	0.995	rearrangement:Chr2A_block1
gene:TraesCS2A02G232000	Chr2A	275352218	275352580	+	275352399	Chr2A	239528530	239528892	-	239528711	1.0	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A02G232100	Chr2A	275352365	275352616	-	275352490	Chr2A	239528494	239528745	+	239528619	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A02G232200	Chr2A	275928473	275935089	-	275931781	Chr2A	238962147	238968763	+	238965455	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A02G232300	Chr2A	276273181	276273787	+	276273484	Chr2A	238591914	238592520	-	238592217	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G232400	Chr2A	276276336	276279155	-	276277745	Chr2A	238586798	238589621	+	238588209	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G232500	Chr2A	276441802	276442053	+	276441927	Chr2A	238422129	238422380	-	238422254	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A02G232600	Chr2A	276442206	276442322	+	276442264	Chr2A	238421859	238421975	-	238421917	1.0	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A02G232700	Chr2A	276858833	276859271	+	276859052	Chr2A	237999020	237999458	-	237999239	1.0	0.992	rearrangement:Chr2A_block1
gene:TraesCS2A02G232800	Chr2A	277136651	277138793	-	277137722	Chr2A	237724705	237726847	+	237725776	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G232900	Chr2A	277598060	277604074	+	277601067	Chr2A	237265124	237271139	-	237268131	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A02G233000	Chr2A	277603305	277607994	-	277605649	Chr2A	237261204	237265893	+	237263548	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G233100	Chr2A	277610633	277614709	-	277612671	Chr2A	237254488	237258564	+	237256526	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G233200	Chr2A	278344103	278344420	+	278344261	Chr2A	236567881	236568198	-	236568039	1.0	0.993	rearrangement:Chr2A_block1
gene:TraesCS2A02G233300	Chr2A	278414812	278420058	-	278417435	Chr2A	236488340	236493585	+	236490962	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G233400	Chr2A	278445853	278467939	-	278456896	Chr2A	236443677	236464764	+	236454220	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G233500	Chr2A	278903600	278908276	-	278905938	Chr2A	236017246	236021919	+	236019582	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G233600	Chr2A	278909045	278911320	-	278910182	Chr2A	236014202	236016477	+	236015339	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A02G233700	Chr2A	278915285	278923029	-	278919157	Chr2A	236002395	236010139	+	236006267	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G240000	Chr2A	334590422	334598358	-	334594390	Chr2A	332530840	332538598	+	332534719	0.91	0.909	rearrangement:Chr2A_block2
gene:TraesCS2A02G240100	Chr2A	334595209	334595319	-	334595264	Chr2A	332533881	332533991	+	332533936	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G240200	Chr2A	334883449	334892353	-	334887901	Chr2A	332240298	332248977	+	332244637	0.977	0.977	rearrangement:Chr2A_block2
gene:TraesCS2A02G240300	Chr2A	335393029	335396028	+	335394528	Chr2A	331724810	331727809	-	331726309	1.0	0.997	rearrangement:Chr2A_block2
gene:TraesCS2A02G240400	Chr2A	335804503	335804874	-	335804688	Chr2A	331365905	331366276	+	331366090	1.0	0.991	rearrangement:Chr2A_block2
gene:TraesCS2A02G240500	Chr2A	335818512	335823693	+	335821102	Chr2A	331347313	331352494	-	331349903	1.0	0.993	rearrangement:Chr2A_block2
gene:TraesCS2A02G240700	Chr2A	335821235	335821606	-	335821420	Chr2A	331349400	331349771	+	331349585	1.0	0.997	rearrangement:Chr2A_block2
gene:TraesCS2A02G240800	Chr2A	335825182	335825301	-	335825241	Chr2A	331345705	331345824	+	331345764	1.0	0.991	rearrangement:Chr2A_block2
gene:TraesCS2A02G240900	Chr2A	335825312	335825562	-	335825437	Chr2A	331345444	331345694	+	331345569	1.0	0.987	rearrangement:Chr2A_block2
gene:TraesCS2A02G241000	Chr2A	335826549	335826670	-	335826609	Chr2A	331344337	331344458	+	331344397	1.0	0.983	rearrangement:Chr2A_block2
gene:TraesCS2A02G241100	Chr2A	335826693	335826806	+	335826749	Chr2A	331344201	331344314	-	331344257	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G241200	Chr2A	335826985	335827098	+	335827041	Chr2A	331343908	331344021	-	331343964	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G241300	Chr2A	335828438	335828914	-	335828676	Chr2A	331342092	331342568	+	331342330	1.0	0.997	rearrangement:Chr2A_block2
gene:TraesCS2A02G241400	Chr2A	335829027	335829419	-	335829223	Chr2A	331341589	331341981	+	331341785	1.0	0.994	rearrangement:Chr2A_block2
gene:TraesCS2A02G241600	Chr2A	335830275	335830468	-	335830371	Chr2A	331340820	331341013	+	331340916	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G242100	Chr2A	335839117	335839278	+	335839197	Chr2A	331332085	331332246	-	331332165	1.0	0.993	rearrangement:Chr2A_block2
gene:TraesCS2A02G242200	Chr2A	335843890	335844066	-	335843978	Chr2A	331327300	331327476	+	331327388	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G242300	Chr2A	335844126	335844380	-	335844253	Chr2A	331326986	331327240	+	331327113	1.0	0.992	rearrangement:Chr2A_block2
gene:TraesCS2A02G242400	Chr2A	335848335	335848879	+	335848607	Chr2A	331322490	331323034	-	331322762	1.0	0.997	rearrangement:Chr2A_block2
gene:TraesCS2A02G242600	Chr2A	337721632	337723055	+	337722343	Chr2A	329271527	329272950	+	329272238	1.0	0.994	rearrangement:Chr2A_block2
gene:TraesCS2A02G242700	Chr2A	337859586	337862860	+	337861223	Chr2A	329488671	329491945	-	329490308	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A02G242800	Chr2A	338279491	338280635	+	338280063	Chr2A	328846555	328847699	-	328847127	1.0	0.994	rearrangement:Chr2A_block2
gene:TraesCS2A02G242900	Chr2A	338517188	338522392	+	338519790	Chr2A	328598093	328603296	-	328600694	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A02G243000	Chr2A	338545715	338547482	+	338546598	Chr2A	328573131	328574898	-	328574014	1.0	0.99	rearrangement:Chr2A_block2
gene:TraesCS2A02G243400	Chr2A	342542932	342547024	-	342544978	Chr2A	363646083	363650175	+	363648129	1.0	0.999	rearrangement:Chr2A_block4
gene:TraesCS2A02G243500	Chr2A	342645279	342649755	-	342647517	Chr2A	363545369	363549736	+	363547552	1.0	0.971	rearrangement:Chr2A_block4
gene:TraesCS2A02G243600	Chr2A	343417184	343419557	+	343418370	Chr2A	362787850	362790222	-	362789036	1.0	0.996	rearrangement:Chr2A_block4
gene:TraesCS2A02G243700	Chr2A	343444970	343445803	-	343445386	Chr2A	362762423	362763256	+	362762839	1.0	0.998	rearrangement:Chr2A_block4
gene:TraesCS2A02G243800	Chr2A	344447847	344450383	+	344449115	Chr2A	361806164	361808700	-	361807432	1.0	0.997	rearrangement:Chr2A_block4
gene:TraesCS2A02G243900	Chr2A	345461885	345462175	-	345462030	Chr2A	360825975	360826265	+	360826120	1.0	0.993	rearrangement:Chr2A_block4
gene:TraesCS2A02G244000	Chr2A	345477820	345496291	+	345487055	Chr2A	360788963	360810336	-	360799649	1.0	0.999	rearrangement:Chr2A_block4
gene:TraesCS2A02G244100	Chr2A	346203235	346211680	+	346207457	Chr2A	360064639	360073199	-	360068919	1.0	0.998	rearrangement:Chr2A_block4
gene:TraesCS2A02G244200	Chr2A	348089209	348093743	-	348091476	Chr2A	358192530	358197066	+	358194798	1.0	0.999	rearrangement:Chr2A_block4
gene:TraesCS2A02G244300	Chr2A	348245733	348246443	-	348246088	Chr2A	358027942	358028652	+	358028297	1.0	1.0	rearrangement:Chr2A_block4
gene:TraesCS2A02G247600	Chr2A	367579841	367580134	-	367579987	Chr2A	364080520	364080813	+	364080666	1.0	0.996	rearrangement:Chr2A_block4
gene:TraesCS2A02G247700	Chr2A	367579855	367588508	+	367584181	Chr2A	364072142	364080799	-	364076470	1.0	0.997	rearrangement:Chr2A_block4
gene:TraesCS2A02G245600	Chr2A	354529929	354530396	+	354530162	Chr2A	351619485	351619952	-	351619718	1.0	0.996	rearrangement:Chr2A_block3
gene:TraesCS2A02G245700	Chr2A	355454121	355461260	+	355457690	Chr2A	350687827	350694890	-	350691358	1.0	0.999	rearrangement:Chr2A_block3
gene:TraesCS2A02G245800	Chr2A	356678716	356723446	+	356701081	Chr2A	349438117	349482486	-	349460301	0.999	0.998	rearrangement:Chr2A_block3
gene:TraesCS2A02G245900	Chr2A	357324378	357327171	+	357325774	Chr2A	348813302	348815999	-	348814650	1.0	0.999	rearrangement:Chr2A_block3
gene:TraesCS2A02G246000	Chr2A	358939874	358957906	-	358948890	Chr2A	347296009	347313707	+	347304858	1.0	0.997	rearrangement:Chr2A_block3
gene:TraesCS2A02G246100	Chr2A	360414893	360425430	+	360420161	Chr2A	370790020	370800557	-	370795288	1.0	0.998	rearrangement:Chr2A_block5
gene:TraesCS2A02G246200	Chr2A	360428438	360436954	-	360432696	Chr2A	370778500	370787014	+	370782757	0.998	0.996	rearrangement:Chr2A_block5
gene:TraesCS2A02G246300	Chr2A	360738362	360748707	+	360743534	Chr2A	370468835	370479179	-	370474007	1.0	0.999	rearrangement:Chr2A_block5
gene:TraesCS2A02G246400	Chr2A	360749773	360750993	-	360750383	Chr2A	370466549	370467769	+	370467159	1.0	1.0	rearrangement:Chr2A_block5
gene:TraesCS2A02G246600	Chr2A	360868372	360871806	+	360870089	Chr2A	370348412	370351836	-	370350124	0.995	0.994	rearrangement:Chr2A_block5
gene:TraesCS2A02G246700	Chr2A	361380371	361385861	+	361383116	Chr2A	369808506	369813996	-	369811251	1.0	0.998	rearrangement:Chr2A_block5
gene:TraesCS2A02G000900	Chr2A	500410	504019	+	502214	Chr2A	3239580	3243167	-	3241373	0.955	0.908	collinear
gene:TraesCS2A02G001400	Chr2A	562911	565826	-	564368	Chr2A	3061356	3064271	+	3062813	1.0	0.974	collinear
gene:TraesCS2A02G003600	Chr2A	2321343	2325578	+	2323460	Chr2A	3745351	3749573	+	3747462	0.991	0.909	collinear
gene:TraesCS2A02G005200	Chr2A	2657374	2660973	-	2659173	Chr2A	4167074	4170891	+	4168982	0.976	0.929	collinear
gene:TraesCS2A02G005400	Chr2A	2700528	2700923	-	2700725	Chr2A	4144865	4145263	+	4145064	0.992	0.95	collinear
gene:TraesCS2A02G005500	Chr2A	2708175	2708888	-	2708531	Chr2A	4137738	4138445	+	4138091	0.991	0.936	collinear
gene:TraesCS2A02G005600	Chr2A	2713730	2714453	+	2714091	Chr2A	4130744	4131474	-	4131109	1.0	0.938	collinear
gene:TraesCS2A02G005900	Chr2A	2758823	2760115	-	2759469	Chr2A	4034451	4035728	+	4035089	0.987	0.918	collinear
gene:TraesCS2A02G007800	Chr2A	3442301	3447773	+	3445037	Chr2A	5142050	5148608	+	5145329	0.977	0.94	collinear
gene:TraesCS2A02G007900	Chr2A	3448583	3450490	-	3449536	Chr2A	5155181	5157326	-	5156253	0.992	0.927	collinear
gene:TraesCS2A02G009000	Chr2A	3754755	3755141	-	3754948	Chr2A	5281085	5281471	+	5281278	1.0	0.974	collinear
gene:TraesCS2A02G009300	Chr2A	3794470	3797034	+	3795752	Chr2A	5450004	5452574	+	5451289	1.0	0.966	collinear
gene:TraesCS2A02G009600	Chr2A	3834207	3844562	-	3839384	Chr2A	5490438	5496307	-	5493372	0.937	0.913	collinear
gene:TraesCS2A02G010100	Chr2A	3959343	3962913	+	3961128	Chr2A	5627452	5630800	+	5629126	0.989	0.955	collinear
gene:TraesCS2A02G010500	Chr2A	4046474	4047655	-	4047064	Chr2A	5732253	5733434	-	5732843	1.0	0.961	collinear
