gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS6B02G000300	Chr6B	163680	173488	-	168584	Chr6B	4114725	4124672	+	4119698	0.994	0.967	collinear
gene:TraesCS6B02G000500	Chr6B	197644	198153	+	197898	Chr6B	4143294	4143803	+	4143548	1.0	0.968	collinear
gene:TraesCS6B02G000600	Chr6B	260456	260755	-	260605	Chr6B	3946835	3947135	+	3946985	1.0	0.996	collinear
gene:TraesCS6B02G000800	Chr6B	484200	485669	+	484934	Chr6B	3850953	3852422	-	3851687	1.0	0.972	collinear
gene:TraesCS6B02G000900	Chr6B	608571	610157	-	609364	Chr6B	3727205	3728791	+	3727998	1.0	0.996	collinear
gene:TraesCS6B02G001000	Chr6B	697792	700255	+	699023	Chr6B	3414007	3416472	-	3415239	1.0	0.996	collinear
gene:TraesCS6B02G001100	Chr6B	701374	702030	+	701702	Chr6B	3412232	3412888	-	3412560	1.0	1.0	collinear
gene:TraesCS6B02G001200	Chr6B	702076	702636	+	702356	Chr6B	3411626	3412186	-	3411906	1.0	0.996	collinear
gene:TraesCS6B02G001300	Chr6B	728447	731986	-	730216	Chr6B	3382994	3386533	+	3384763	1.0	0.999	collinear
gene:TraesCS6B02G001700	Chr6B	1131389	1133229	-	1132309	Chr6B	1843754	1845594	+	1844674	1.0	0.997	collinear
gene:TraesCS6B02G001900	Chr6B	1218446	1273798	+	1246122	Chr6B	1718321	1779157	-	1748739	1.0	0.999	collinear
gene:TraesCS6B02G002000	Chr6B	1368051	1370548	+	1369299	Chr6B	1580820	1583317	-	1582068	1.0	0.999	collinear
gene:TraesCS6B02G002100	Chr6B	1375265	1436005	+	1405635	Chr6B	1513714	1574579	-	1544146	1.0	0.999	collinear
gene:TraesCS6B02G002200	Chr6B	1569738	1574401	-	1572069	Chr6B	1376003	1380632	+	1378317	0.999	0.995	collinear
gene:TraesCS6B02G002300	Chr6B	1603857	1616068	-	1609962	Chr6B	1334877	1346527	+	1340702	1.0	0.992	collinear
