gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS2B02G000100	Chr2B	9843	11553	-	10698	Chr2B	8820015	8821729	+	8820872	1.0	0.994	collinear
gene:TraesCS2B02G000200	Chr2B	19907	22569	+	21238	Chr2B	8794720	8797728	-	8796224	1.0	0.983	collinear
gene:TraesCS2B02G000300	Chr2B	45037	61255	-	53146	Chr2B	8779221	8789722	+	8784471	0.972	0.965	collinear
gene:TraesCS2B02G000500	Chr2B	91679	92119	+	91899	Chr2B	8745607	8746047	-	8745827	1.0	1.0	collinear
gene:TraesCS2B02G000800	Chr2B	432358	433095	+	432726	Chr2B	9035274	9036011	+	9035642	1.0	0.991	collinear
gene:TraesCS2B02G000900	Chr2B	447781	453531	-	450656	Chr2B	9050590	9056065	-	9053327	0.999	0.996	collinear
gene:TraesCS2B02G001000	Chr2B	470641	473097	+	471869	Chr2B	9073237	9075693	+	9074465	1.0	0.998	collinear
gene:TraesCS2B02G001100	Chr2B	477194	478878	+	478036	Chr2B	9079792	9081473	+	9080632	0.998	0.994	collinear
gene:TraesCS2B02G001200	Chr2B	632838	633239	+	633038	Chr2B	9264895	9265297	+	9265096	1.0	1.0	collinear
gene:TraesCS2B02G001300	Chr2B	810865	811158	-	811011	Chr2B	9440729	9441022	-	9440875	1.0	0.995	collinear
gene:TraesCS2B02G001400	Chr2B	1171680	1174401	+	1173040	Chr2B	3881721	3884442	-	3883081	1.0	1.0	collinear
gene:TraesCS2B02G001500	Chr2B	1181154	1181702	+	1181428	Chr2B	3874420	3874968	-	3874694	1.0	0.997	collinear
gene:TraesCS2B02G001600	Chr2B	1248784	1252232	+	1250508	Chr2B	3804848	3808296	-	3806572	1.0	1.0	collinear
gene:TraesCS2B02G001800	Chr2B	1265344	1272505	+	1268924	Chr2B	3784955	3792120	-	3788537	1.0	0.998	collinear
gene:TraesCS2B02G001700	Chr2B	1265079	1308155	-	1286617	Chr2B	3749316	3792385	+	3770850	1.0	1.0	collinear
gene:TraesCS2B02G001900	Chr2B	1314696	1317994	-	1316345	Chr2B	876938	879594	-	878266	0.996	0.996	collinear
gene:TraesCS2B02G002000	Chr2B	1329861	1331574	+	1330717	Chr2B	899165	900878	+	900021	1.0	1.0	collinear
gene:TraesCS2B02G002100	Chr2B	1348871	1362213	+	1355542	Chr2B	969090	981997	+	975543	1.0	1.0	collinear
gene:TraesCS2B02G002200	Chr2B	1386273	1397038	-	1391655	Chr2B	1344895	1355636	-	1350265	0.993	0.951	collinear
gene:TraesCS2B02G002600	Chr2B	1600469	1601449	-	1600959	Chr2B	1709067	1710011	-	1709539	0.96	0.928	collinear
gene:TraesCS2B02G002700	Chr2B	1706362	1707167	+	1706764	Chr2B	1824795	1825600	+	1825197	1.0	0.99	collinear
gene:TraesCS2B02G002900	Chr2B	1752952	1755256	+	1754104	Chr2B	1921696	1924000	+	1922848	1.0	0.996	collinear
gene:TraesCS2B02G003200	Chr2B	1768192	1770540	+	1769366	Chr2B	1878734	1881082	+	1879908	1.0	0.994	collinear
gene:TraesCS2B02G003300	Chr2B	1773308	1774960	-	1774134	Chr2B	1884146	1885798	-	1884972	1.0	0.995	collinear
