gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS6D02G076300	Chr6D	40778157	40781425	-	40779791	Chr6D	39361466	39364734	+	39363100	1.0	0.999	rearrangement:Chr6D_block1
gene:TraesCS6D02G076400	Chr6D	41207038	41207925	+	41207481	Chr6D	38937252	38938139	-	38937695	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G076600	Chr6D	41232588	41243874	-	41238231	Chr6D	38900998	38912281	+	38906639	1.0	0.999	rearrangement:Chr6D_block1
gene:TraesCS6D02G076500	Chr6D	41233538	41244549	+	41239043	Chr6D	38900323	38911334	-	38905828	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G076700	Chr6D	41253110	41254333	+	41253721	Chr6D	38890537	38891760	-	38891148	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G076800	Chr6D	41332364	41333361	+	41332862	Chr6D	38811902	38812899	-	38812400	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G076900	Chr6D	41442888	41447347	+	41445117	Chr6D	38697820	38702279	-	38700049	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G077000	Chr6D	41520330	41528111	+	41524220	Chr6D	38614807	38622589	-	38618698	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G077100	Chr6D	41533264	41534611	-	41533937	Chr6D	38608400	38609747	+	38609073	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G077200	Chr6D	41541831	41545385	-	41543608	Chr6D	38598103	38601657	+	38599880	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G077300	Chr6D	41600311	41604713	+	41602512	Chr6D	38540046	38544448	-	38542247	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G077400	Chr6D	41621625	41623618	-	41622621	Chr6D	38521143	38523136	+	38522139	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G077500	Chr6D	41639419	41648045	+	41643732	Chr6D	38498641	38507267	-	38502954	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G077600	Chr6D	41869656	41887468	+	41878562	Chr6D	38262202	38279547	-	38270874	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G077700	Chr6D	41925543	41927895	+	41926719	Chr6D	38222574	38224926	-	38223750	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G077800	Chr6D	41927738	41932242	-	41929990	Chr6D	38218227	38222731	+	38220479	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G077900	Chr6D	42410495	42415549	+	42413022	Chr6D	37738885	37743939	-	37741412	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G078000	Chr6D	42563996	42566964	-	42565480	Chr6D	37585457	37588425	+	37586941	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G081500	Chr6D	46902130	46903584	+	46902857	Chr6D	61023207	61024661	-	61023934	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G081600	Chr6D	47032289	47042235	+	47037262	Chr6D	60886480	60896099	-	60891289	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G081700	Chr6D	47256719	47261472	+	47259095	Chr6D	60666549	60671302	-	60668925	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G081800	Chr6D	47266110	47267162	-	47266636	Chr6D	60660858	60661910	+	60661384	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G081900	Chr6D	47342801	47347753	-	47345277	Chr6D	60582277	60585798	+	60584037	0.927	0.925	rearrangement:Chr6D_block2
gene:TraesCS6D02G082000	Chr6D	47617604	47618227	+	47617915	Chr6D	60312585	60313208	-	60312896	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G082100	Chr6D	47620247	47632324	-	47626285	Chr6D	60298488	60310565	+	60304526	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G082200	Chr6D	47652439	47659273	-	47655856	Chr6D	60272317	60279151	+	60275734	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G082300	Chr6D	47660442	47668166	-	47664304	Chr6D	60263824	60271148	+	60267486	1.0	0.999	rearrangement:Chr6D_block2
gene:TraesCS6D02G082400	Chr6D	47788610	47792608	+	47790609	Chr6D	60140622	60144620	-	60142621	1.0	0.999	rearrangement:Chr6D_block2
gene:TraesCS6D02G082600	Chr6D	47803181	47806244	-	47804712	Chr6D	60127074	60130137	+	60128605	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G082700	Chr6D	47810554	47811000	-	47810777	Chr6D	60122318	60122764	+	60122541	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G082800	Chr6D	47812318	47812994	+	47812656	Chr6D	60120324	60121000	-	60120662	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G082900	Chr6D	47937604	47944111	+	47940857	Chr6D	59992202	59998709	-	59995455	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G083000	Chr6D	47997865	48001601	+	47999733	Chr6D	59935039	59938687	-	59936863	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G083100	Chr6D	48081623	48084646	+	48083134	Chr6D	59852020	59855043	-	59853531	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G083112	Chr6D	48089421	48090266	+	48089843	Chr6D	59846400	59847245	-	59846822	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G083130	Chr6D	48156333	48157763	+	48157048	Chr6D	59780307	59781737	-	59781022	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G083200	Chr6D	48450446	48454856	+	48452651	Chr6D	59485082	59489492	-	59487287	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G083300	Chr6D	48458894	48460234	-	48459564	Chr6D	59479890	59481230	+	59480560	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G083400	Chr6D	48467111	48469042	-	48468076	Chr6D	59471082	59473013	+	59472047	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G083500	Chr6D	48513905	48515072	+	48514488	Chr6D	59425049	59426216	-	59425632	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G083600	Chr6D	48667298	48677823	+	48672560	Chr6D	59263946	59274471	-	59269208	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D02G083800	Chr6D	48719360	48723191	+	48721275	Chr6D	59218304	59222135	-	59220219	1.0	1.0	rearrangement:Chr6D_block2
