gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS2D02G000100	Chr2D	31254	37172	+	34213	Chr2D	326007	331925	-	328966	1.0	1.0	collinear
gene:TraesCS2D02G000200	Chr2D	39478	40878	-	40178	Chr2D	322511	323911	+	323211	1.0	1.0	collinear
gene:TraesCS2D02G000300	Chr2D	58039	62377	-	60208	Chr2D	301003	305347	+	303175	1.0	1.0	collinear
gene:TraesCS2D02G000400	Chr2D	261645	262190	+	261917	Chr2D	102082	102627	-	102354	1.0	1.0	collinear
gene:TraesCS2D02G000500	Chr2D	273562	277000	+	275281	Chr2D	87767	91166	-	89466	0.986	0.986	collinear
gene:TraesCS2D02G000600	Chr2D	278541	286171	-	282356	Chr2D	78589	86226	+	82407	1.0	0.999	collinear
gene:TraesCS2D02G000700	Chr2D	370037	371169	-	370603	Chr2D	376544	377676	-	377110	1.0	1.0	collinear
gene:TraesCS2D02G000800	Chr2D	386164	389633	+	387898	Chr2D	389751	393220	+	391485	1.0	1.0	collinear
gene:TraesCS2D02G000900	Chr2D	396204	398760	+	397482	Chr2D	399791	402347	+	401069	1.0	1.0	collinear
gene:TraesCS2D02G001000	Chr2D	460961	479644	+	470302	Chr2D	463675	482290	+	472982	1.0	1.0	collinear
gene:TraesCS2D02G001100	Chr2D	508313	509233	+	508773	Chr2D	512498	513418	+	512958	1.0	0.998	collinear
gene:TraesCS2D02G001200	Chr2D	514511	516352	+	515431	Chr2D	518351	520192	+	519271	1.0	1.0	collinear
gene:TraesCS2D02G001300	Chr2D	672180	675387	+	673783	Chr2D	675091	678298	+	676694	1.0	1.0	collinear
gene:TraesCS2D02G001400	Chr2D	676084	679951	-	678017	Chr2D	678995	682862	-	680928	1.0	1.0	collinear
gene:TraesCS2D02G001500	Chr2D	682076	684242	+	683159	Chr2D	684988	687157	+	686072	1.0	1.0	collinear
gene:TraesCS2D02G001600	Chr2D	1522616	1526387	-	1524501	Chr2D	1648012	1651783	-	1649897	1.0	1.0	collinear
gene:TraesCS2D02G001700	Chr2D	1587835	1590219	+	1589027	Chr2D	1710253	1712637	+	1711445	1.0	1.0	collinear
gene:TraesCS2D02G001800	Chr2D	1601514	1610005	+	1605759	Chr2D	1723743	1731861	+	1727802	1.0	1.0	collinear
gene:TraesCS2D02G001900	Chr2D	1621473	1622372	+	1621922	Chr2D	1742852	1743751	+	1743301	1.0	1.0	collinear
gene:TraesCS2D02G002000	Chr2D	1637801	1638394	+	1638097	Chr2D	1758602	1759195	+	1758898	1.0	1.0	collinear
gene:TraesCS2D02G002100	Chr2D	1659498	1660097	+	1659797	Chr2D	1780126	1780725	+	1780425	1.0	1.0	collinear
gene:TraesCS2D02G002200	Chr2D	1912608	1922943	-	1917775	Chr2D	2853924	2864256	-	2859090	1.0	1.0	collinear
gene:TraesCS2D02G002300	Chr2D	1958491	1962796	-	1960643	Chr2D	2898687	2902992	-	2900839	1.0	1.0	collinear
gene:TraesCS2D02G002400	Chr2D	1991646	1993786	+	1992716	Chr2D	2931236	2933376	+	2932306	1.0	1.0	collinear
gene:TraesCS2D02G002500	Chr2D	2014157	2015713	+	2014935	Chr2D	2953747	2955303	+	2954525	1.0	1.0	collinear
gene:TraesCS2D02G002600	Chr2D	2045570	2048979	+	2047274	Chr2D	2984240	2987649	+	2985944	1.0	1.0	collinear
gene:TraesCS2D02G002700	Chr2D	2115323	2115619	+	2115471	Chr2D	3053328	3053624	+	3053476	1.0	1.0	collinear
gene:TraesCS2D02G002800	Chr2D	2137360	2144694	-	2141027	Chr2D	3075365	3082699	-	3079032	1.0	1.0	collinear
gene:TraesCS2D02G002900	Chr2D	2197455	2197754	+	2197604	Chr2D	3135259	3135558	+	3135408	1.0	1.0	collinear
gene:TraesCS2D02G003000	Chr2D	2222670	2223061	+	2222865	Chr2D	3160034	3160425	+	3160229	1.0	1.0	collinear
gene:TraesCS2D02G003100	Chr2D	2238178	2238867	+	2238522	Chr2D	3174719	3175408	+	3175063	1.0	1.0	collinear
