cs_chr	cs_start	cs_end	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	n_anchors	mean_identity
Chr2A	257781341	258353437	Chr2A	255539455	256131526	4	0.997
Chr2A	260548731	262579565	Chr2A	251163508	253262493	7	0.9995714285714286
Chr2A	265274570	273294992	Chr2A	241568347	249965816	16	0.9928125000000001
Chr2A	275352399	278919157	Chr2A	236006267	239528711	18	0.9967777777777778
Chr2A	334594390	338546598	Chr2A	328574014	332534719	24	0.9904999999999999
Chr2A	342544978	348246088	Chr2A	358028297	363648129	10	0.9950000000000001
Chr2A	354530162	358948890	Chr2A	347304858	351619718	5	0.9978000000000001
Chr2A	360420161	361383116	Chr2A	369811251	370795288	6	0.9975
Chr2A	502214	233473266	Chr2A	3062813	235234598	1740	0.9898844827586206
Chr2A	255910505	256199321	Chr2A	257664333	257930116	3	0.9973333333333333
Chr2A	280108512	281746218	Chr2A	280596480	282257068	3	0.9983333333333334
Chr2A	283944564	286439768	Chr2A	284514624	287111064	5	0.9966000000000002
Chr2A	288988301	293951072	Chr2A	289621436	294434970	7	0.9907142857142858
Chr2A	300399162	306167735	Chr2A	301211287	307108776	7	0.997
Chr2A	309689781	311156927	Chr2A	310555528	312012008	3	0.9973333333333333
Chr2A	313209792	315039543	Chr2A	314597093	316470939	3	0.9683333333333334
Chr2A	317947462	324619894	Chr2A	319314966	326047563	12	0.9950000000000001
Chr2A	329696283	333747658	Chr2A	333384988	337431047	8	0.9973749999999999
Chr2A	340608829	341927845	Chr2A	345257686	346757773	3	0.9983333333333334
Chr2A	349721260	350405869	Chr2A	355861957	356550582	3	0.9956666666666667
Chr2A	352426321	353475914	Chr2A	352678432	353718051	5	0.9949999999999999
Chr2A	364470917	366720526	Chr2A	364967606	367354025	6	0.9985
Chr2A	369216145	395710262	Chr2A	373206969	399144562	91	0.996142857142857
Chr2A	398507174	398971793	Chr2A	403630462	403824151	3	0.9943333333333334
Chr2A	405468040	486499474	Chr2A	408618344	489039793	264	0.9959924242424243
Chr2A	488847564	547776466	Chr2A	491353045	548837488	316	0.9956550632911393
Chr2A	563202760	567735681	Chr2A	565261566	569806110	33	0.998090909090909
Chr2A	582840575	761027623	Chr2A	583781331	761954699	1967	0.9967783426537875
Chr2A	770010489	774575362	Chr2A	769693477	774009510	54	0.9890925925925926
Chr2A	549288612	562982979	Chr2A	570016517	583462681	100	0.9946400000000001
Chr2A	774822945	780743711	Chr2A	762079259	769452822	85	0.9752705882352941
