gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS7A02G189300	Chr7A	146677500	146678632	+	146678066	Chr7A	171092351	171093482	-	171092916	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G189400	Chr7A	146676886	146680544	-	146678715	Chr7A	171090447	171094096	+	171092271	0.997	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A02G189500	Chr7A	146907954	146910101	+	146909027	Chr7A	170874237	170876383	-	170875310	0.999	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G189600	Chr7A	146949436	146951975	+	146950705	Chr7A	170832373	170834912	-	170833642	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G189700	Chr7A	146975579	146977637	-	146976608	Chr7A	170814304	170816364	+	170815334	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G189900	Chr7A	147068788	147071706	-	147070247	Chr7A	170717120	170720038	+	170718579	1.0	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G190000	Chr7A	147910498	147912714	+	147911606	Chr7A	169812521	169814737	-	169813629	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G190100	Chr7A	147918707	147920065	-	147919386	Chr7A	169805141	169806502	+	169805821	1.0	0.99	rearrangement:Chr7A_block2
gene:TraesCS7A02G190200	Chr7A	147921887	147924552	-	147923219	Chr7A	169800542	169803288	+	169801915	0.999	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G190300	Chr7A	147925922	147937465	-	147931693	Chr7A	169787590	169799135	+	169793362	0.997	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A02G190400	Chr7A	148375327	148376172	+	148375749	Chr7A	169371793	169372638	-	169372215	1.0	0.989	rearrangement:Chr7A_block2
gene:TraesCS7A02G190500	Chr7A	148392769	148399775	+	148396272	Chr7A	169348178	169355186	-	169351682	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G190600	Chr7A	148414887	148418041	+	148416464	Chr7A	169324994	169328148	-	169326571	1.0	0.998	rearrangement:Chr7A_block2
