cs_chr	cs_start	cs_end	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	n_anchors	mean_identity
Chr5B	4549237	5419403	Chr5B	2276709	3357934	10	0.9999
Chr5B	18796	4061276	Chr5B	4006041	6849437	19	0.9972631578947369
Chr5B	6219225	149330732	Chr5B	7879733	153367024	965	0.9962362694300517
Chr5B	152509380	167292122	Chr5B	155472581	170168246	23	1.0
Chr5B	176227239	185724173	Chr5B	172612901	184229564	19	0.9937368421052631
Chr5B	188797874	194187169	Chr5B	185245862	192003856	8	0.99975
Chr5B	196237920	198419112	Chr5B	192769820	194895745	6	0.9998333333333335
Chr5B	201287121	236283952	Chr5B	198261788	236508025	124	0.9994677419354838
Chr5B	238316269	257532817	Chr5B	238508486	257522927	79	0.9996835443037974
Chr5B	259539413	341562322	Chr5B	259504817	340808348	498	0.9980240963855423
Chr5B	343826709	383208800	Chr5B	342978597	382082705	214	0.998303738317757
Chr5B	386333053	412688052	Chr5B	382361701	408264448	202	0.9983267326732673
Chr5B	414828778	492263502	Chr5B	409354227	487186246	704	0.9959204545454544
Chr5B	494315637	699950812	Chr5B	487230507	681805934	2053	0.9916892352654652
Chr5B	704074687	713118452	Chr5B	682023233	690731140	148	0.9941621621621621
Chr5B	700333219	703858476	Chr5B	671907333	675122686	64	0.99953125
