gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS5B02G002900	Chr5B	4546069	4552406	-	4549237	Chr5B	3354857	3361011	+	3357934	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G003000	Chr5B	4594584	4597569	-	4596076	Chr5B	3309955	3312940	+	3311447	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G003100	Chr5B	4831068	4833559	+	4832313	Chr5B	3044201	3046692	-	3045446	1.0	0.999	rearrangement:Chr5B_block1
gene:TraesCS5B02G003200	Chr5B	4867071	4871723	-	4869397	Chr5B	3004421	3009073	+	3006747	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G003300	Chr5B	5045123	5051057	+	5048090	Chr5B	2827612	2833552	-	2830582	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G003400	Chr5B	5052970	5056002	-	5054486	Chr5B	2822664	2825696	+	2824180	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G003500	Chr5B	5057454	5057948	+	5057701	Chr5B	2820718	2821212	-	2820965	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G003600	Chr5B	5062881	5065255	+	5064068	Chr5B	2813563	2815937	-	2814750	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G003700	Chr5B	5071378	5072952	-	5072165	Chr5B	2805879	2807453	+	2806666	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G003900	Chr5B	5417279	5421527	+	5419403	Chr5B	2274585	2278833	-	2276709	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G000100	Chr5B	16235	21357	+	18796	Chr5B	6254404	6259528	-	6256966	0.998	0.981	collinear
gene:TraesCS5B02G000800	Chr5B	655778	658708	-	657243	Chr5B	6708500	6711439	-	6709969	1.0	0.989	collinear
gene:TraesCS5B02G000900	Chr5B	756821	758672	+	757746	Chr5B	6724908	6726763	+	6725835	1.0	0.994	collinear
gene:TraesCS5B02G001100	Chr5B	860861	865647	-	863254	Chr5B	6847198	6851677	-	6849437	1.0	0.984	collinear
gene:TraesCS5B02G001400	Chr5B	1741674	1747002	-	1744338	Chr5B	5781168	5786496	-	5783832	1.0	1.0	collinear
gene:TraesCS5B02G001500	Chr5B	1748923	1752849	+	1750886	Chr5B	5788417	5792343	+	5790380	1.0	1.0	collinear
gene:TraesCS5B02G001600	Chr5B	2558977	2563902	-	2561439	Chr5B	4003649	4008434	-	4006041	1.0	1.0	collinear
gene:TraesCS5B02G001700	Chr5B	2570828	2574624	-	2572726	Chr5B	4015360	4019152	-	4017256	1.0	1.0	collinear
gene:TraesCS5B02G001800	Chr5B	2581312	2585281	+	2583296	Chr5B	4025882	4029851	+	4027866	1.0	1.0	collinear
gene:TraesCS5B02G001900	Chr5B	2612913	2614391	-	2613652	Chr5B	4057286	4058764	-	4058025	1.0	1.0	collinear
gene:TraesCS5B02G002000	Chr5B	2805491	2806938	+	2806214	Chr5B	4247129	4248576	+	4247852	1.0	1.0	collinear
gene:TraesCS5B02G002100	Chr5B	2883487	2884992	+	2884239	Chr5B	4324387	4325892	+	4325139	1.0	1.0	collinear
gene:TraesCS5B02G002200	Chr5B	3449225	3449773	-	3449499	Chr5B	4871370	4871918	-	4871644	1.0	1.0	collinear
gene:TraesCS5B02G002300	Chr5B	3474782	3475968	+	3475375	Chr5B	4896988	4898174	+	4897581	1.0	1.0	collinear
gene:TraesCS5B02G002400	Chr5B	3849532	3862578	-	3856055	Chr5B	5293177	5305302	-	5299239	1.0	1.0	collinear
gene:TraesCS5B02G002500	Chr5B	3867064	3867802	-	3867433	Chr5B	5309788	5310526	-	5310157	1.0	1.0	collinear
gene:TraesCS5B02G002600	Chr5B	3917424	3923351	-	3920387	Chr5B	5368126	5374053	-	5371089	1.0	1.0	collinear
gene:TraesCS5B02G002700	Chr5B	4059784	4060323	-	4060053	Chr5B	5510448	5510987	-	5510717	1.0	1.0	collinear
gene:TraesCS5B02G002800	Chr5B	4061095	4061457	+	4061276	Chr5B	5511759	5512121	+	5511940	1.0	1.0	collinear
gene:TraesCS5B02G004200	Chr5B	6217631	6220820	-	6219225	Chr5B	7878066	7881400	-	7879733	1.0	0.995	collinear
gene:TraesCS5B02G004300	Chr5B	6364821	6368699	-	6366760	Chr5B	7991183	7995057	-	7993120	1.0	0.989	collinear
gene:TraesCS5B02G004400	Chr5B	6393220	6407926	+	6400573	Chr5B	8020836	8035543	+	8028189	1.0	0.999	collinear
gene:TraesCS5B02G004500	Chr5B	6418315	6422013	-	6420164	Chr5B	8045653	8049351	-	8047502	1.0	1.0	collinear
gene:TraesCS5B02G004600	Chr5B	6467080	6476016	+	6471548	Chr5B	8094172	8102577	+	8098374	1.0	1.0	collinear
gene:TraesCS5B02G004700	Chr5B	6501236	6502261	+	6501748	Chr5B	8127952	8128977	+	8128464	1.0	1.0	collinear
gene:TraesCS5B02G004900	Chr5B	6622837	6626116	+	6624476	Chr5B	8210024	8213303	+	8211663	1.0	0.999	collinear
gene:TraesCS5B02G005000	Chr5B	6645267	6648830	+	6647048	Chr5B	8232306	8235745	+	8234025	0.998	0.975	collinear
gene:TraesCS5B02G005100	Chr5B	6650056	6654556	+	6652306	Chr5B	8236728	8240742	+	8238735	0.965	0.945	collinear
gene:TraesCS5B02G005500	Chr5B	6968208	6970169	+	6969188	Chr5B	9005190	9007157	-	9006173	1.0	0.98	collinear
gene:TraesCS5B02G005600	Chr5B	6965525	6975517	+	6970521	Chr5B	10556564	10575721	+	10566142	1.0	0.99	collinear
gene:TraesCS5B02G005700	Chr5B	7021141	7026614	-	7023877	Chr5B	10617040	10622513	-	10619776	1.0	0.999	collinear
gene:TraesCS5B02G005755	Chr5B	7068359	7071536	-	7069947	Chr5B	10663872	10666234	-	10665053	0.992	0.992	collinear
gene:TraesCS5B02G005800	Chr5B	7119761	7120042	-	7119901	Chr5B	10719338	10719619	-	10719478	1.0	1.0	collinear
gene:TraesCS5B02G005900	Chr5B	7148738	7149225	-	7148981	Chr5B	10748080	10748567	-	10748323	1.0	1.0	collinear
gene:TraesCS5B02G006000	Chr5B	7184206	7184957	-	7184581	Chr5B	10783480	10784231	-	10783855	1.0	1.0	collinear
gene:TraesCS5B02G006100	Chr5B	7304012	7304699	-	7304355	Chr5B	10902839	10903526	-	10903182	1.0	1.0	collinear
gene:TraesCS5B02G006200	Chr5B	7354948	7355435	-	7355191	Chr5B	10953292	10953779	-	10953535	1.0	1.0	collinear
gene:TraesCS5B02G006300	Chr5B	7382778	7383265	-	7383021	Chr5B	10980283	10980770	-	10980526	1.0	1.0	collinear
gene:TraesCS5B02G006400	Chr5B	7541069	7545930	-	7543499	Chr5B	11129544	11134042	-	11131793	0.97	0.97	collinear
gene:TraesCS5B02G006500	Chr5B	7706077	7709832	-	7707954	Chr5B	11294001	11297756	-	11295878	1.0	0.999	collinear
gene:TraesCS5B02G006600	Chr5B	7936224	7944965	-	7940594	Chr5B	11523904	11532644	-	11528274	1.0	1.0	collinear
gene:TraesCS5B02G006700	Chr5B	7995392	8007460	-	8001426	Chr5B	11582718	11594690	-	11588704	1.0	1.0	collinear
gene:TraesCS5B02G006800	Chr5B	8086615	8096868	+	8091741	Chr5B	11672636	11682889	+	11677762	1.0	0.999	collinear
gene:TraesCS5B02G006900	Chr5B	8171350	8176122	+	8173736	Chr5B	11756376	11761148	+	11758762	1.0	1.0	collinear
gene:TraesCS5B02G007000	Chr5B	8185879	8188188	-	8187033	Chr5B	11770259	11772570	-	11771414	1.0	1.0	collinear
gene:TraesCS5B02G007100	Chr5B	8342582	8344606	+	8343594	Chr5B	11924352	11926376	+	11925364	1.0	1.0	collinear
gene:TraesCS5B02G007200	Chr5B	8351751	8353860	+	8352805	Chr5B	11933520	11935629	+	11934574	1.0	0.999	collinear
gene:TraesCS5B02G007300	Chr5B	8374524	8379358	-	8376941	Chr5B	11956294	11961128	-	11958711	1.0	1.0	collinear
gene:TraesCS5B02G007400	Chr5B	8523932	8537816	+	8530874	Chr5B	12096821	12110706	+	12103763	1.0	1.0	collinear
gene:TraesCS5B02G007500	Chr5B	8538379	8545008	-	8541693	Chr5B	12111269	12117898	-	12114583	1.0	1.0	collinear
gene:TraesCS5B02G007600	Chr5B	8875269	8877667	-	8876468	Chr5B	12440236	12442643	-	12441439	1.0	1.0	collinear
gene:TraesCS5B02G007800	Chr5B	8905295	8919306	-	8912300	Chr5B	12470271	12484282	-	12477276	1.0	1.0	collinear
gene:TraesCS5B02G007900	Chr5B	8933272	8935785	-	8934528	Chr5B	12498245	12500758	-	12499501	1.0	1.0	collinear
gene:TraesCS5B02G008000	Chr5B	8936244	8937011	-	8936627	Chr5B	12501217	12501984	-	12501600	1.0	1.0	collinear
gene:TraesCS5B02G008100	Chr5B	8945172	8946074	-	8945623	Chr5B	12510145	12511047	-	12510596	1.0	1.0	collinear
gene:TraesCS5B02G008200	Chr5B	9009416	9010239	+	9009827	Chr5B	12574213	12575036	+	12574624	1.0	0.998	collinear
gene:TraesCS5B02G008300	Chr5B	9040754	9040975	+	9040864	Chr5B	12605548	12605769	+	12605658	1.0	1.0	collinear
gene:TraesCS5B02G008400	Chr5B	9044522	9047785	+	9046153	Chr5B	12609316	12612578	+	12610947	1.0	1.0	collinear
