gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS1B02G000300	Chr1B	711793	713476	+	712634	Chr1B	4274166	4275810	+	4274988	0.997	0.903	collinear
gene:TraesCS1B02G000600	Chr1B	1198799	1199794	+	1199296	Chr1B	5088474	5089652	-	5089063	1.0	0.974	collinear
gene:TraesCS1B02G000800	Chr1B	1203582	1207214	-	1205398	Chr1B	5082650	5085925	+	5084287	0.961	0.92	collinear
gene:TraesCS1B02G000900	Chr1B	1208687	1213090	-	1210888	Chr1B	5076928	5081034	+	5078981	0.921	0.92	collinear
gene:TraesCS1B02G001000	Chr1B	1248713	1255880	+	1252296	Chr1B	4998106	5005219	-	5001662	0.989	0.972	collinear
gene:TraesCS1B02G001100	Chr1B	1258800	1260681	+	1259740	Chr1B	4993331	4995179	-	4994255	1.0	0.986	collinear
gene:TraesCS1B02G001200	Chr1B	1265734	1266622	-	1266178	Chr1B	4987402	4988290	+	4987846	1.0	0.994	collinear
gene:TraesCS1B02G001500	Chr1B	1416127	1418511	+	1417319	Chr1B	4860055	4862435	-	4861245	1.0	0.999	collinear
gene:TraesCS1B02G001600	Chr1B	1419308	1422174	-	1420741	Chr1B	4856407	4859273	+	4857840	0.996	0.987	collinear
gene:TraesCS1B02G001700	Chr1B	1423557	1426829	-	1425193	Chr1B	4852292	4855400	+	4853846	0.998	0.984	collinear
gene:TraesCS1B02G001800	Chr1B	1430072	1436355	-	1433213	Chr1B	4842683	4848981	+	4845832	0.996	0.974	collinear
gene:TraesCS1B02G001900	Chr1B	1469939	1473067	+	1471503	Chr1B	4804972	4808061	-	4806516	1.0	0.987	collinear
gene:TraesCS1B02G002000	Chr1B	1522754	1534577	-	1528665	Chr1B	4667231	4678781	+	4673006	0.992	0.969	collinear
gene:TraesCS1B02G002700	Chr1B	1826151	1829429	-	1827790	Chr1B	1516462	1519727	-	1518094	0.996	0.981	collinear
gene:TraesCS1B02G004100	Chr1B	2354630	2357674	-	2356152	Chr1B	2518938	2521962	+	2520450	0.998	0.933	collinear
gene:TraesCS1B02G005200	Chr1B	3200087	3213520	+	3206803	Chr1B	4133189	4146296	-	4139742	0.996	0.991	collinear
gene:TraesCS1B02G006300	Chr1B	3923636	3931437	+	3927536	Chr1B	6272552	6284349	+	6278450	0.994	0.94	collinear
gene:TraesCS1B02G006700	Chr1B	3952346	3954184	+	3953265	Chr1B	6358014	6359852	+	6358933	1.0	0.976	collinear
gene:TraesCS1B02G007600	Chr1B	4219905	4221185	+	4220545	Chr1B	6468167	6469431	+	6468799	0.975	0.902	collinear
gene:TraesCS1B02G007800	Chr1B	4320651	4326770	-	4323710	Chr1B	6534225	6540083	-	6537154	1.0	0.993	collinear
gene:TraesCS1B02G007900	Chr1B	4340022	4343180	+	4341601	Chr1B	6572865	6576027	+	6574446	1.0	0.993	collinear
gene:TraesCS1B02G008000	Chr1B	4345220	4352718	-	4348969	Chr1B	6577969	6585357	-	6581663	1.0	0.995	collinear
gene:TraesCS1B02G008300	Chr1B	4480185	4481605	-	4480895	Chr1B	6891397	6892819	-	6892108	0.998	0.93	collinear
gene:TraesCS1B02G009300	Chr1B	4595787	4597245	-	4596516	Chr1B	6693544	6695002	-	6694273	1.0	1.0	collinear
gene:TraesCS1B02G009400	Chr1B	4632219	4646695	-	4639457	Chr1B	6730032	6744282	-	6737157	1.0	0.998	collinear
gene:TraesCS1B02G009500	Chr1B	4758811	4762395	-	4760603	Chr1B	6849461	6853055	-	6851258	0.998	0.991	collinear
gene:TraesCS1B02G009600	Chr1B	4785129	4791410	-	4788269	Chr1B	6875568	6881644	-	6878606	0.999	0.994	collinear
gene:TraesCS1B02G010400	Chr1B	4965664	4966572	+	4966118	Chr1B	6963160	6964068	+	6963614	1.0	0.995	collinear
gene:TraesCS1B02G010500	Chr1B	4991748	4992641	-	4992194	Chr1B	7005850	7006743	+	7006296	1.0	0.976	collinear
gene:TraesCS1B02G010600	Chr1B	5003864	5004817	-	5004340	Chr1B	6992462	6993415	+	6992938	1.0	0.977	collinear
gene:TraesCS1B02G010700	Chr1B	5056936	5058000	+	5057468	Chr1B	7054950	7056023	+	7055486	0.99	0.918	collinear
gene:TraesCS1B02G010900	Chr1B	5137077	5138111	+	5137594	Chr1B	7123752	7124771	+	7124261	0.985	0.982	collinear
gene:TraesCS1B02G011000	Chr1B	5142047	5142922	+	5142484	Chr1B	7128708	7129583	+	7129145	1.0	0.996	collinear
gene:TraesCS1B02G011100	Chr1B	5157094	5160358	+	5158726	Chr1B	7134595	7137853	+	7136224	0.995	0.994	collinear
gene:TraesCS1B02G011200	Chr1B	5159471	5159817	-	5159644	Chr1B	7136966	7137312	-	7137139	1.0	1.0	collinear
gene:TraesCS1B02G011300	Chr1B	5175575	5176186	+	5175880	Chr1B	7153098	7153709	+	7153403	1.0	1.0	collinear
gene:TraesCS1B02G011400	Chr1B	5177355	5177573	+	5177464	Chr1B	7154876	7155094	+	7154985	1.0	0.99	collinear
gene:TraesCS1B02G011471	Chr1B	5381333	5381602	-	5381467	Chr1B	7347087	7347338	-	7347212	0.933	0.922	collinear
gene:TraesCS1B02G012500	Chr1B	6069950	6073121	+	6071535	Chr1B	8052092	8055264	+	8053678	1.0	0.993	collinear
gene:TraesCS1B02G012600	Chr1B	6100154	6101020	+	6100587	Chr1B	8388010	8388876	+	8388443	1.0	0.99	collinear
gene:TraesCS1B02G012700	Chr1B	6111374	6114897	-	6113135	Chr1B	8395110	8398239	-	8396674	0.997	0.99	collinear
gene:TraesCS1B02G012800	Chr1B	6192939	6199163	+	6196051	Chr1B	8478098	8483957	+	8481027	0.937	0.928	collinear
gene:TraesCS1B02G013500	Chr1B	6436426	6437481	-	6436953	Chr1B	8781016	8782071	-	8781543	1.0	0.997	collinear
gene:TraesCS1B02G013600	Chr1B	6443685	6444927	-	6444306	Chr1B	8788273	8789515	-	8788894	1.0	1.0	collinear
gene:TraesCS1B02G013700	Chr1B	6456473	6456724	+	6456598	Chr1B	8800740	8800991	+	8800865	1.0	1.0	collinear
gene:TraesCS1B02G013800	Chr1B	6462742	6463043	+	6462892	Chr1B	8807006	8807307	+	8807156	1.0	0.996	collinear
gene:TraesCS1B02G013900	Chr1B	6473815	6477799	+	6475807	Chr1B	8818012	8821997	+	8820004	1.0	0.999	collinear
gene:TraesCS1B02G014000	Chr1B	6479152	6482613	+	6480882	Chr1B	8823187	8826645	+	8824916	1.0	0.999	collinear
gene:TraesCS1B02G014300	Chr1B	6745825	6747256	-	6746540	Chr1B	9089323	9090754	-	9090038	1.0	0.988	collinear
gene:TraesCS1B02G014500	Chr1B	7040245	7047567	+	7043906	Chr1B	7870762	7879083	-	7874922	0.965	0.934	collinear
