gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS3D02G038900	Chr3D	14446513	14449773	+	14448143	Chr3D	9528319	9531579	-	9529949	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G039000	Chr3D	14554414	14556491	-	14555452	Chr3D	9426087	9428164	+	9427125	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G039100	Chr3D	14556069	14556521	+	14556295	Chr3D	9426057	9426509	-	9426283	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G039200	Chr3D	14843569	14847679	+	14845624	Chr3D	9137674	9141577	-	9139625	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G039300	Chr3D	14947441	14948762	-	14948101	Chr3D	9037565	9038886	+	9038225	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G039400	Chr3D	14998818	15000168	+	14999493	Chr3D	8986905	8988255	-	8987580	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G039500	Chr3D	15025656	15031302	+	15028479	Chr3D	8956701	8962347	-	8959524	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G039600	Chr3D	15098732	15099052	-	15098892	Chr3D	8888931	8889251	+	8889091	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G039700	Chr3D	15099609	15100568	-	15100088	Chr3D	8887415	8888374	+	8887894	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G219600	Chr3D	299590798	299598189	+	299594493	Chr3D	322579650	322587041	-	322583345	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G219700	Chr3D	299599159	299603171	-	299601165	Chr3D	322574668	322578680	+	322576674	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G219800	Chr3D	299745268	299745435	+	299745351	Chr3D	322433302	322433469	-	322433385	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G219900	Chr3D	299906753	299911433	+	299909093	Chr3D	322268967	322273539	-	322271253	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G220000	Chr3D	299925063	299926866	-	299925964	Chr3D	322253534	322255337	+	322254435	1.0	1.0	rearrangement:Chr3D_block3
