gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS4D02G000100	Chr4D	410004	411353	-	410678	Chr4D	1970881	1972230	+	1971555	1.0	1.0	collinear
gene:TraesCS4D02G000200	Chr4D	459757	463413	+	461585	Chr4D	1918328	1921984	-	1920156	1.0	1.0	collinear
gene:TraesCS4D02G000300	Chr4D	463593	465530	-	464561	Chr4D	1916211	1918148	+	1917179	1.0	1.0	collinear
gene:TraesCS4D02G000400	Chr4D	465934	467579	-	466756	Chr4D	1914162	1915807	+	1914984	1.0	1.0	collinear
gene:TraesCS4D02G000500	Chr4D	475405	480227	+	477816	Chr4D	1901806	1906251	-	1904028	1.0	1.0	collinear
gene:TraesCS4D02G000600	Chr4D	536521	548551	+	542536	Chr4D	1833857	1845885	-	1839871	1.0	1.0	collinear
gene:TraesCS4D02G000700	Chr4D	606454	610258	-	608356	Chr4D	1776210	1780014	+	1778112	1.0	1.0	collinear
gene:TraesCS4D02G000800	Chr4D	610570	611973	+	611271	Chr4D	1774495	1775898	-	1775196	1.0	1.0	collinear
gene:TraesCS4D02G000900	Chr4D	613247	618294	-	615770	Chr4D	1768175	1773221	+	1770698	0.999	0.999	collinear
gene:TraesCS4D02G001000	Chr4D	628287	631577	+	629932	Chr4D	1756162	1759452	-	1757807	1.0	0.998	collinear
gene:TraesCS4D02G001100	Chr4D	663250	664073	+	663661	Chr4D	1725010	1725833	-	1725421	1.0	1.0	collinear
gene:TraesCS4D02G001200	Chr4D	738967	739353	+	739160	Chr4D	1650842	1651228	-	1651035	1.0	1.0	collinear
gene:TraesCS4D02G001300	Chr4D	762065	764320	-	763192	Chr4D	1627246	1629501	+	1628373	1.0	1.0	collinear
gene:TraesCS4D02G001400	Chr4D	1184737	1188140	+	1186438	Chr4D	1239034	1242437	-	1240735	1.0	1.0	collinear
gene:TraesCS4D02G001500	Chr4D	1197681	1199853	+	1198767	Chr4D	1227741	1229913	-	1228827	1.0	1.0	collinear
gene:TraesCS4D02G001600	Chr4D	1202412	1204113	-	1203262	Chr4D	1223481	1225182	+	1224331	1.0	1.0	collinear
