gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS3A02G000100	Chr3A	14528	17889	-	16208	Chr3A	2020854	2024215	+	2022534	1.0	1.0	collinear
gene:TraesCS3A02G000200	Chr3A	41683	44884	-	43283	Chr3A	2028110	2031311	+	2029710	1.0	0.999	collinear
gene:TraesCS3A02G000300	Chr3A	84561	87232	-	85896	Chr3A	1966842	1969402	+	1968122	0.953	0.95	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	1919428	1921718	+	1920573	1.0	0.993	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	1873850	1875766	+	1874808	0.97	0.958	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	1844934	1848218	+	1846576	1.0	0.998	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	1685221	1688383	+	1686802	1.0	0.982	collinear
gene:TraesCS3A02G000900	Chr3A	409621	416203	-	412912	Chr3A	1673106	1679614	+	1676360	0.966	0.952	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	1635060	1637778	-	1636419	1.0	0.998	collinear
gene:TraesCS3A02G001200	Chr3A	437746	441793	+	439769	Chr3A	1626217	1630261	-	1628239	0.998	0.997	collinear
gene:TraesCS3A02G001300	Chr3A	912044	912421	-	912232	Chr3A	445211	445587	-	445399	0.997	0.992	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	594512	598320	+	596416	0.992	0.987	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	629774	634009	-	631891	1.0	0.992	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	1143277	1148288	+	1145782	1.0	0.994	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	1152041	1154595	-	1153318	0.942	0.92	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	1163308	1164317	-	1163812	0.968	0.953	collinear
gene:TraesCS3A02G002000	Chr3A	1328508	1329908	-	1329208	Chr3A	1166088	1167448	-	1166768	0.958	0.942	collinear
gene:TraesCS3A02G002100	Chr3A	1380918	1383491	+	1382204	Chr3A	1218131	1220707	+	1219419	1.0	0.993	collinear
gene:TraesCS3A02G002200	Chr3A	1389037	1389428	-	1389232	Chr3A	1226272	1226663	-	1226467	1.0	1.0	collinear
gene:TraesCS3A02G002300	Chr3A	1392585	1394247	-	1393416	Chr3A	1229981	1231559	-	1230770	0.973	0.949	collinear
gene:TraesCS3A02G002400	Chr3A	1514278	1514782	+	1514530	Chr3A	2394410	2394916	+	2394663	0.998	0.972	collinear
gene:TraesCS3A02G002500	Chr3A	1519343	1519759	+	1519551	Chr3A	2400354	2400770	+	2400562	1.0	0.997	collinear
gene:TraesCS3A02G002700	Chr3A	1593227	1593658	+	1593442	Chr3A	2301166	2301589	+	2301377	0.981	0.962	collinear
gene:TraesCS3A02G003100	Chr3A	1769601	1770008	+	1769804	Chr3A	2551323	2551730	+	2551526	1.0	0.985	collinear
gene:TraesCS3A02G003200	Chr3A	1780395	1782252	+	1781323	Chr3A	2557669	2559526	+	2558597	1.0	0.979	collinear
gene:TraesCS3A02G003300	Chr3A	1789588	1790065	+	1789826	Chr3A	2568416	2568893	+	2568654	1.0	0.976	collinear
gene:TraesCS3A02G003500	Chr3A	1885671	1886377	+	1886024	Chr3A	2582454	2583160	+	2582807	1.0	0.974	collinear
gene:TraesCS3A02G003600	Chr3A	1896509	1898746	-	1897627	Chr3A	2595839	2598094	-	2596966	0.997	0.937	collinear
gene:TraesCS3A02G003800	Chr3A	1919555	1923009	+	1921282	Chr3A	2610954	2614393	+	2612673	1.0	0.996	collinear
gene:TraesCS3A02G005500	Chr3A	6891942	6899514	-	6895728	Chr3A	2741560	2746021	-	2743790	0.934	0.91	collinear
gene:TraesCS3A02G005600	Chr3A	7124999	7125736	-	7125367	Chr3A	2838437	2839162	-	2838799	0.983	0.967	collinear
gene:TraesCS3A02G005800	Chr3A	7164556	7165185	+	7164870	Chr3A	2855569	2856198	+	2855883	1.0	0.984	collinear
gene:TraesCS3A02G005900	Chr3A	7200517	7201780	-	7201148	Chr3A	2870663	2871929	-	2871296	1.0	0.99	collinear
gene:TraesCS3A02G006000	Chr3A	7214595	7215368	-	7214981	Chr3A	2921478	2922247	-	2921862	0.994	0.976	collinear
gene:TraesCS3A02G006100	Chr3A	7254324	7260233	+	7257278	Chr3A	2979339	2985254	+	2982296	0.984	0.976	collinear
gene:TraesCS3A02G006300	Chr3A	7273333	7275112	-	7274222	Chr3A	3004990	3006760	-	3005875	0.995	0.973	collinear
gene:TraesCS3A02G006400	Chr3A	7278992	7280206	-	7279599	Chr3A	3010631	3011869	-	3011250	0.995	0.938	collinear
gene:TraesCS3A02G006600	Chr3A	7294362	7297912	+	7296137	Chr3A	3098002	3101391	+	3099696	1.0	0.992	collinear
gene:TraesCS3A02G006900	Chr3A	7384784	7389062	-	7386923	Chr3A	3142091	3145379	-	3143735	0.994	0.914	collinear
gene:TraesCS3A02G007000	Chr3A	7432258	7432761	-	7432509	Chr3A	3154831	3155334	-	3155082	1.0	0.978	collinear
gene:TraesCS3A02G007100	Chr3A	7436857	7439060	-	7437958	Chr3A	3159638	3161937	-	3160787	0.995	0.971	collinear
gene:TraesCS3A02G007200	Chr3A	7469796	7474094	-	7471945	Chr3A	3188965	3193227	-	3191096	1.0	0.988	collinear
gene:TraesCS3A02G007300	Chr3A	7474899	7476900	-	7475899	Chr3A	3194032	3196033	-	3195032	1.0	1.0	collinear
gene:TraesCS3A02G007400	Chr3A	7497308	7500211	-	7498759	Chr3A	3216286	3219189	-	3217737	1.0	0.998	collinear
gene:TraesCS3A02G007500	Chr3A	7653355	7653726	+	7653540	Chr3A	3364715	3365086	+	3364900	1.0	1.0	collinear
gene:TraesCS3A02G007600	Chr3A	7655397	7656793	+	7656095	Chr3A	3366757	3368153	+	3367455	1.0	1.0	collinear
gene:TraesCS3A02G007700	Chr3A	7781523	7782418	+	7781970	Chr3A	3506160	3507055	+	3506607	1.0	1.0	collinear
gene:TraesCS3A02G007800	Chr3A	7788947	7791684	-	7790315	Chr3A	3513583	3516321	-	3514952	1.0	1.0	collinear
gene:TraesCS3A02G007900	Chr3A	7819924	7821515	+	7820719	Chr3A	3543523	3545114	+	3544318	1.0	1.0	collinear
gene:TraesCS3A02G008000	Chr3A	7918329	7929294	-	7923811	Chr3A	3641639	3652267	-	3646953	1.0	1.0	collinear
gene:TraesCS3A02G008100	Chr3A	7948592	7952410	+	7950501	Chr3A	3669995	3673808	+	3671901	0.998	0.998	collinear
gene:TraesCS3A02G008200	Chr3A	8032629	8040119	+	8036374	Chr3A	3754938	3762428	+	3758683	1.0	1.0	collinear
gene:TraesCS3A02G008300	Chr3A	8063647	8067002	+	8065324	Chr3A	3785498	3788853	+	3787175	1.0	0.994	collinear
gene:TraesCS3A02G008400	Chr3A	8149662	8150210	-	8149936	Chr3A	3871229	3871777	-	3871503	1.0	1.0	collinear
