gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS4B02G000300	Chr4B	233604	235207	-	234405	Chr4B	3958264	3959830	+	3959047	0.958	0.922	collinear
gene:TraesCS4B02G000400	Chr4B	235554	237151	-	236352	Chr4B	3956320	3957917	+	3957118	1.0	0.998	collinear
gene:TraesCS4B02G000500	Chr4B	536859	540040	-	538449	Chr4B	2862552	2865764	-	2864158	0.98	0.928	collinear
gene:TraesCS4B02G000600	Chr4B	556850	559568	-	558209	Chr4B	2872919	2875641	-	2874280	1.0	0.995	collinear
gene:TraesCS4B02G000700	Chr4B	593305	593700	+	593502	Chr4B	2909162	2909557	+	2909359	1.0	1.0	collinear
gene:TraesCS4B02G000800	Chr4B	606792	608698	-	607745	Chr4B	2922649	2924555	-	2923602	1.0	1.0	collinear
gene:TraesCS4B02G000900	Chr4B	621192	623232	-	622212	Chr4B	2936801	2938841	-	2937821	1.0	0.999	collinear
gene:TraesCS4B02G001000	Chr4B	639894	640937	-	640415	Chr4B	2955508	2956551	-	2956029	1.0	1.0	collinear
gene:TraesCS4B02G001100	Chr4B	652667	654439	-	653553	Chr4B	2968107	2969877	-	2968992	0.998	0.998	collinear
gene:TraesCS4B02G001200	Chr4B	804929	806039	-	805484	Chr4B	3115895	3117005	-	3116450	1.0	1.0	collinear
gene:TraesCS4B02G001300	Chr4B	807708	809435	+	808571	Chr4B	3118674	3120401	+	3119537	0.999	0.998	collinear
gene:TraesCS4B02G001400	Chr4B	811058	811978	-	811518	Chr4B	3121949	3122869	-	3122409	1.0	0.996	collinear
gene:TraesCS4B02G001500	Chr4B	824217	826230	-	825223	Chr4B	3134806	3136771	-	3135788	0.975	0.973	collinear
gene:TraesCS4B02G001600	Chr4B	1046619	1049898	-	1048258	Chr4B	3330850	3334131	-	3332490	1.0	0.994	collinear
gene:TraesCS4B02G001700	Chr4B	1055642	1057009	+	1056325	Chr4B	3348321	3349694	+	3349007	1.0	0.967	collinear
gene:TraesCS4B02G001800	Chr4B	1055540	1057158	-	1056349	Chr4B	3348219	3349843	-	3349031	1.0	0.972	collinear
gene:TraesCS4B02G001900	Chr4B	1080301	1080693	-	1080497	Chr4B	3372913	3373302	-	3373107	0.992	0.966	collinear
gene:TraesCS4B02G002000	Chr4B	1101906	1102898	+	1102402	Chr4B	3394135	3395151	+	3394643	1.0	0.974	collinear
gene:TraesCS4B02G002100	Chr4B	1135933	1136559	+	1136246	Chr4B	3426284	3426910	+	3426597	1.0	0.992	collinear
gene:TraesCS4B02G002200	Chr4B	1198805	1199422	-	1199113	Chr4B	3476244	3476873	-	3476558	1.0	0.973	collinear
gene:TraesCS4B02G002300	Chr4B	1243148	1246366	-	1244757	Chr4B	3508030	3511275	-	3509652	0.998	0.985	collinear
gene:TraesCS4B02G002400	Chr4B	1257749	1263057	+	1260403	Chr4B	3520603	3525921	+	3523262	1.0	0.992	collinear
gene:TraesCS4B02G002500	Chr4B	1264008	1265225	-	1264616	Chr4B	3527342	3528577	-	3527959	1.0	0.983	collinear
gene:TraesCS4B02G002600	Chr4B	1316142	1320257	+	1318199	Chr4B	3569079	3573213	+	3571146	0.999	0.991	collinear
gene:TraesCS4B02G002700	Chr4B	1321134	1325121	-	1323127	Chr4B	3574086	3578024	-	3576055	0.985	0.984	collinear
gene:TraesCS4B02G002800	Chr4B	1696842	1698167	+	1697504	Chr4B	2252239	2253542	-	2252890	0.969	0.944	collinear
gene:TraesCS4B02G002900	Chr4B	1768549	1772568	+	1770558	Chr4B	2198574	2202593	-	2200583	1.0	0.998	collinear
gene:TraesCS4B02G003000	Chr4B	1774015	1778545	+	1776280	Chr4B	2192703	2197127	-	2194915	1.0	1.0	collinear
gene:TraesCS4B02G003100	Chr4B	1780942	1785316	+	1783129	Chr4B	2186041	2190415	-	2188228	1.0	1.0	collinear
gene:TraesCS4B02G003200	Chr4B	1786160	1790191	+	1788175	Chr4B	2181167	2185198	-	2183182	1.0	0.999	collinear
gene:TraesCS4B02G003300	Chr4B	1851740	1855595	+	1853667	Chr4B	2116401	2120257	-	2118329	1.0	0.989	collinear
gene:TraesCS4B02G003500	Chr4B	2035618	2039760	-	2037689	Chr4B	2082220	2086666	+	2084443	0.998	0.991	collinear
gene:TraesCS4B02G003600	Chr4B	2148325	2150431	+	2149378	Chr4B	1781398	1783502	-	1782450	1.0	0.997	collinear
gene:TraesCS4B02G003800	Chr4B	2379393	2380168	-	2379780	Chr4B	1584792	1585567	+	1585179	1.0	0.996	collinear
gene:TraesCS4B02G004300	Chr4B	2775240	2776105	+	2775672	Chr4B	66777	67634	+	67205	0.99	0.98	collinear
gene:TraesCS4B02G004400	Chr4B	3287795	3290128	-	3288961	Chr4B	679595	682107	-	680851	1.0	0.994	collinear
gene:TraesCS4B02G004500	Chr4B	3290186	3295709	-	3292947	Chr4B	682165	687712	-	684938	1.0	0.984	collinear
gene:TraesCS4B02G005000	Chr4B	3710616	3713985	-	3712300	Chr4B	4375628	4378996	-	4377312	0.999	0.997	collinear
gene:TraesCS4B02G005500	Chr4B	3820826	3822385	+	3821605	Chr4B	4420351	4421895	+	4421123	0.99	0.987	collinear
gene:TraesCS4B02G005600	Chr4B	3829608	3831374	-	3830491	Chr4B	4429125	4430891	-	4430008	1.0	0.997	collinear
gene:TraesCS4B02G005700	Chr4B	3831797	3834248	+	3833022	Chr4B	4431314	4433764	+	4432539	1.0	0.995	collinear
gene:TraesCS4B02G006000	Chr4B	3865661	3867670	-	3866665	Chr4B	4537355	4539340	-	4538347	0.98	0.927	collinear
gene:TraesCS4B02G006100	Chr4B	3893173	3897850	+	3895511	Chr4B	4563882	4568561	+	4566221	1.0	0.997	collinear
gene:TraesCS4B02G006200	Chr4B	3902814	3907002	-	3904908	Chr4B	4573518	4577707	-	4575612	1.0	0.997	collinear
gene:TraesCS4B02G006500	Chr4B	4330450	4333217	-	4331833	Chr4B	6684100	6686874	+	6685487	1.0	0.987	collinear
gene:TraesCS4B02G006600	Chr4B	4516943	4520618	+	4518780	Chr4B	6494225	6497685	-	6495955	0.996	0.992	collinear
gene:TraesCS4B02G006700	Chr4B	4520661	4526800	-	4523730	Chr4B	6488037	6494182	+	6491109	1.0	1.0	collinear
gene:TraesCS4B02G006800	Chr4B	4536418	4540354	-	4538386	Chr4B	6474702	6478676	+	6476689	1.0	0.99	collinear
gene:TraesCS4B02G006900	Chr4B	4708107	4711615	-	4709861	Chr4B	6304753	6308261	+	6306507	1.0	1.0	collinear
gene:TraesCS4B02G007000	Chr4B	4718152	4720974	+	4719563	Chr4B	6295393	6298215	-	6296804	1.0	0.998	collinear
gene:TraesCS4B02G007100	Chr4B	4848415	4852836	+	4850625	Chr4B	6174063	6178566	-	6176314	0.985	0.951	collinear
gene:TraesCS4B02G007300	Chr4B	4894204	4897519	+	4895861	Chr4B	6128219	6131552	-	6129885	1.0	0.98	collinear
gene:TraesCS4B02G007400	Chr4B	4951076	4955090	-	4953083	Chr4B	6116291	6120304	+	6118297	1.0	0.995	collinear
gene:TraesCS4B02G007500	Chr4B	4990514	4994422	+	4992468	Chr4B	6077381	6081249	-	6079315	0.987	0.985	collinear
gene:TraesCS4B02G008000	Chr4B	5359440	5363973	+	5361706	Chr4B	5873205	5877523	-	5875364	0.968	0.911	collinear
gene:TraesCS4B02G008100	Chr4B	5405875	5410019	+	5407947	Chr4B	5843438	5847792	-	5845615	1.0	0.919	collinear
gene:TraesCS4B02G008300	Chr4B	5458308	5460603	-	5459455	Chr4B	5755599	5758006	+	5756802	0.976	0.909	collinear
gene:TraesCS4B02G008400	Chr4B	5466038	5468623	+	5467330	Chr4B	5733146	5735903	-	5734524	0.995	0.98	collinear
gene:TraesCS4B02G008500	Chr4B	5522539	5523185	+	5522862	Chr4B	5668741	5669387	-	5669064	1.0	0.956	collinear
gene:TraesCS4B02G008700	Chr4B	5532009	5532652	+	5532330	Chr4B	5661384	5662027	-	5661705	1.0	0.951	collinear
gene:TraesCS4B02G008800	Chr4B	5533731	5534366	-	5534048	Chr4B	5646880	5647515	+	5647197	1.0	0.959	collinear
gene:TraesCS4B02G009000	Chr4B	5779413	5781833	-	5780623	Chr4B	5342873	5345286	+	5344079	0.994	0.941	collinear
gene:TraesCS4B02G009100	Chr4B	5932192	5935232	-	5933712	Chr4B	5254549	5257589	+	5256069	1.0	1.0	collinear
gene:TraesCS4B02G009200	Chr4B	6008015	6011995	+	6010005	Chr4B	5179045	5183025	-	5181035	1.0	1.0	collinear
gene:TraesCS4B02G009300	Chr4B	6029575	6030542	+	6030058	Chr4B	5160496	5161463	-	5160979	1.0	1.0	collinear
gene:TraesCS4B02G009400	Chr4B	6033807	6035556	+	6034681	Chr4B	5155475	5157230	-	5156352	1.0	0.983	collinear
gene:TraesCS4B02G009500	Chr4B	6039104	6042537	+	6040820	Chr4B	5148461	5151897	-	5150179	1.0	0.996	collinear
gene:TraesCS4B02G009600	Chr4B	6060805	6061749	+	6061277	Chr4B	5129274	5130218	-	5129746	1.0	0.991	collinear
gene:TraesCS4B02G009700	Chr4B	6083791	6085326	+	6084558	Chr4B	5105874	5107409	-	5106641	1.0	0.997	collinear
gene:TraesCS4B02G009800	Chr4B	6139622	6141614	+	6140618	Chr4B	5043829	5045861	-	5044845	0.997	0.963	collinear
gene:TraesCS4B02G009900	Chr4B	6145862	6150103	+	6147982	Chr4B	5026589	5030617	-	5028603	0.97	0.935	collinear
gene:TraesCS4B02G010000	Chr4B	6535970	6541370	-	6538670	Chr4B	6963763	6969060	-	6966411	0.953	0.951	collinear
gene:TraesCS4B02G010100	Chr4B	6636541	6642101	-	6639321	Chr4B	7845095	7850502	+	7847798	1.0	0.999	collinear
gene:TraesCS4B02G010200	Chr4B	6955052	6958533	-	6956792	Chr4B	7518676	7522159	+	7520417	1.0	0.994	collinear
gene:TraesCS4B02G010300	Chr4B	7031547	7034953	-	7033250	Chr4B	7424735	7428141	+	7426438	1.0	1.0	collinear
gene:TraesCS4B02G010400	Chr4B	7037317	7043327	-	7040322	Chr4B	7416499	7422372	+	7419435	1.0	0.999	collinear
gene:TraesCS4B02G010500	Chr4B	7043345	7047080	-	7045212	Chr4B	7412746	7416481	+	7414613	1.0	1.0	collinear
gene:TraesCS4B02G010600	Chr4B	7101721	7102639	+	7102180	Chr4B	7357082	7358000	-	7357541	1.0	1.0	collinear
gene:TraesCS4B02G010700	Chr4B	7170561	7173535	+	7172048	Chr4B	7287427	7290401	-	7288914	1.0	1.0	collinear
gene:TraesCS4B02G010800	Chr4B	7217474	7220561	+	7219017	Chr4B	7241385	7244471	-	7242928	1.0	1.0	collinear
gene:TraesCS4B02G010900	Chr4B	7263071	7265978	+	7264524	Chr4B	7196867	7199774	-	7198320	1.0	1.0	collinear
gene:TraesCS4B02G011000	Chr4B	7308581	7311528	+	7310054	Chr4B	7152223	7155170	-	7153696	1.0	1.0	collinear
gene:TraesCS4B02G011100	Chr4B	7353498	7356378	+	7354938	Chr4B	7108021	7110901	-	7109461	1.0	1.0	collinear
gene:TraesCS4B02G011200	Chr4B	7375568	7378768	+	7377168	Chr4B	7086463	7089663	-	7088063	1.0	1.0	collinear
gene:TraesCS4B02G011300	Chr4B	7381413	7384405	+	7382909	Chr4B	7080826	7083818	-	7082322	1.0	1.0	collinear
gene:TraesCS4B02G011400	Chr4B	7398419	7406081	+	7402250	Chr4B	7059395	7066812	-	7063103	1.0	1.0	collinear
gene:TraesCS4B02G011500	Chr4B	7462803	7465700	+	7464251	Chr4B	6974674	6977571	-	6976122	1.0	0.998	collinear
gene:TraesCS4B02G011700	Chr4B	7540783	7543974	+	7542378	Chr4B	7905893	7909084	+	7907488	1.0	1.0	collinear
gene:TraesCS4B02G011800	Chr4B	7761518	7763179	+	7762348	Chr4B	8129025	8130686	+	8129855	1.0	0.997	collinear
gene:TraesCS4B02G011900	Chr4B	7769707	7774645	+	7772176	Chr4B	8137213	8142151	+	8139682	1.0	1.0	collinear
gene:TraesCS4B02G012000	Chr4B	7807874	7816228	-	7812051	Chr4B	8175190	8183510	-	8179350	1.0	1.0	collinear
gene:TraesCS4B02G012100	Chr4B	7815286	7822354	-	7818820	Chr4B	8182568	8189635	-	8186101	1.0	1.0	collinear
gene:TraesCS4B02G012200	Chr4B	7830723	7831784	-	7831253	Chr4B	8198004	8199065	-	8198534	1.0	1.0	collinear
gene:TraesCS4B02G012300	Chr4B	7856900	7858929	+	7857914	Chr4B	8224164	8226193	+	8225178	1.0	1.0	collinear
gene:TraesCS4B02G012400	Chr4B	7885349	7889871	-	7887610	Chr4B	8252294	8256816	-	8254555	1.0	1.0	collinear
gene:TraesCS4B02G012500	Chr4B	7894984	7896645	-	7895814	Chr4B	8261929	8263590	-	8262759	1.0	0.997	collinear
gene:TraesCS4B02G012700	Chr4B	8117238	8119321	+	8118279	Chr4B	8478099	8480178	+	8479138	1.0	0.99	collinear
gene:TraesCS4B02G012800	Chr4B	8206282	8208398	+	8207340	Chr4B	8566863	8568979	+	8567921	1.0	1.0	collinear
gene:TraesCS4B02G012900	Chr4B	8366315	8368779	+	8367547	Chr4B	8728665	8731129	+	8729897	1.0	1.0	collinear
gene:TraesCS4B02G013100	Chr4B	8980605	8983985	-	8982295	Chr4B	9332519	9335897	-	9334208	1.0	1.0	collinear
gene:TraesCS4B02G013200	Chr4B	9385719	9388103	+	9386911	Chr4B	9701197	9703581	+	9702389	1.0	1.0	collinear
gene:TraesCS4B02G013300	Chr4B	9430053	9434306	+	9432179	Chr4B	9745162	9749415	+	9747288	1.0	1.0	collinear
gene:TraesCS4B02G013400	Chr4B	9514869	9518509	-	9516689	Chr4B	9829971	9833611	-	9831791	1.0	1.0	collinear
gene:TraesCS4B02G013500	Chr4B	9676275	9683977	+	9680126	Chr4B	9987972	9995674	+	9991823	1.0	1.0	collinear
gene:TraesCS4B02G013600	Chr4B	9690780	9692495	+	9691637	Chr4B	10002475	10004190	+	10003332	1.0	1.0	collinear
gene:TraesCS4B02G013700	Chr4B	9694317	9696626	+	9695471	Chr4B	10006012	10008321	+	10007166	1.0	1.0	collinear
gene:TraesCS4B02G013800	Chr4B	9703654	9707997	-	9705825	Chr4B	10015173	10019516	-	10017344	1.0	0.999	collinear
gene:TraesCS4B02G014000	Chr4B	9946047	9947816	-	9946931	Chr4B	10509400	10511169	-	10510284	1.0	1.0	collinear
gene:TraesCS4B02G014100	Chr4B	9949855	9952899	-	9951377	Chr4B	10514469	10517512	-	10515990	0.999	0.999	collinear
gene:TraesCS4B02G014200	Chr4B	9954306	9958428	+	9956367	Chr4B	10518919	10523040	+	10520979	1.0	1.0	collinear
gene:TraesCS4B02G014300	Chr4B	10436761	10437632	+	10437196	Chr4B	11000241	11001112	+	11000676	1.0	1.0	collinear
