gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS5B02G001600	Chr5B	2558977	2563902	-	2561439	Chr5B	339921	344700	-	342310	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G001700	Chr5B	2570828	2574624	-	2572726	Chr5B	351626	355422	-	353524	1.0	0.999	rearrangement:Chr5B_block1
gene:TraesCS5B02G001800	Chr5B	2581312	2585281	+	2583296	Chr5B	362110	366079	+	364094	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G001900	Chr5B	2612913	2614391	-	2613652	Chr5B	393410	394888	-	394149	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002000	Chr5B	2805491	2806938	+	2806214	Chr5B	585131	586578	+	585854	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002100	Chr5B	2883487	2884992	+	2884239	Chr5B	662453	663958	+	663205	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002200	Chr5B	3449225	3449773	-	3449499	Chr5B	1220549	1221097	-	1220823	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002300	Chr5B	3474782	3475968	+	3475375	Chr5B	1246106	1247292	+	1246699	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002400	Chr5B	3849532	3862578	-	3856055	Chr5B	1620649	1632695	-	1626672	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002500	Chr5B	3867064	3867802	-	3867433	Chr5B	1637183	1637921	-	1637552	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002600	Chr5B	3917424	3923351	-	3920387	Chr5B	1685345	1691272	-	1688308	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002700	Chr5B	4059784	4060323	-	4060053	Chr5B	1827417	1827956	-	1827686	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002800	Chr5B	4061095	4061457	+	4061276	Chr5B	1828728	1829090	+	1828909	1.0	0.997	rearrangement:Chr5B_block2
gene:TraesCS5B02G004600	Chr5B	6467080	6476016	+	6471548	Chr5B	4752806	4761351	-	4757078	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G004700	Chr5B	6501236	6502261	+	6501748	Chr5B	4726487	4727512	-	4726999	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G004800	Chr5B	6570469	6587252	+	6578860	Chr5B	4642390	4659167	-	4650778	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G004900	Chr5B	6622837	6626116	+	6624476	Chr5B	4603951	4607230	-	4605590	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G005000	Chr5B	6645267	6648830	+	6647048	Chr5B	4581384	4584947	-	4583165	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G005100	Chr5B	6650056	6654556	+	6652306	Chr5B	4575953	4580453	-	4578203	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G005200	Chr5B	6659370	6677496	+	6668433	Chr5B	4553012	4571138	-	4562075	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G005300	Chr5B	6834483	6837707	-	6836095	Chr5B	4383271	4386495	+	4384883	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G005400	Chr5B	6918180	6927740	-	6922960	Chr5B	4293810	4303371	+	4298590	1.0	0.999	rearrangement:Chr5B_block3
gene:TraesCS5B02G005500	Chr5B	6968208	6970169	+	6969188	Chr5B	4251963	4253924	-	4252943	1.0	0.999	rearrangement:Chr5B_block3
