gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS6B02G199400	Chr6B	239283250	239284710	+	239283980	Chr6B	244032574	244034034	+	244033304	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G199500	Chr6B	239282810	239290949	-	239286879	Chr6B	244032134	244040118	-	244036126	0.999	0.998	rearrangement:Chr6B_block1
gene:TraesCS6B02G199600	Chr6B	239308906	239316313	+	239312609	Chr6B	244058081	244065319	+	244061700	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G199700	Chr6B	239355837	239366372	+	239361104	Chr6B	244099736	244110178	+	244104957	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G199800	Chr6B	239728953	239730211	+	239729582	Chr6B	244480814	244482072	+	244481443	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G199900	Chr6B	239735046	239737697	+	239736371	Chr6B	244486886	244489538	+	244488212	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G200000	Chr6B	239868186	239871759	-	239869972	Chr6B	244618370	244621943	-	244620156	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G200100	Chr6B	239913105	239914211	+	239913658	Chr6B	244662868	244663962	+	244663415	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G200200	Chr6B	240038271	240043589	+	240040930	Chr6B	244789798	244795117	+	244792457	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G200300	Chr6B	240044612	240056830	-	240050721	Chr6B	244796140	244808358	-	244802249	0.999	0.998	rearrangement:Chr6B_block1
gene:TraesCS6B02G200400	Chr6B	240244282	240250514	-	240247398	Chr6B	244993265	244998970	-	244996117	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G200500	Chr6B	240307283	240308645	-	240307964	Chr6B	245055683	245057045	-	245056364	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G200600	Chr6B	240323332	240331383	+	240327357	Chr6B	245079811	245091589	+	245085700	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G200700	Chr6B	240331629	240333221	-	240332425	Chr6B	245091834	245093426	-	245092630	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G200800	Chr6B	240382085	240383565	+	240382825	Chr6B	245141212	245142691	+	245141951	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G200900	Chr6B	240384591	240384929	+	240384760	Chr6B	245143717	245144055	+	245143886	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G201000	Chr6B	240385697	240392683	-	240389190	Chr6B	245144820	245151538	-	245148179	1.0	0.995	rearrangement:Chr6B_block1
gene:TraesCS6B02G201100	Chr6B	240400575	240402892	+	240401733	Chr6B	245159424	245161721	+	245160572	0.982	0.979	rearrangement:Chr6B_block1
gene:TraesCS6B02G201300	Chr6B	243268240	243270605	-	243269422	Chr6B	248065664	248069709	-	248067686	1.0	0.995	rearrangement:Chr6B_block2
gene:TraesCS6B02G201400	Chr6B	244850346	244851694	-	244851020	Chr6B	249684417	249685761	-	249685089	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B02G201500	Chr6B	245591135	245592616	+	245591875	Chr6B	250419623	250421104	+	250420363	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G201600	Chr6B	245974271	245978078	+	245976174	Chr6B	250803371	250807178	+	250805274	1.0	0.999	rearrangement:Chr6B_block2
gene:TraesCS6B02G201700	Chr6B	245984540	245985891	-	245985215	Chr6B	250813616	250814968	-	250814292	1.0	0.999	rearrangement:Chr6B_block2
gene:TraesCS6B02G201800	Chr6B	245993968	245997304	-	245995636	Chr6B	250823045	250826382	-	250824713	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B02G201900	Chr6B	246676114	246678002	-	246677058	Chr6B	251615619	251617507	-	251616563	1.0	0.999	rearrangement:Chr6B_block2
gene:TraesCS6B02G202000	Chr6B	246682366	246690620	-	246686493	Chr6B	251621873	251630119	-	251625996	1.0	0.994	rearrangement:Chr6B_block2
