gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS2A02G000100	Chr2A	249837	258387	+	254112	Chr2A	253469	262017	+	257743	0.999	0.999	collinear
gene:TraesCS2A02G000200	Chr2A	258830	262973	-	260901	Chr2A	262460	266603	-	264531	1.0	1.0	collinear
gene:TraesCS2A02G000300	Chr2A	272124	273067	-	272595	Chr2A	275885	276828	-	276356	1.0	0.998	collinear
gene:TraesCS2A02G000400	Chr2A	278821	289215	+	284018	Chr2A	282586	292618	+	287602	0.998	0.998	collinear
gene:TraesCS2A02G000500	Chr2A	326106	327106	-	326606	Chr2A	329513	330513	-	330013	1.0	1.0	collinear
gene:TraesCS2A02G000600	Chr2A	389168	391345	+	390256	Chr2A	392228	394405	+	393316	1.0	0.999	collinear
gene:TraesCS2A02G000700	Chr2A	396124	400932	-	398528	Chr2A	399161	404117	-	401639	0.995	0.995	collinear
gene:TraesCS2A02G000800	Chr2A	473496	474573	-	474034	Chr2A	475254	476313	-	475783	1.0	0.998	collinear
gene:TraesCS2A02G001000	Chr2A	512885	516471	+	514678	Chr2A	513152	516738	+	514945	1.0	1.0	collinear
gene:TraesCS2A02G001100	Chr2A	525386	528729	+	527057	Chr2A	525461	528804	+	527132	1.0	0.999	collinear
gene:TraesCS2A02G001200	Chr2A	529346	533102	-	531224	Chr2A	529421	533173	-	531297	1.0	1.0	collinear
gene:TraesCS2A02G001300	Chr2A	533300	536209	+	534754	Chr2A	533371	536280	+	534825	1.0	0.998	collinear
gene:TraesCS2A02G001400	Chr2A	562911	565826	-	564368	Chr2A	618955	621870	-	620412	1.0	0.995	collinear
gene:TraesCS2A02G001600	Chr2A	658359	660448	+	659403	Chr2A	824080	826152	+	825116	0.985	0.978	collinear
gene:TraesCS2A02G001700	Chr2A	662867	665222	+	664044	Chr2A	827022	829367	+	828194	0.993	0.985	collinear
gene:TraesCS2A02G001800	Chr2A	715377	716198	+	715787	Chr2A	873774	874539	+	874156	0.931	0.927	collinear
gene:TraesCS2A02G001900	Chr2A	746916	747789	+	747352	Chr2A	913287	914160	+	913723	1.0	0.994	collinear
gene:TraesCS2A02G002000	Chr2A	819919	820675	+	820297	Chr2A	992186	992942	+	992564	1.0	0.986	collinear
gene:TraesCS2A02G002100	Chr2A	1163741	1165344	-	1164542	Chr2A	1237179	1238782	-	1237980	1.0	1.0	collinear
gene:TraesCS2A02G002400	Chr2A	1364422	1365450	-	1364936	Chr2A	1432098	1433126	-	1432612	1.0	1.0	collinear
gene:TraesCS2A02G002500	Chr2A	1370229	1381768	-	1375998	Chr2A	1437905	1449562	-	1443733	1.0	0.951	collinear
gene:TraesCS2A02G002600	Chr2A	1608666	1609163	+	1608914	Chr2A	1673972	1674469	+	1674220	1.0	1.0	collinear
