gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS3B02G028800	Chr3B	12399968	12401363	-	12400665	Chr3B	6344950	6346346	+	6345648	1.0	0.995	rearrangement:Chr3B_block1
gene:TraesCS3B02G028900	Chr3B	12404016	12408859	+	12406437	Chr3B	6337450	6342297	-	6339873	1.0	0.995	rearrangement:Chr3B_block1
gene:TraesCS3B02G029300	Chr3B	13415870	13416517	+	13416193	Chr3B	5897435	5898082	-	5897758	1.0	0.993	rearrangement:Chr3B_block1
gene:TraesCS3B02G029400	Chr3B	13424474	13425011	+	13424742	Chr3B	5883126	5883653	-	5883389	0.978	0.967	rearrangement:Chr3B_block1
gene:TraesCS3B02G029500	Chr3B	13489719	13495524	+	13492621	Chr3B	5800755	5806566	-	5803660	1.0	0.994	rearrangement:Chr3B_block1
gene:TraesCS3B02G029600	Chr3B	13510569	13511438	+	13511003	Chr3B	5784604	5785472	-	5785038	1.0	0.991	rearrangement:Chr3B_block1
gene:TraesCS3B02G029700	Chr3B	13511460	13511762	+	13511611	Chr3B	5784280	5784582	-	5784431	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G029800	Chr3B	13731936	13734151	+	13733043	Chr3B	5576020	5578249	-	5577134	1.0	0.996	rearrangement:Chr3B_block1
gene:TraesCS3B02G029900	Chr3B	13744964	13749320	+	13747142	Chr3B	5560938	5565301	-	5563119	1.0	0.99	rearrangement:Chr3B_block1
gene:TraesCS3B02G030000	Chr3B	13814087	13817475	+	13815781	Chr3B	5485377	5488766	-	5487071	1.0	0.998	rearrangement:Chr3B_block1
gene:TraesCS3B02G030100	Chr3B	13819964	13821144	-	13820554	Chr3B	5481707	5482887	+	5482297	1.0	0.991	rearrangement:Chr3B_block1
gene:TraesCS3B02G030200	Chr3B	13825093	13825701	-	13825397	Chr3B	5477166	5477774	+	5477470	1.0	0.988	rearrangement:Chr3B_block1
gene:TraesCS3B02G030400	Chr3B	13920028	13920998	+	13920513	Chr3B	5414889	5415859	-	5415374	1.0	0.994	rearrangement:Chr3B_block1
gene:TraesCS3B02G030500	Chr3B	13961374	13964727	-	13963050	Chr3B	5365635	5368988	+	5367311	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G030600	Chr3B	13960570	13967611	+	13964090	Chr3B	5362751	5369792	-	5366271	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G030700	Chr3B	13992978	13994298	-	13993638	Chr3B	5336723	5338043	+	5337383	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G030800	Chr3B	14022297	14023737	-	14023017	Chr3B	5308551	5309991	+	5309271	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G030900	Chr3B	14064574	14065888	-	14065231	Chr3B	5266490	5267804	+	5267147	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G031000	Chr3B	14111279	14112657	-	14111968	Chr3B	5220205	5221581	+	5220893	0.998	0.998	rearrangement:Chr3B_block1
gene:TraesCS3B02G031100	Chr3B	14162064	14164236	-	14163150	Chr3B	5168895	5171067	+	5169981	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G031200	Chr3B	14201533	14204974	-	14203253	Chr3B	5128202	5131643	+	5129922	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G031300	Chr3B	14222281	14223663	-	14222972	Chr3B	5109691	5111073	+	5110382	1.0	1.0	rearrangement:Chr3B_block1
