gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS6B02G000300	Chr6B	163680	173488	-	168584	Chr6B	6800755	6810708	-	6805731	0.994	0.966	collinear
gene:TraesCS6B02G000400	Chr6B	185379	185882	+	185630	Chr6B	6822682	6823185	+	6822933	1.0	0.987	collinear
gene:TraesCS6B02G000500	Chr6B	197644	198153	+	197898	Chr6B	6832574	6833083	+	6832828	1.0	1.0	collinear
gene:TraesCS6B02G000800	Chr6B	484200	485669	+	484934	Chr6B	7047131	7048600	+	7047865	1.0	0.975	collinear
gene:TraesCS6B02G000900	Chr6B	608571	610157	-	609364	Chr6B	7241529	7243098	-	7242313	0.984	0.951	collinear
gene:TraesCS6B02G001000	Chr6B	697792	700255	+	699023	Chr6B	7374113	7376576	+	7375344	1.0	1.0	collinear
gene:TraesCS6B02G001100	Chr6B	701374	702030	+	701702	Chr6B	7377695	7378351	+	7378023	1.0	1.0	collinear
gene:TraesCS6B02G001200	Chr6B	702076	702636	+	702356	Chr6B	7378397	7378957	+	7378677	1.0	1.0	collinear
gene:TraesCS6B02G001300	Chr6B	728447	731986	-	730216	Chr6B	7404725	7408264	-	7406494	1.0	1.0	collinear
gene:TraesCS6B02G001700	Chr6B	1131389	1133229	-	1132309	Chr6B	5100982	5102822	+	5101902	1.0	0.997	collinear
gene:TraesCS6B02G001900	Chr6B	1218446	1273798	+	1246122	Chr6B	4976566	5036202	-	5006384	1.0	0.998	collinear
gene:TraesCS6B02G002000	Chr6B	1368051	1370548	+	1369299	Chr6B	4834626	4837123	-	4835874	1.0	0.999	collinear
gene:TraesCS6B02G002100	Chr6B	1375265	1436005	+	1405635	Chr6B	4768915	4829759	-	4799337	1.0	0.999	collinear
gene:TraesCS6B02G002200	Chr6B	1569738	1574401	-	1572069	Chr6B	4631850	4636479	+	4634164	0.999	0.995	collinear
gene:TraesCS6B02G002300	Chr6B	1603857	1616068	-	1609962	Chr6B	4590550	4602367	+	4596458	1.0	0.992	collinear
gene:TraesCS6B02G002600	Chr6B	2060823	2061599	-	2061211	Chr6B	3658655	3659431	+	3659043	1.0	0.992	collinear
gene:TraesCS6B02G002700	Chr6B	2072182	2075303	+	2073742	Chr6B	3644758	3647881	-	3646319	1.0	0.994	collinear
gene:TraesCS6B02G002800	Chr6B	2167279	2169113	-	2168196	Chr6B	3557563	3559404	+	3558483	1.0	0.989	collinear
gene:TraesCS6B02G003000	Chr6B	2302243	2309275	-	2305759	Chr6B	2596718	2603875	+	2600296	0.991	0.933	collinear
gene:TraesCS6B02G003100	Chr6B	2400557	2401522	+	2401039	Chr6B	4287980	4288943	+	4288461	0.997	0.904	collinear
gene:TraesCS6B02G003400	Chr6B	2607790	2608692	-	2608241	Chr6B	2405136	2406084	+	2405610	1.0	0.936	collinear
gene:TraesCS6B02G003500	Chr6B	2608929	2610312	+	2609620	Chr6B	236534	237603	+	237068	1.0	0.976	collinear
gene:TraesCS6B02G003700	Chr6B	2659659	2661066	-	2660362	Chr6B	2239035	2240408	-	2239721	0.975	0.919	collinear
gene:TraesCS6B02G003800	Chr6B	2717048	2719606	+	2718327	Chr6B	2117757	2120315	+	2119036	1.0	0.993	collinear
gene:TraesCS6B02G003900	Chr6B	2772089	2773599	+	2772844	Chr6B	2194927	2196434	+	2195680	0.997	0.992	collinear
gene:TraesCS6B02G004000	Chr6B	3122693	3127984	-	3125338	Chr6B	2746855	2752151	+	2749503	0.998	0.971	collinear
gene:TraesCS6B02G004200	Chr6B	3218232	3219187	-	3218709	Chr6B	5166157	5167112	+	5166634	1.0	0.949	collinear
gene:TraesCS6B02G004300	Chr6B	3382812	3384623	+	3383717	Chr6B	2854859	2856712	+	2855785	0.999	0.978	collinear
gene:TraesCS6B02G004600	Chr6B	3566528	3574981	+	3570754	Chr6B	6502209	6524934	-	6513571	0.998	0.993	collinear
gene:TraesCS6B02G004800	Chr6B	3623217	3625825	+	3624521	Chr6B	6480381	6482913	-	6481647	0.967	0.962	collinear
gene:TraesCS6B02G004900	Chr6B	3722807	3724617	+	3723712	Chr6B	5831414	5833089	+	5832251	0.993	0.901	collinear
gene:TraesCS6B02G005100	Chr6B	3878974	3881335	+	3880154	Chr6B	6245162	6250068	-	6247615	0.979	0.946	collinear
gene:TraesCS6B02G005200	Chr6B	3881179	3883043	-	3882111	Chr6B	6243442	6245314	+	6244378	0.997	0.979	collinear
gene:TraesCS6B02G005300	Chr6B	3886559	3890912	-	3888735	Chr6B	6235776	6240044	+	6237910	0.921	0.9	collinear
gene:TraesCS6B02G005400	Chr6B	4124091	4128342	+	4126216	Chr6B	6018918	6023135	-	6021026	0.968	0.938	collinear
gene:TraesCS6B02G005700	Chr6B	4169889	4172152	-	4171020	Chr6B	5844373	5846569	+	5845471	0.934	0.907	collinear
gene:TraesCS6B02G006100	Chr6B	4375489	4378583	-	4377036	Chr6B	5814335	5817327	+	5815831	1.0	0.971	collinear
