gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS5A02G000900	Chr5A	692543	694327	+	693435	Chr5A	7625	9409	+	8517	1.0	0.995	rearrangement:Chr5A_block1
gene:TraesCS5A02G001100	Chr5A	855353	858565	-	856959	Chr5A	265320	268440	-	266880	0.998	0.993	rearrangement:Chr5A_block1
gene:TraesCS5A02G001200	Chr5A	1114075	1114440	-	1114257	Chr5A	553645	554010	-	553827	1.0	0.969	rearrangement:Chr5A_block1
gene:TraesCS5A02G001400	Chr5A	1202119	1202601	+	1202360	Chr5A	632874	633362	+	633118	1.0	0.985	rearrangement:Chr5A_block1
gene:TraesCS5A02G001500	Chr5A	1218671	1227119	+	1222895	Chr5A	649186	657630	+	653408	0.994	0.993	rearrangement:Chr5A_block1
gene:TraesCS5A02G001600	Chr5A	1228104	1231038	+	1229571	Chr5A	658615	661549	+	660082	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G001700	Chr5A	1241766	1242112	+	1241939	Chr5A	672278	672624	+	672451	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G001800	Chr5A	1302643	1302822	+	1302732	Chr5A	732891	733070	+	732980	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G001900	Chr5A	1346522	1347511	-	1347016	Chr5A	776513	777502	-	777007	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G002000	Chr5A	1758066	1759570	-	1758818	Chr5A	1175236	1176740	-	1175988	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G002100	Chr5A	1833619	1834815	-	1834217	Chr5A	1250330	1251526	-	1250928	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G002200	Chr5A	1947285	1952551	-	1949918	Chr5A	1361781	1366688	-	1364234	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G002400	Chr5A	2081880	2086130	-	2084005	Chr5A	1496020	1500269	-	1498144	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G002500	Chr5A	2103640	2107862	+	2105751	Chr5A	1517405	1521823	+	1519614	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G002600	Chr5A	2108869	2113862	+	2111365	Chr5A	1522798	1527745	+	1525271	0.999	0.996	rearrangement:Chr5A_block1
gene:TraesCS5A02G002700	Chr5A	2120701	2126503	-	2123602	Chr5A	1534187	1539996	-	1537091	0.999	0.992	rearrangement:Chr5A_block1
gene:TraesCS5A02G002800	Chr5A	2174649	2177688	-	2176168	Chr5A	1628701	1631740	-	1630220	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G002900	Chr5A	2397627	2399194	-	2398410	Chr5A	1849516	1851083	-	1850299	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G003000	Chr5A	2403142	2404068	+	2403605	Chr5A	1855031	1855957	+	1855494	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G003200	Chr5A	2408790	2412563	-	2410676	Chr5A	1866110	1869845	-	1867977	0.979	0.979	rearrangement:Chr5A_block1
gene:TraesCS5A02G003300	Chr5A	2414730	2415224	+	2414977	Chr5A	1871903	1872397	+	1872150	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G003400	Chr5A	2421362	2423669	+	2422515	Chr5A	1878533	1880840	+	1879686	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G003500	Chr5A	2426488	2428137	-	2427312	Chr5A	1883647	1885296	-	1884471	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G003600	Chr5A	2428700	2430235	-	2429467	Chr5A	1885859	1887394	-	1886626	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G003700	Chr5A	2615782	2617551	-	2616666	Chr5A	2063613	2065382	-	2064497	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G003800	Chr5A	2645238	2650209	-	2647723	Chr5A	2091839	2096810	-	2094324	1.0	0.995	rearrangement:Chr5A_block1
gene:TraesCS5A02G003900	Chr5A	2727177	2728795	+	2727986	Chr5A	2180073	2181656	+	2180864	0.971	0.95	rearrangement:Chr5A_block1
gene:TraesCS5A02G004000	Chr5A	2865722	2870015	+	2867868	Chr5A	2294424	2298717	+	2296570	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G004100	Chr5A	2870634	2874348	-	2872491	Chr5A	2299336	2302868	-	2301102	0.995	0.995	rearrangement:Chr5A_block1
gene:TraesCS5A02G004200	Chr5A	2893332	2899721	-	2896526	Chr5A	2321655	2327997	-	2324826	0.986	0.985	rearrangement:Chr5A_block1
