gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS5B02G000100	Chr5B	16235	21357	+	18796	Chr5B	6738687	6743822	-	6741254	0.998	0.981	collinear
gene:TraesCS5B02G000300	Chr5B	86983	88497	-	87740	Chr5B	6699539	6701055	+	6700297	1.0	0.994	collinear
gene:TraesCS5B02G000400	Chr5B	210112	215729	+	212920	Chr5B	6566120	6571743	-	6568931	0.998	0.996	collinear
gene:TraesCS5B02G000500	Chr5B	216278	219412	-	217845	Chr5B	6562444	6565598	+	6564021	0.991	0.972	collinear
gene:TraesCS5B02G000600	Chr5B	229215	233600	+	231407	Chr5B	6541653	6545792	-	6543722	0.999	0.989	collinear
gene:TraesCS5B02G000800	Chr5B	655778	658708	-	657243	Chr5B	7195293	7198232	-	7196762	1.0	0.989	collinear
gene:TraesCS5B02G000900	Chr5B	756821	758672	+	757746	Chr5B	7211536	7213389	+	7212462	1.0	0.994	collinear
gene:TraesCS5B02G001100	Chr5B	860861	865647	-	863254	Chr5B	7335943	7340422	-	7338182	1.0	0.984	collinear
gene:TraesCS5B02G001300	Chr5B	1579405	1579728	+	1579566	Chr5B	5987050	5987373	-	5987211	1.0	0.993	collinear
gene:TraesCS5B02G001400	Chr5B	1741674	1747002	-	1744338	Chr5B	10505291	10510619	-	10507955	1.0	1.0	collinear
gene:TraesCS5B02G001500	Chr5B	1748923	1752849	+	1750886	Chr5B	10512540	10516466	+	10514503	1.0	1.0	collinear
gene:TraesCS5B02G005600	Chr5B	6965525	6975517	+	6970521	Chr5B	12149066	12168223	+	12158644	1.0	0.99	collinear
gene:TraesCS5B02G005700	Chr5B	7021141	7026614	-	7023877	Chr5B	12211489	12216962	-	12214225	1.0	0.999	collinear
gene:TraesCS5B02G005755	Chr5B	7068359	7071536	-	7069947	Chr5B	12258322	12260684	-	12259503	0.992	0.992	collinear
gene:TraesCS5B02G005800	Chr5B	7119761	7120042	-	7119901	Chr5B	12307469	12307750	-	12307609	1.0	1.0	collinear
gene:TraesCS5B02G005900	Chr5B	7148738	7149225	-	7148981	Chr5B	12336696	12337183	-	12336939	1.0	1.0	collinear
gene:TraesCS5B02G006000	Chr5B	7184206	7184957	-	7184581	Chr5B	12372160	12372911	-	12372535	1.0	0.996	collinear
gene:TraesCS5B02G006100	Chr5B	7304012	7304699	-	7304355	Chr5B	12491774	12492461	-	12492117	1.0	1.0	collinear
gene:TraesCS5B02G006400	Chr5B	7541069	7545930	-	7543499	Chr5B	12696281	12700730	-	12698505	0.95	0.95	collinear
gene:TraesCS5B02G006500	Chr5B	7706077	7709832	-	7707954	Chr5B	12858672	12862427	-	12860549	1.0	1.0	collinear
gene:TraesCS5B02G006600	Chr5B	7936224	7944965	-	7940594	Chr5B	13093510	13102316	-	13097913	1.0	1.0	collinear
gene:TraesCS5B02G006700	Chr5B	7995392	8007460	-	8001426	Chr5B	13152384	13164452	-	13158418	1.0	1.0	collinear
gene:TraesCS5B02G006800	Chr5B	8086615	8096868	+	8091741	Chr5B	13242854	13253107	+	13247980	1.0	1.0	collinear
gene:TraesCS5B02G006900	Chr5B	8171350	8176122	+	8173736	Chr5B	13303230	13308002	+	13305616	1.0	1.0	collinear
gene:TraesCS5B02G007000	Chr5B	8185879	8188188	-	8187033	Chr5B	13316515	13318824	-	13317669	1.0	1.0	collinear
gene:TraesCS5B02G007100	Chr5B	8342582	8344606	+	8343594	Chr5B	13477022	13479046	+	13478034	1.0	1.0	collinear
gene:TraesCS5B02G007200	Chr5B	8351751	8353860	+	8352805	Chr5B	13486190	13488299	+	13487244	1.0	0.999	collinear
gene:TraesCS5B02G007300	Chr5B	8374524	8379358	-	8376941	Chr5B	13508964	13513798	-	13511381	1.0	1.0	collinear
