cs_chr	cs_start	cs_end	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	n_anchors	mean_identity
Chr1B	30395529	30881192	Chr1B	24806525	25307427	10	0.9953
Chr1B	170911	29492353	Chr1B	283850	30260048	364	0.9888818681318681
Chr1B	31898328	76138867	Chr1B	31219717	76866792	279	0.9905913978494624
Chr1B	80709308	85441230	Chr1B	83640609	88403781	17	0.9949411764705883
Chr1B	87732453	218433567	Chr1B	90715111	221266444	580	0.9979827586206897
Chr1B	220753045	223795187	Chr1B	223792123	226863031	6	0.9998333333333332
Chr1B	225799645	231641237	Chr1B	228860068	234682547	9	0.9936666666666666
Chr1B	234252905	235898148	Chr1B	237324348	238924497	3	0.997
Chr1B	238674276	243089038	Chr1B	240369717	251244105	7	1.0
Chr1B	245942911	280182699	Chr1B	255861352	290696125	94	0.9981063829787232
Chr1B	282430051	289694136	Chr1B	293052999	300498534	30	0.9939333333333333
Chr1B	292342566	292422556	Chr1B	303096637	303182220	5	0.9932000000000001
Chr1B	294946215	314741626	Chr1B	305662526	328744852	69	0.9909565217391305
Chr1B	317013382	317917199	Chr1B	331675601	332957553	11	0.9689999999999999
Chr1B	322108938	689851652	Chr1B	333667163	704110555	2771	0.9945561169252977
