gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS7B02G129600	Chr7B	155466822	155468828	+	155467825	Chr7B	166364896	166366902	+	166365899	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G129700	Chr7B	155469830	155479020	-	155474425	Chr7B	166367901	166377092	-	166372496	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G129800	Chr7B	155897075	155907514	-	155902294	Chr7B	166800311	166810746	-	166805528	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G129900	Chr7B	156419077	156431967	+	156425522	Chr7B	167316308	167329042	+	167322675	0.965	0.965	rearrangement:Chr7B_block1
gene:TraesCS7B02G130000	Chr7B	156625396	156631991	+	156628693	Chr7B	167520924	167527466	+	167524195	0.987	0.971	rearrangement:Chr7B_block1
gene:TraesCS7B02G130100	Chr7B	156632375	156632695	-	156632535	Chr7B	167527850	167528170	-	167528010	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130200	Chr7B	156681110	156685077	+	156683093	Chr7B	167588868	167592834	+	167590851	0.999	0.998	rearrangement:Chr7B_block1
gene:TraesCS7B02G130300	Chr7B	156704042	156708118	+	156706080	Chr7B	167611816	167615892	+	167613854	1.0	0.998	rearrangement:Chr7B_block1
gene:TraesCS7B02G130400	Chr7B	156752560	156756552	-	156754556	Chr7B	167660486	167664478	-	167662482	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G130500	Chr7B	156946722	156967606	+	156957164	Chr7B	167853250	167873722	+	167863486	0.999	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G130600	Chr7B	157216608	157219667	-	157218137	Chr7B	168130549	168133608	-	168132078	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G130700	Chr7B	157674223	157684150	+	157679186	Chr7B	168508363	168518166	+	168513264	1.0	0.997	rearrangement:Chr7B_block1
gene:TraesCS7B02G130800	Chr7B	157687777	157689540	+	157688658	Chr7B	168522122	168523885	+	168523003	1.0	0.996	rearrangement:Chr7B_block1
gene:TraesCS7B02G130900	Chr7B	157808448	157809668	+	157809058	Chr7B	168646780	168648004	+	168647392	0.994	0.961	rearrangement:Chr7B_block1
gene:TraesCS7B02G131000	Chr7B	158073628	158076852	+	158075240	Chr7B	169128269	169131493	+	169129881	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G131100	Chr7B	158168385	158174065	+	158171225	Chr7B	169212650	169218330	+	169215490	1.0	0.998	rearrangement:Chr7B_block1
gene:TraesCS7B02G131200	Chr7B	158174562	158183596	-	158179079	Chr7B	169218857	169227892	-	169223374	1.0	0.996	rearrangement:Chr7B_block1
gene:TraesCS7B02G131300	Chr7B	158186140	158186980	-	158186560	Chr7B	169230133	169230914	-	169230523	0.929	0.928	rearrangement:Chr7B_block1
gene:TraesCS7B02G131400	Chr7B	158367322	158393174	-	158380248	Chr7B	169405751	169431739	-	169418745	0.984	0.984	rearrangement:Chr7B_block1
gene:TraesCS7B02G131500	Chr7B	158552585	158555331	-	158553958	Chr7B	169586380	169588919	-	169587649	0.998	0.996	rearrangement:Chr7B_block1
gene:TraesCS7B02G131600	Chr7B	158937105	158937347	+	158937226	Chr7B	170001010	170001252	+	170001131	1.0	0.995	rearrangement:Chr7B_block1
gene:TraesCS7B02G131700	Chr7B	159136977	159142774	+	159139875	Chr7B	170210340	170216138	+	170213239	1.0	0.998	rearrangement:Chr7B_block1
gene:TraesCS7B02G131800	Chr7B	159505560	159508304	+	159506932	Chr7B	170572461	170575205	+	170573833	1.0	0.998	rearrangement:Chr7B_block1
gene:TraesCS7B02G131900	Chr7B	159509775	159516122	+	159512948	Chr7B	170576675	170582934	+	170579804	1.0	0.998	rearrangement:Chr7B_block1
gene:TraesCS7B02G132000	Chr7B	159516261	159520815	-	159518538	Chr7B	170583073	170587648	-	170585360	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G132100	Chr7B	159524893	159529135	-	159527014	Chr7B	170597607	170601850	-	170599728	1.0	0.997	rearrangement:Chr7B_block1
gene:TraesCS7B02G132300	Chr7B	161191831	161196107	+	161193969	Chr7B	172156572	172160838	+	172158705	0.997	0.994	rearrangement:Chr7B_block1
