gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS5D02G005700	Chr5D	5098667	5103878	-	5101272	Chr5D	1622546	1627757	-	1625151	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G005800	Chr5D	5116756	5119168	-	5117962	Chr5D	1640436	1642848	-	1641642	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G005900	Chr5D	5153833	5164389	-	5159111	Chr5D	1676823	1687432	-	1682127	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006000	Chr5D	5170287	5174463	-	5172375	Chr5D	1693331	1697507	-	1695419	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006100	Chr5D	5219358	5222946	-	5221152	Chr5D	1725164	1728752	-	1726958	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006200	Chr5D	5273740	5276900	-	5275320	Chr5D	1789992	1793152	-	1791572	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006300	Chr5D	5355307	5358772	+	5357039	Chr5D	1870738	1874203	+	1872470	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006400	Chr5D	5367331	5369010	+	5368170	Chr5D	1882464	1884143	+	1883303	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006500	Chr5D	5423121	5425692	+	5424406	Chr5D	1937776	1940347	+	1939061	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G006600	Chr5D	5557189	5565296	+	5561242	Chr5D	2070874	2078981	+	2074927	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G006700	Chr5D	5586931	5598362	-	5592646	Chr5D	2100710	2112127	-	2106418	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006800	Chr5D	5630638	5632381	-	5631509	Chr5D	2143873	2145616	-	2144744	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006900	Chr5D	5792275	5795547	+	5793911	Chr5D	2302604	2305876	+	2304240	1.0	1.0	rearrangement:Chr5D_block1
