gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	2547053	2547970	-	2547511	0.99	0.988	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	2519521	2520133	+	2519827	0.996	0.944	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	2344980	2345585	+	2345282	1.0	0.998	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	2338059	2338380	-	2338219	1.0	0.995	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	2335603	2338840	+	2337221	1.0	0.992	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	2321500	2322054	+	2321777	1.0	0.998	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	2298072	2298968	+	2298520	1.0	0.988	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	2226622	2227605	+	2227113	1.0	0.994	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	2208956	2209939	+	2209447	1.0	0.987	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	2150852	2153620	-	2152236	1.0	0.998	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	2046971	2060442	-	2053706	1.0	0.993	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	2049266	2050819	-	2050042	0.953	0.953	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	2044713	2046376	+	2045544	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	2037610	2040711	-	2039160	1.0	1.0	collinear
gene:TraesCS1D02G002100	Chr1D	509821	510750	+	510285	Chr1D	1992831	1993751	-	1993291	0.985	0.985	collinear
gene:TraesCS1D02G002200	Chr1D	512104	515096	-	513600	Chr1D	1988485	1991477	+	1989981	1.0	1.0	collinear
gene:TraesCS1D02G002300	Chr1D	548169	554637	-	551403	Chr1D	1948953	1955420	+	1952186	1.0	1.0	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	1929689	1935627	-	1932658	0.991	0.991	collinear
