gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS3B02G016600	Chr3B	6945399	6945875	+	6945637	Chr3B	10662646	10663122	-	10662884	1.0	1.0	collinear
gene:TraesCS3B02G016700	Chr3B	6951445	6952122	+	6951783	Chr3B	10656341	10657018	-	10656679	1.0	1.0	collinear
gene:TraesCS3B02G016800	Chr3B	6956995	6958436	+	6957715	Chr3B	10649095	10650537	-	10649816	1.0	0.997	collinear
gene:TraesCS3B02G016900	Chr3B	6961765	6963273	-	6962519	Chr3B	10644257	10645765	+	10645011	1.0	0.993	collinear
gene:TraesCS3B02G017000	Chr3B	6966996	6968352	+	6967674	Chr3B	10639177	10640533	-	10639855	1.0	0.995	collinear
gene:TraesCS3B02G017100	Chr3B	7063270	7069210	-	7066240	Chr3B	10497036	10502960	+	10499998	0.999	0.993	collinear
gene:TraesCS3B02G017200	Chr3B	7073390	7077378	+	7075384	Chr3B	10488969	10492870	-	10490919	0.954	0.924	collinear
gene:TraesCS3B02G017300	Chr3B	7181115	7184815	+	7182965	Chr3B	10381187	10384887	-	10383037	1.0	0.997	collinear
gene:TraesCS3B02G017400	Chr3B	7186251	7187167	-	7186709	Chr3B	10378850	10379754	+	10379302	0.986	0.983	collinear
gene:TraesCS3B02G017500	Chr3B	7187456	7191390	-	7189423	Chr3B	10374626	10378561	+	10376593	1.0	0.995	collinear
gene:TraesCS3B02G017700	Chr3B	7333726	7334256	+	7333991	Chr3B	10263275	10263805	-	10263540	1.0	0.99	collinear
gene:TraesCS3B02G017800	Chr3B	7371289	7375600	+	7373444	Chr3B	10201361	10205679	-	10203520	1.0	0.992	collinear
gene:TraesCS3B02G017900	Chr3B	7375918	7376883	-	7376400	Chr3B	10200078	10201043	+	10200560	1.0	0.994	collinear
gene:TraesCS3B02G018000	Chr3B	7382432	7384642	-	7383537	Chr3B	10192401	10194544	+	10193472	1.0	0.983	collinear
gene:TraesCS3B02G018100	Chr3B	7481916	7490063	-	7485989	Chr3B	10094194	10102210	+	10098202	1.0	0.996	collinear
gene:TraesCS3B02G018300	Chr3B	7598907	7600882	+	7599894	Chr3B	10004762	10006737	-	10005749	1.0	0.995	collinear
gene:TraesCS3B02G018400	Chr3B	7603365	7606088	+	7604726	Chr3B	9999747	10002309	-	10001028	0.973	0.963	collinear
gene:TraesCS3B02G018500	Chr3B	7607769	7611311	+	7609540	Chr3B	9994441	9998010	-	9996225	0.998	0.996	collinear
gene:TraesCS3B02G018600	Chr3B	7611649	7614877	-	7613263	Chr3B	9991061	9994103	+	9992582	1.0	0.996	collinear
gene:TraesCS3B02G018700	Chr3B	8004562	8004912	-	8004737	Chr3B	11100280	11100630	-	11100455	1.0	0.985	collinear
gene:TraesCS3B02G018800	Chr3B	8024553	8030703	+	8027628	Chr3B	11125310	11131447	+	11128378	0.988	0.983	collinear
gene:TraesCS3B02G018900	Chr3B	8034719	8036058	+	8035388	Chr3B	11143873	11145211	+	11144542	0.999	0.993	collinear
gene:TraesCS3B02G019000	Chr3B	8039955	8043362	+	8041658	Chr3B	11150404	11153823	+	11152113	1.0	0.978	collinear
gene:TraesCS3B02G019200	Chr3B	8129928	8133466	+	8131697	Chr3B	11209880	11213400	+	11211640	0.98	0.929	collinear
gene:TraesCS3B02G019300	Chr3B	8133504	8137586	-	8135545	Chr3B	11213438	11217487	-	11215462	0.98	0.964	collinear
gene:TraesCS3B02G019500	Chr3B	8339237	8346552	+	8342894	Chr3B	11230926	11238036	+	11234481	0.996	0.995	collinear
gene:TraesCS3B02G019600	Chr3B	8490844	8495554	+	8493199	Chr3B	11393645	11398355	+	11396000	1.0	0.998	collinear
gene:TraesCS3B02G019700	Chr3B	8505520	8506448	+	8505984	Chr3B	11408324	11409252	+	11408788	1.0	1.0	collinear
gene:TraesCS3B02G019800	Chr3B	8512071	8513081	+	8512576	Chr3B	11414875	11415885	+	11415380	1.0	1.0	collinear
gene:TraesCS3B02G019900	Chr3B	8526623	8529426	+	8528024	Chr3B	11425813	11428616	+	11427214	1.0	1.0	collinear
gene:TraesCS3B02G020000	Chr3B	8539220	8542107	-	8540663	Chr3B	11438588	11441475	-	11440031	1.0	0.999	collinear
gene:TraesCS3B02G020100	Chr3B	8633795	8635033	-	8634414	Chr3B	11530235	11531473	-	11530854	1.0	1.0	collinear
gene:TraesCS3B02G020200	Chr3B	8643329	8646420	-	8644874	Chr3B	11538397	11541488	-	11539942	1.0	1.0	collinear
gene:TraesCS3B02G020300	Chr3B	8684815	8687011	-	8685913	Chr3B	11579367	11581563	-	11580465	1.0	1.0	collinear
gene:TraesCS3B02G020400	Chr3B	8733389	8737836	+	8735612	Chr3B	11634452	11638899	+	11636675	1.0	1.0	collinear
gene:TraesCS3B02G020500	Chr3B	8781155	8782591	+	8781873	Chr3B	11680952	11682388	+	11681670	1.0	1.0	collinear
gene:TraesCS3B02G020600	Chr3B	8786051	8786864	+	8786457	Chr3B	11685848	11686661	+	11686254	1.0	1.0	collinear
gene:TraesCS3B02G020700	Chr3B	8792815	8794132	+	8793473	Chr3B	11692612	11693929	+	11693270	1.0	1.0	collinear
gene:TraesCS3B02G020800	Chr3B	8797025	8800390	+	8798707	Chr3B	11696822	11700187	+	11698504	1.0	1.0	collinear
