gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS1A02G000100	Chr1A	40098	70338	-	55218	Chr1A	13995095	14023366	+	14009230	1.0	0.996	rearrangement:Chr1A_block2
gene:TraesCS1A02G000200	Chr1A	70239	89245	+	79742	Chr1A	13976068	13995194	-	13985631	1.0	0.998	rearrangement:Chr1A_block2
gene:TraesCS1A02G000300	Chr1A	95906	104903	+	100404	Chr1A	13960539	13969298	-	13964918	1.0	1.0	rearrangement:Chr1A_block2
gene:TraesCS1A02G000400	Chr1A	102794	122504	+	112649	Chr1A	13943313	13962648	-	13952980	1.0	0.999	rearrangement:Chr1A_block2
gene:TraesCS1A02G000500	Chr1A	149490	154559	-	152024	Chr1A	13920699	13925768	+	13923233	1.0	0.997	rearrangement:Chr1A_block2
gene:TraesCS1A02G000600	Chr1A	162313	162609	+	162461	Chr1A	13912650	13912946	-	13912798	1.0	1.0	rearrangement:Chr1A_block2
gene:TraesCS1A02G000700	Chr1A	169592	169969	-	169780	Chr1A	13905805	13906182	+	13905993	1.0	1.0	rearrangement:Chr1A_block2
gene:TraesCS1A02G000800	Chr1A	180175	180552	-	180363	Chr1A	13895743	13896120	+	13895931	1.0	0.994	rearrangement:Chr1A_block2
gene:TraesCS1A02G000900	Chr1A	233818	245051	+	239434	Chr1A	13834896	13845424	-	13840160	1.0	1.0	rearrangement:Chr1A_block2
gene:TraesCS1A02G001000	Chr1A	270605	272936	-	271770	Chr1A	13808045	13810376	+	13809210	1.0	1.0	rearrangement:Chr1A_block2
gene:TraesCS1A02G001100	Chr1A	269472	289602	-	279537	Chr1A	13791128	13811509	+	13801318	1.0	0.999	rearrangement:Chr1A_block2
gene:TraesCS1A02G001200	Chr1A	287697	287957	+	287827	Chr1A	13792773	13793033	-	13792903	1.0	1.0	rearrangement:Chr1A_block2
gene:TraesCS1A02G001300	Chr1A	297266	297652	+	297459	Chr1A	13783481	13783867	-	13783674	1.0	0.996	rearrangement:Chr1A_block2
