gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS4B02G014300	Chr4B	10436761	10437632	+	10437196	Chr4B	4500071	4500942	-	4500506	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G014400	Chr4B	10516551	10518922	+	10517736	Chr4B	4420615	4422986	-	4421800	1.0	0.997	rearrangement:Chr4B_block1
gene:TraesCS4B02G014500	Chr4B	10523460	10525718	-	10524589	Chr4B	4387849	4390190	+	4389019	0.998	0.99	rearrangement:Chr4B_block1
gene:TraesCS4B02G014700	Chr4B	10588066	10592794	+	10590430	Chr4B	4323233	4327977	-	4325605	0.996	0.994	rearrangement:Chr4B_block1
gene:TraesCS4B02G014900	Chr4B	10608188	10609555	-	10608871	Chr4B	4315903	4317270	+	4316586	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G015000	Chr4B	10610295	10613265	-	10611780	Chr4B	4312177	4315147	+	4313662	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G015100	Chr4B	11347535	11349841	-	11348688	Chr4B	3523225	3525538	+	3524381	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G015200	Chr4B	11433249	11435462	+	11434355	Chr4B	3437584	3439797	-	3438690	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G015300	Chr4B	11567063	11569283	+	11568173	Chr4B	3370213	3372433	-	3371323	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G015400	Chr4B	11609911	11610419	+	11610165	Chr4B	3329612	3330120	-	3329866	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G015500	Chr4B	11655868	11659530	-	11657699	Chr4B	3281069	3284731	+	3282900	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G015600	Chr4B	11672156	11675981	+	11674068	Chr4B	3264697	3268522	-	3266609	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G015700	Chr4B	11710693	11715277	+	11712985	Chr4B	3225807	3230405	-	3228106	1.0	0.959	rearrangement:Chr4B_block1
gene:TraesCS4B02G015800	Chr4B	11734874	11735616	+	11735245	Chr4B	3205796	3206538	-	3206167	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G015900	Chr4B	11735699	11739178	-	11737438	Chr4B	3202234	3205713	+	3203973	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G016000	Chr4B	11740868	11746476	-	11743672	Chr4B	3194936	3200544	+	3197740	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G016100	Chr4B	11749670	11753169	+	11751419	Chr4B	3188827	3192063	-	3190445	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G016300	Chr4B	11897256	11908833	-	11903044	Chr4B	3048103	3059672	+	3053887	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G016200	Chr4B	11903666	11905863	+	11904764	Chr4B	3051073	3053262	-	3052167	0.994	0.988	rearrangement:Chr4B_block1
gene:TraesCS4B02G016400	Chr4B	11911250	11919439	-	11915344	Chr4B	3037922	3045900	+	3041911	0.979	0.979	rearrangement:Chr4B_block1
gene:TraesCS4B02G016500	Chr4B	11928239	11928565	-	11928402	Chr4B	3029558	3029884	+	3029721	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G016700	Chr4B	12016406	12016693	+	12016549	Chr4B	2975376	2975660	-	2975518	0.989	0.965	rearrangement:Chr4B_block1
gene:TraesCS4B02G016800	Chr4B	12051721	12052008	+	12051864	Chr4B	2915824	2916111	-	2915967	1.0	0.993	rearrangement:Chr4B_block1
gene:TraesCS4B02G017000	Chr4B	12142227	12144069	-	12143148	Chr4B	2842127	2843969	-	2843048	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G017100	Chr4B	12227774	12231389	+	12229581	Chr4B	2720154	2723769	-	2721961	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G017200	Chr4B	12251657	12253344	+	12252500	Chr4B	2698357	2700044	-	2699200	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G017300	Chr4B	12492184	12492970	-	12492577	Chr4B	2434832	2435618	+	2435225	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G017400	Chr4B	12526842	12530906	+	12528874	Chr4B	2396706	2400770	-	2398738	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G017500	Chr4B	13052500	13054709	-	13053604	Chr4B	1859560	1861721	+	1860640	0.974	0.972	rearrangement:Chr4B_block1
gene:TraesCS4B02G017600	Chr4B	13077784	13080425	+	13079104	Chr4B	1834067	1836756	-	1835411	1.0	0.973	rearrangement:Chr4B_block1
gene:TraesCS4B02G017700	Chr4B	13088380	13093630	+	13091005	Chr4B	1820619	1825869	-	1823244	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G017800	Chr4B	13093784	13098547	+	13096165	Chr4B	1815702	1820465	-	1818083	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G017900	Chr4B	13125606	13127461	-	13126533	Chr4B	1787028	1788883	+	1787955	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G018000	Chr4B	13277337	13278394	+	13277865	Chr4B	1636181	1637236	-	1636708	1.0	0.997	rearrangement:Chr4B_block1
gene:TraesCS4B02G018100	Chr4B	13279978	13281096	+	13280537	Chr4B	1633395	1634513	-	1633954	1.0	0.998	rearrangement:Chr4B_block1
gene:TraesCS4B02G018200	Chr4B	13281119	13285200	-	13283159	Chr4B	1629291	1633372	+	1631331	1.0	0.998	rearrangement:Chr4B_block1
gene:TraesCS4B02G018400	Chr4B	13299521	13302350	-	13300935	Chr4B	1611986	1614794	+	1613390	0.986	0.981	rearrangement:Chr4B_block1
gene:TraesCS4B02G018500	Chr4B	13395470	13395832	+	13395651	Chr4B	1519499	1519861	-	1519680	1.0	0.991	rearrangement:Chr4B_block1
gene:TraesCS4B02G018600	Chr4B	13408245	13411336	+	13409790	Chr4B	1514079	1517167	-	1515623	1.0	0.996	rearrangement:Chr4B_block1
gene:TraesCS4B02G018700	Chr4B	13415819	13421789	+	13418804	Chr4B	1503643	1509615	-	1506629	0.999	0.998	rearrangement:Chr4B_block1
gene:TraesCS4B02G018800	Chr4B	13421999	13426366	-	13424182	Chr4B	1499065	1503433	+	1501249	1.0	0.996	rearrangement:Chr4B_block1
gene:TraesCS4B02G018900	Chr4B	13944552	13947600	+	13946076	Chr4B	991581	994641	-	993111	1.0	0.987	rearrangement:Chr4B_block1
gene:TraesCS4B02G019100	Chr4B	13976961	13981870	-	13979415	Chr4B	966892	971872	+	969382	1.0	0.945	rearrangement:Chr4B_block1
gene:TraesCS4B02G019200	Chr4B	13993785	13995620	-	13994702	Chr4B	953595	955431	+	954513	1.0	0.995	rearrangement:Chr4B_block1
gene:TraesCS4B02G019300	Chr4B	13998190	14001208	-	13999699	Chr4B	948205	950963	+	949584	1.0	0.986	rearrangement:Chr4B_block1
gene:TraesCS4B02G019400	Chr4B	14012243	14014798	+	14013520	Chr4B	938920	941551	-	940235	1.0	0.985	rearrangement:Chr4B_block1
gene:TraesCS4B02G019500	Chr4B	14028030	14028317	-	14028173	Chr4B	925402	925689	+	925545	1.0	0.989	rearrangement:Chr4B_block1
gene:TraesCS4B02G019600	Chr4B	14054324	14055910	+	14055117	Chr4B	888810	890394	-	889602	0.998	0.994	rearrangement:Chr4B_block1
gene:TraesCS4B02G019700	Chr4B	14104073	14108055	+	14106064	Chr4B	853897	857619	-	855758	1.0	0.998	rearrangement:Chr4B_block1
gene:TraesCS4B02G019800	Chr4B	14108914	14110130	+	14109522	Chr4B	851534	852728	-	852131	0.975	0.945	rearrangement:Chr4B_block1
gene:TraesCS4B02G019900	Chr4B	14110301	14115649	-	14112975	Chr4B	846017	851363	+	848690	1.0	0.997	rearrangement:Chr4B_block1
gene:TraesCS4B02G020000	Chr4B	14117806	14125905	-	14121855	Chr4B	836431	844434	+	840432	0.968	0.956	rearrangement:Chr4B_block1
gene:TraesCS4B02G020100	Chr4B	14265762	14268621	+	14267191	Chr4B	707555	710392	-	708973	0.999	0.993	rearrangement:Chr4B_block1
gene:TraesCS4B02G020200	Chr4B	14270111	14274079	+	14272095	Chr4B	702097	706065	-	704081	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G020300	Chr4B	14388436	14389403	+	14388919	Chr4B	591601	592568	-	592084	1.0	0.998	rearrangement:Chr4B_block1
gene:TraesCS4B02G020400	Chr4B	14391446	14396423	+	14393934	Chr4B	584579	589558	-	587068	1.0	0.997	rearrangement:Chr4B_block1
gene:TraesCS4B02G020500	Chr4B	14530722	14533763	-	14532242	Chr4B	20321	23363	-	21842	1.0	0.996	rearrangement:Chr4B_block1
gene:TraesCS4B02G021200	Chr4B	15259843	15263017	-	15261430	Chr4B	291666	294960	-	293313	0.995	0.944	rearrangement:Chr4B_block1
gene:TraesCS4B02G006300	Chr4B	4134301	4135767	-	4135034	Chr4B	10889135	10890564	+	10889849	0.974	0.922	collinear
gene:TraesCS4B02G006400	Chr4B	4135872	4137005	-	4136438	Chr4B	10898980	10900141	+	10899560	0.999	0.905	collinear
gene:TraesCS4B02G006500	Chr4B	4330450	4333217	-	4331833	Chr4B	8754390	8757157	-	8755773	1.0	1.0	collinear
gene:TraesCS4B02G006600	Chr4B	4516943	4520618	+	4518780	Chr4B	8939883	8943558	+	8941720	1.0	1.0	collinear
gene:TraesCS4B02G006700	Chr4B	4520661	4526800	-	4523730	Chr4B	8943601	8949740	-	8946670	1.0	1.0	collinear
gene:TraesCS4B02G006800	Chr4B	4536418	4540354	-	4538386	Chr4B	8959509	8963445	-	8961477	1.0	1.0	collinear
gene:TraesCS4B02G006900	Chr4B	4708107	4711615	-	4709861	Chr4B	9130514	9134022	-	9132268	1.0	1.0	collinear
gene:TraesCS4B02G007000	Chr4B	4718152	4720974	+	4719563	Chr4B	9140559	9143381	+	9141970	1.0	0.998	collinear
gene:TraesCS4B02G007100	Chr4B	4848415	4852836	+	4850625	Chr4B	9257056	9261559	+	9259307	0.985	0.951	collinear
gene:TraesCS4B02G007300	Chr4B	4894204	4897519	+	4895861	Chr4B	9304095	9307428	+	9305761	1.0	0.98	collinear
gene:TraesCS4B02G007400	Chr4B	4951076	4955090	-	4953083	Chr4B	9315128	9319141	-	9317134	1.0	0.995	collinear
gene:TraesCS4B02G007500	Chr4B	4990514	4994422	+	4992468	Chr4B	9354119	9358027	+	9356073	1.0	1.0	collinear
gene:TraesCS4B02G007600	Chr4B	5013781	5016961	-	5015371	Chr4B	9377211	9380391	-	9378801	1.0	1.0	collinear
gene:TraesCS4B02G007700	Chr4B	5177526	5179651	-	5178588	Chr4B	9536242	9538367	-	9537304	1.0	1.0	collinear
gene:TraesCS4B02G007800	Chr4B	5195100	5197976	-	5196538	Chr4B	9554038	9556914	-	9555476	1.0	1.0	collinear
gene:TraesCS4B02G007900	Chr4B	5254753	5259051	-	5256902	Chr4B	9613820	9618353	-	9616086	1.0	1.0	collinear
gene:TraesCS4B02G008000	Chr4B	5359440	5363973	+	5361706	Chr4B	9718528	9722761	+	9720644	0.996	0.996	collinear
gene:TraesCS4B02G008100	Chr4B	5405875	5410019	+	5407947	Chr4B	9762444	9766588	+	9764516	1.0	1.0	collinear
gene:TraesCS4B02G008200	Chr4B	5455789	5457439	+	5456614	Chr4B	9811908	9813558	+	9812733	1.0	1.0	collinear
gene:TraesCS4B02G008300	Chr4B	5458308	5460603	-	5459455	Chr4B	9814427	9816722	-	9815574	1.0	1.0	collinear
gene:TraesCS4B02G008400	Chr4B	5466038	5468623	+	5467330	Chr4B	9822151	9824737	+	9823444	1.0	1.0	collinear
gene:TraesCS4B02G008500	Chr4B	5522539	5523185	+	5522862	Chr4B	9880089	9880735	+	9880412	1.0	1.0	collinear
gene:TraesCS4B02G008600	Chr4B	5529899	5530764	-	5530331	Chr4B	9887329	9888194	-	9887761	1.0	1.0	collinear
gene:TraesCS4B02G008700	Chr4B	5532009	5532652	+	5532330	Chr4B	9889439	9890082	+	9889760	1.0	1.0	collinear
gene:TraesCS4B02G008800	Chr4B	5533731	5534366	-	5534048	Chr4B	9891161	9891796	-	9891478	1.0	1.0	collinear
gene:TraesCS4B02G008900	Chr4B	5535767	5537197	-	5536482	Chr4B	9893197	9894627	-	9893912	1.0	1.0	collinear
gene:TraesCS4B02G009000	Chr4B	5779413	5781833	-	5780623	Chr4B	10131312	10133732	-	10132522	1.0	1.0	collinear
gene:TraesCS4B02G009100	Chr4B	5932192	5935232	-	5933712	Chr4B	10281730	10284770	-	10283250	1.0	0.999	collinear
gene:TraesCS4B02G009200	Chr4B	6008015	6011995	+	6010005	Chr4B	10356184	10360018	+	10358101	0.982	0.942	collinear
gene:TraesCS4B02G009300	Chr4B	6029575	6030542	+	6030058	Chr4B	10366193	10367155	+	10366674	0.993	0.951	collinear
gene:TraesCS4B02G009600	Chr4B	6060805	6061749	+	6061277	Chr4B	10435585	10436537	+	10436061	0.991	0.901	collinear
gene:TraesCS4B02G009700	Chr4B	6083791	6085326	+	6084558	Chr4B	10494823	10496358	+	10495590	1.0	0.97	collinear
gene:TraesCS4B02G009900	Chr4B	6145862	6150103	+	6147982	Chr4B	10607479	10611549	+	10609514	0.966	0.927	collinear
gene:TraesCS4B02G010000	Chr4B	6535970	6541370	-	6538670	Chr4B	8487461	8492855	+	8490158	1.0	1.0	collinear
gene:TraesCS4B02G010100	Chr4B	6636541	6642101	-	6639321	Chr4B	8387439	8392889	+	8390164	1.0	1.0	collinear
gene:TraesCS4B02G010200	Chr4B	6955052	6958533	-	6956792	Chr4B	8075236	8078717	+	8076976	1.0	1.0	collinear
gene:TraesCS4B02G010300	Chr4B	7031547	7034953	-	7033250	Chr4B	7999769	8003175	+	8001472	1.0	1.0	collinear
gene:TraesCS4B02G010400	Chr4B	7037317	7043327	-	7040322	Chr4B	7991561	7997405	+	7994483	1.0	0.999	collinear
