cs_chr	cs_start	cs_end	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	n_anchors	mean_identity
Chr4D	410644	57970938	Chr4D	227446	59914081	808	0.999125
Chr4D	61624979	141272747	Chr4D	60011074	139907466	594	0.9998333333333335
Chr4D	166211632	169415782	Chr4D	162790401	165989377	6	0.9998333333333335
Chr4D	264155329	268258812	Chr4D	243073276	247162205	7	1.0
Chr4D	270831155	275360592	Chr4D	249735452	254253636	8	1.0
Chr4D	288149315	329466878	Chr4D	265309373	306820007	222	0.9996576576576576
Chr4D	331779306	375686787	Chr4D	309124687	353179580	303	0.9998283828382838
Chr4D	377775997	406131360	Chr4D	355301403	383930899	222	0.9998783783783785
Chr4D	420004672	483277958	Chr4D	391490742	454111867	638	0.9992335423197491
Chr4D	489256495	514856841	Chr4D	454268378	480211372	349	0.9994126074498568
