gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS1B03G0302000	Chr1B	135280433	135282301	-	135281367	Chr1B	541849878	541851746	-	541850812	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0302200	Chr1B	135613167	135615081	-	135614124	Chr1B	542179493	542181407	-	542180450	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0302300	Chr1B	135616687	135620232	-	135618459	Chr1B	542183013	542186558	-	542184785	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0302500	Chr1B	135657687	135659443	-	135658565	Chr1B	542224432	542226188	-	542225310	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0302700	Chr1B	136102811	136104508	+	136103659	Chr1B	542661197	542662894	+	542662045	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0302800	Chr1B	136105327	136107267	+	136106297	Chr1B	542663713	542665653	+	542664683	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0302900	Chr1B	136114075	136115697	+	136114886	Chr1B	542672461	542674083	+	542673272	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B03G0303100	Chr1B	136122930	136125428	-	136124179	Chr1B	542681316	542683813	-	542682564	0.999	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B03G0303300	Chr1B	136137499	136137816	-	136137657	Chr1B	542695885	542696202	-	542696043	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0303800	Chr1B	136454047	136460365	-	136457206	Chr1B	543011422	543017740	-	543014581	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B03G0304000	Chr1B	136463060	136465287	+	136464173	Chr1B	543020433	543022660	+	543021546	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0304100	Chr1B	136465574	136465840	-	136465707	Chr1B	543022947	543023213	-	543023080	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0304200	Chr1B	136467208	136467882	-	136467545	Chr1B	543024582	543025256	-	543024919	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0304400	Chr1B	136636043	136643230	-	136639636	Chr1B	543192634	543199821	-	543196227	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0304900	Chr1B	136738777	136745949	-	136742363	Chr1B	543295220	543302139	-	543298679	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0305000	Chr1B	136747638	136748186	+	136747912	Chr1B	543303828	543304376	+	543304102	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0305500	Chr1B	137551668	137559010	+	137555339	Chr1B	544110207	544117549	+	544113878	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B03G0305600	Chr1B	137597936	137599709	-	137598822	Chr1B	544156921	544158694	-	544157807	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B03G0305700	Chr1B	137869582	137878710	+	137874146	Chr1B	544427232	544436349	+	544431790	0.995	0.995	rearrangement:Chr1B_block2
gene:TraesCS1B03G0305800	Chr1B	137881990	137883198	-	137882594	Chr1B	544439629	544440837	-	544440233	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B03G0306100	Chr1B	138149573	138163665	+	138156619	Chr1B	544707379	544721471	+	544714425	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B03G0306500	Chr1B	139034078	139038418	+	139036248	Chr1B	545580516	545584855	+	545582685	1.0	1.0	rearrangement:Chr1B_block3
gene:TraesCS1B03G0306600	Chr1B	139038612	139039723	+	139039167	Chr1B	545585049	545586160	+	545585604	1.0	1.0	rearrangement:Chr1B_block3
gene:TraesCS1B03G0306700	Chr1B	139131969	139132882	+	139132425	Chr1B	545678797	545679710	+	545679253	1.0	1.0	rearrangement:Chr1B_block3
