cs_chr	cs_start	cs_end	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	n_anchors	mean_identity
Chr3B	861671	6683552	Chr3B	155516	7230094	84	0.983452380952381
Chr3B	10012714	35806565	Chr3B	4432998	33982392	356	0.9926825842696628
Chr3B	38137652	46024377	Chr3B	37975207	46340514	65	0.991476923076923
Chr3B	48356236	59626705	Chr3B	46692773	57118257	111	0.9939189189189189
Chr3B	63594591	68895456	Chr3B	57242587	63076933	42	0.9892380952380951
Chr3B	76656805	97070979	Chr3B	64109385	87675261	204	0.995328431372549
Chr3B	99457041	111454132	Chr3B	90031285	101950652	57	0.9975964912280701
Chr3B	113541339	120565520	Chr3B	103121092	110147320	31	0.9996451612903224
Chr3B	124015827	161932911	Chr3B	111118917	149412486	259	0.996135135135135
Chr3B	165974171	202823600	Chr3B	149584637	187344407	217	0.9966820276497694
Chr3B	205225044	206704475	Chr3B	189808077	191341828	11	0.9984545454545454
Chr3B	209383926	219278363	Chr3B	194161332	204110690	76	0.9959605263157895
Chr3B	223825022	226529934	Chr3B	204936484	207436354	11	0.9939090909090911
Chr3B	230843333	238883207	Chr3B	210663958	219078649	32	0.98925
Chr3B	247259756	288293953	Chr3B	219519608	269093835	197	0.9950964467005077
Chr3B	295003050	296080909	Chr3B	275906667	277015230	4	0.99825
Chr3B	305286288	307711148	Chr3B	281827041	284566619	3	0.9969999999999999
Chr3B	310640808	317012080	Chr3B	288003754	294750664	8	0.995
Chr3B	325241568	329207761	Chr3B	296628377	301160556	5	0.9974000000000001
Chr3B	333847811	343060534	Chr3B	305801409	315478152	17	0.9923529411764707
Chr3B	352247049	355732625	Chr3B	320472920	323865466	7	0.9892857142857142
Chr3B	360636541	363586354	Chr3B	324285536	327124146	6	0.9958333333333335
Chr3B	374262091	375781155	Chr3B	329289558	330815825	4	0.9942500000000001
Chr3B	388592738	392044146	Chr3B	333613364	337060420	25	0.99836
Chr3B	418922290	479798592	Chr3B	337638384	398754114	357	0.9968375350140055
Chr3B	482733323	502258165	Chr3B	402698598	422283561	112	0.9942678571428571
Chr3B	505930392	513625226	Chr3B	422647781	430357106	46	0.9934347826086956
Chr3B	519129475	527781257	Chr3B	430879713	437450918	46	0.9910869565217392
Chr3B	534283586	560610400	Chr3B	437523856	463489214	181	0.9938121546961326
Chr3B	585217276	597897465	Chr3B	463577825	476365330	121	0.9966280991735537
Chr3B	612469944	614030010	Chr3B	476848912	478445209	22	0.9981818181818181
Chr3B	617317368	628791828	Chr3B	478752533	490325787	77	0.9941948051948052
Chr3B	635154001	648281134	Chr3B	490756879	503828305	70	0.9987142857142857
Chr3B	654428449	725482690	Chr3B	504278408	578691960	587	0.9959693356047701
Chr3B	732396977	737736013	Chr3B	579220229	611249621	36	0.9946944444444442
Chr3B	740079851	779141033	Chr3B	584955337	622000739	366	0.9940901639344262
Chr3B	781694090	794112151	Chr3B	622272801	632813020	120	0.9947083333333333
Chr3B	798933177	851872904	Chr3B	633065441	687615761	571	0.9960087565674256
