gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS6A03G0000400	Chr6A	117718	120689	-	119203	Chr6A	119279	122250	-	120764	1.0	0.999	collinear
gene:TraesCS6A03G0000500	Chr6A	120701	122577	-	121639	Chr6A	122262	124137	-	123199	0.999	0.998	collinear
gene:TraesCS6A03G0001000	Chr6A	350333	351902	-	351117	Chr6A	248054	249623	-	248838	1.0	0.996	collinear
gene:TraesCS6A03G0001100	Chr6A	1025042	1029912	+	1027477	Chr6A	996840	1001956	+	999398	0.999	0.99	collinear
gene:TraesCS6A03G0001200	Chr6A	1092697	1097130	+	1094913	Chr6A	1069038	1073464	+	1071251	0.994	0.974	collinear
gene:TraesCS6A03G0001400	Chr6A	1270594	1272612	-	1271603	Chr6A	1704331	1706391	-	1705361	1.0	0.97	collinear
gene:TraesCS6A03G0001500	Chr6A	1298952	1300428	-	1299690	Chr6A	1732804	1734280	-	1733542	1.0	0.996	collinear
gene:TraesCS6A03G0001600	Chr6A	1304914	1305519	-	1305216	Chr6A	1738761	1739366	-	1739063	1.0	0.993	collinear
gene:TraesCS6A03G0001800	Chr6A	1330327	1332348	+	1331337	Chr6A	1793708	1795724	+	1794716	0.997	0.992	collinear
gene:TraesCS6A03G0002000	Chr6A	1392825	1393762	+	1393293	Chr6A	1856120	1857057	+	1856588	1.0	0.993	collinear
gene:TraesCS6A03G0002100	Chr6A	1401147	1405507	-	1403327	Chr6A	1864040	1868389	-	1866214	0.998	0.979	collinear
gene:TraesCS6A03G0002200	Chr6A	1413772	1418469	+	1416120	Chr6A	1883769	1888672	+	1886220	1.0	0.976	collinear
gene:TraesCS6A03G0002300	Chr6A	1427419	1428465	-	1427942	Chr6A	1896090	1897133	-	1896611	1.0	0.966	collinear
gene:TraesCS6A03G0002600	Chr6A	1442347	1442844	-	1442595	Chr6A	1918846	1919343	-	1919094	1.0	0.968	collinear
gene:TraesCS6A03G0002700	Chr6A	1444853	1445827	+	1445340	Chr6A	1921303	1922274	+	1921788	0.984	0.95	collinear
gene:TraesCS6A03G0003000	Chr6A	1535307	1542220	+	1538763	Chr6A	1943898	1952536	+	1948217	0.998	0.988	collinear
gene:TraesCS6A03G0003100	Chr6A	1544392	1548820	-	1546606	Chr6A	2022184	2026965	-	2024574	0.999	0.974	collinear
gene:TraesCS6A03G0003300	Chr6A	1558341	1564627	+	1561484	Chr6A	2046855	2052942	+	2049898	0.984	0.959	collinear
gene:TraesCS6A03G0003600	Chr6A	1584804	1587503	+	1586153	Chr6A	2087720	2090656	+	2089188	1.0	0.994	collinear
gene:TraesCS6A03G0004300	Chr6A	1712278	1718977	+	1715627	Chr6A	2484443	2491037	+	2487740	0.982	0.941	collinear
gene:TraesCS6A03G0004500	Chr6A	1720510	1722005	-	1721257	Chr6A	2492626	2494170	-	2493398	1.0	0.968	collinear
gene:TraesCS6A03G0004800	Chr6A	1722453	1727315	-	1724884	Chr6A	2494658	2499500	-	2497079	0.992	0.975	collinear
gene:TraesCS6A03G0004900	Chr6A	1735764	1739970	+	1737867	Chr6A	2505710	2509571	+	2507640	0.999	0.964	collinear
gene:TraesCS6A03G0005000	Chr6A	1741213	1746701	-	1743957	Chr6A	2510305	2515684	-	2512994	0.992	0.941	collinear
gene:TraesCS6A03G0005200	Chr6A	1781267	1784895	+	1783081	Chr6A	2570035	2573697	+	2571866	0.97	0.952	collinear
gene:TraesCS6A03G0006500	Chr6A	2049229	2059125	-	2054177	Chr6A	2650114	2660023	-	2655068	0.997	0.993	collinear
gene:TraesCS6A03G0006700	Chr6A	2144282	2144913	+	2144597	Chr6A	2737714	2738342	+	2738028	1.0	0.997	collinear
gene:TraesCS6A03G0007100	Chr6A	2203802	2204371	+	2204086	Chr6A	2765905	2766474	+	2766189	1.0	0.988	collinear
gene:TraesCS6A03G0007500	Chr6A	2212597	2221548	-	2217072	Chr6A	2775707	2784644	-	2780175	1.0	0.994	collinear
gene:TraesCS6A03G0007800	Chr6A	2268384	2269573	+	2268978	Chr6A	2869607	2870796	+	2870201	1.0	0.993	collinear
gene:TraesCS6A03G0007900	Chr6A	2282496	2284138	-	2283317	Chr6A	2891830	2893435	-	2892632	0.973	0.959	collinear
gene:TraesCS6A03G0008200	Chr6A	2360136	2366375	+	2363255	Chr6A	2907113	2913369	+	2910241	1.0	0.994	collinear
