cs_chr	cs_start	cs_end	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	n_anchors	mean_identity
Chr2D	200015936	215062920	Chr2D	160769831	175784334	56	0.9998392857142857
Chr2D	217854985	226021304	Chr2D	178567174	186695602	13	0.9995384615384617
Chr2D	228439393	238204054	Chr2D	189109863	198843551	10	0.9998000000000001
Chr2D	240232637	254399271	Chr2D	200864577	214846928	24	0.9997916666666667
Chr2D	263858571	270527810	Chr2D	221295014	227953479	14	0.9994285714285713
Chr2D	273178435	283308056	Chr2D	230570018	243732632	31	0.9989032258064516
Chr2D	285583565	296303813	Chr2D	246000032	257945421	29	0.9999310344827587
Chr2D	4493827	110646106	Chr2D	27767	108302496	1483	0.9982110586648685
Chr2D	128060550	162056093	Chr2D	108776033	142457051	243	0.9991934156378601
Chr2D	165369565	183245517	Chr2D	142726989	160600715	86	0.999767441860465
Chr2D	261290514	263350533	Chr2D	232705759	234788340	4	0.99975
Chr2D	296478930	350004256	Chr2D	258120605	311493646	274	0.9996423357664234
Chr2D	353874012	434240162	Chr2D	311829020	396580860	579	0.9997219343696031
Chr2D	436504634	561008986	Chr2D	397020577	522030635	1043	0.9995608820709491
Chr2D	566333240	656399205	Chr2D	522286333	611266992	1366	0.997718887262079
