gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS6D03G0008900	Chr6D	1750151	1751236	+	1750693	Chr6D	5790586	5791671	-	5791128	1.0	1.0	collinear
gene:TraesCS6D03G0009000	Chr6D	1759389	1764048	-	1761718	Chr6D	5777764	5782423	+	5780093	1.0	1.0	collinear
gene:TraesCS6D03G0009100	Chr6D	1769252	1772936	+	1771094	Chr6D	5768885	5772569	-	5770727	1.0	1.0	collinear
gene:TraesCS6D03G0009200	Chr6D	1787907	1788841	-	1788374	Chr6D	5752976	5753910	+	5753443	1.0	1.0	collinear
gene:TraesCS6D03G0009700	Chr6D	1889545	1890474	-	1890009	Chr6D	5651318	5652247	+	5651782	1.0	1.0	collinear
gene:TraesCS6D03G0010300	Chr6D	1964939	1967513	+	1966226	Chr6D	5574233	5576807	-	5575520	1.0	0.999	collinear
gene:TraesCS6D03G0010400	Chr6D	1983644	1984738	-	1984191	Chr6D	5557009	5558103	+	5557556	1.0	1.0	collinear
gene:TraesCS6D03G0010500	Chr6D	2015616	2022835	+	2019225	Chr6D	5518920	5526131	-	5522525	1.0	1.0	collinear
gene:TraesCS6D03G0010600	Chr6D	2032784	2037081	-	2034932	Chr6D	5504672	5508971	+	5506821	1.0	0.999	collinear
gene:TraesCS6D03G0010700	Chr6D	2052300	2059460	+	2055880	Chr6D	5482290	5489450	-	5485870	1.0	1.0	collinear
gene:TraesCS6D03G0010800	Chr6D	2065479	2067149	+	2066314	Chr6D	5474601	5476271	-	5475436	1.0	1.0	collinear
gene:TraesCS6D03G0010900	Chr6D	2081888	2088204	+	2085046	Chr6D	5453574	5459886	-	5456730	0.999	0.997	collinear
gene:TraesCS6D03G0011000	Chr6D	2091320	2092937	-	2092128	Chr6D	5448841	5450458	+	5449649	1.0	1.0	collinear
gene:TraesCS6D03G0011100	Chr6D	2118955	2121958	+	2120456	Chr6D	5419792	5422795	-	5421293	1.0	0.999	collinear
