gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS2A03G0000200	Chr2A	250369	258919	+	254644	Chr2A	243570	252118	+	247844	0.999	0.999	collinear
gene:TraesCS2A03G0000300	Chr2A	259362	263505	-	261433	Chr2A	252561	256704	-	254632	1.0	1.0	collinear
gene:TraesCS2A03G0000600	Chr2A	272656	273599	-	273127	Chr2A	265858	266801	-	266329	1.0	0.998	collinear
gene:TraesCS2A03G0000700	Chr2A	279352	289424	+	284388	Chr2A	272559	282524	+	277541	1.0	1.0	collinear
gene:TraesCS2A03G0001000	Chr2A	326315	327315	-	326815	Chr2A	319417	320416	-	319916	1.0	1.0	collinear
gene:TraesCS2A03G0001200	Chr2A	389113	391290	+	390201	Chr2A	382183	384360	+	383271	1.0	0.999	collinear
gene:TraesCS2A03G0001400	Chr2A	396069	400877	-	398473	Chr2A	389134	393930	-	391532	0.995	0.995	collinear
gene:TraesCS2A03G0001500	Chr2A	471994	473071	-	472532	Chr2A	465048	466113	-	465580	1.0	1.0	collinear
gene:TraesCS2A03G0001600	Chr2A	498907	502516	+	500711	Chr2A	491942	495551	+	493746	1.0	1.0	collinear
gene:TraesCS2A03G0001800	Chr2A	511382	514968	+	513175	Chr2A	504416	508002	+	506209	1.0	0.999	collinear
gene:TraesCS2A03G0001900	Chr2A	523708	527051	+	525379	Chr2A	516751	520094	+	518422	1.0	0.999	collinear
gene:TraesCS2A03G0002000	Chr2A	527668	531424	-	529546	Chr2A	520711	524463	-	522587	1.0	1.0	collinear
gene:TraesCS2A03G0002200	Chr2A	531622	534531	+	533076	Chr2A	527045	529954	+	528499	1.0	1.0	collinear
gene:TraesCS2A03G0002500	Chr2A	560892	563807	-	562349	Chr2A	556377	559292	-	557834	1.0	1.0	collinear
gene:TraesCS2A03G0002600	Chr2A	578869	583401	-	581135	Chr2A	574354	578886	-	576620	1.0	1.0	collinear
gene:TraesCS2A03G0003200	Chr2A	723635	725724	+	724679	Chr2A	650223	652312	+	651267	1.0	1.0	collinear
gene:TraesCS2A03G0003300	Chr2A	728142	730497	+	729319	Chr2A	654731	657086	+	655908	1.0	1.0	collinear
gene:TraesCS2A03G0003600	Chr2A	780091	780912	+	780501	Chr2A	706664	707485	+	707074	1.0	0.997	collinear
gene:TraesCS2A03G0003700	Chr2A	811926	812799	+	812362	Chr2A	738506	739379	+	738942	1.0	1.0	collinear
gene:TraesCS2A03G0003900	Chr2A	884928	885681	+	885304	Chr2A	811525	812278	+	811901	1.0	1.0	collinear
gene:TraesCS2A03G0004500	Chr2A	1228280	1229883	-	1229081	Chr2A	1277906	1279509	-	1278707	1.0	0.998	collinear
gene:TraesCS2A03G0005600	Chr2A	1423029	1424057	-	1423543	Chr2A	1450209	1451246	-	1450727	1.0	0.99	collinear
gene:TraesCS2A03G0005800	Chr2A	1428836	1440401	-	1434618	Chr2A	1456056	1467676	-	1461866	0.999	0.984	collinear
gene:TraesCS2A03G0006300	Chr2A	1665722	1666219	+	1665970	Chr2A	1771256	1771753	+	1771504	1.0	1.0	collinear
gene:TraesCS2A03G0006500	Chr2A	1751281	1752992	+	1752136	Chr2A	1873949	1875660	+	1874804	1.0	0.999	collinear
gene:TraesCS2A03G0006600	Chr2A	1841287	1843264	+	1842275	Chr2A	1963955	1965932	+	1964943	1.0	1.0	collinear
gene:TraesCS2A03G0006700	Chr2A	1848046	1849956	-	1849001	Chr2A	1970719	1972629	-	1971674	1.0	1.0	collinear
gene:TraesCS2A03G0006900	Chr2A	1921768	1927033	-	1924400	Chr2A	2044438	2049705	-	2047071	1.0	0.999	collinear
gene:TraesCS2A03G0007100	Chr2A	1935100	1941200	+	1938150	Chr2A	2057773	2063871	+	2060822	1.0	1.0	collinear
gene:TraesCS2A03G0008000	Chr2A	2289325	2293622	+	2291473	Chr2A	2407706	2412003	+	2409854	1.0	0.999	collinear
gene:TraesCS2A03G0008200	Chr2A	2335769	2337055	-	2336412	Chr2A	2900517	2901803	-	2901160	1.0	1.0	collinear
gene:TraesCS2A03G0008500	Chr2A	2383732	2387967	+	2385849	Chr2A	2945782	2950017	+	2947899	1.0	0.999	collinear
gene:TraesCS2A03G0008600	Chr2A	2393912	2399518	+	2396715	Chr2A	2955962	2961567	+	2958764	1.0	1.0	collinear
gene:TraesCS2A03G0008800	Chr2A	2414503	2415411	-	2414957	Chr2A	2976552	2977460	-	2977006	1.0	1.0	collinear
gene:TraesCS2A03G0009300	Chr2A	2428724	2429761	+	2429242	Chr2A	2990967	2992004	+	2991485	1.0	1.0	collinear
gene:TraesCS2A03G0008900	Chr2A	2418285	2444786	+	2431535	Chr2A	2980334	3007032	+	2993683	1.0	1.0	collinear
gene:TraesCS2A03G0009400	Chr2A	2435620	2439903	-	2437761	Chr2A	2997862	3002145	-	3000003	1.0	1.0	collinear
gene:TraesCS2A03G0009500	Chr2A	2440261	2441887	+	2441074	Chr2A	3002503	3004133	+	3003318	1.0	0.996	collinear
gene:TraesCS2A03G0009600	Chr2A	2465197	2465597	+	2465397	Chr2A	3026956	3027356	+	3027156	1.0	1.0	collinear
gene:TraesCS2A03G0009700	Chr2A	2468253	2470255	+	2469254	Chr2A	3030012	3032014	+	3031013	1.0	1.0	collinear
gene:TraesCS2A03G0009900	Chr2A	2525506	2529129	-	2527317	Chr2A	3087275	3090898	-	3089086	1.0	1.0	collinear
gene:TraesCS2A03G0010000	Chr2A	2539204	2544234	-	2541719	Chr2A	3102096	3107126	-	3104611	1.0	1.0	collinear
gene:TraesCS2A03G0010100	Chr2A	2544361	2549571	+	2546966	Chr2A	3107253	3112463	+	3109858	1.0	1.0	collinear
gene:TraesCS2A03G0010200	Chr2A	2551227	2557615	-	2554421	Chr2A	3114111	3120526	-	3117318	1.0	0.998	collinear
gene:TraesCS2A03G0010800	Chr2A	2813845	2818200	-	2816022	Chr2A	3368261	3372616	-	3370438	1.0	1.0	collinear
gene:TraesCS2A03G0011200	Chr2A	2838431	2839435	-	2838933	Chr2A	3392851	3393855	-	3393353	1.0	1.0	collinear
gene:TraesCS2A03G0011300	Chr2A	2881790	2887966	-	2884878	Chr2A	3436242	3442418	-	3439330	1.0	1.0	collinear
gene:TraesCS2A03G0011500	Chr2A	2906111	2907412	-	2906761	Chr2A	3460540	3461841	-	3461190	1.0	1.0	collinear
gene:TraesCS2A03G0011600	Chr2A	2908978	2910144	+	2909561	Chr2A	3463407	3464573	+	3463990	1.0	1.0	collinear
gene:TraesCS2A03G0011800	Chr2A	2917337	2922033	-	2919685	Chr2A	3471797	3476493	-	3474145	1.0	0.998	collinear
gene:TraesCS2A03G0011900	Chr2A	2924927	2926630	-	2925778	Chr2A	3479387	3481090	-	3480238	1.0	1.0	collinear
gene:TraesCS2A03G0012000	Chr2A	2940100	2941874	-	2940987	Chr2A	3494555	3496329	-	3495442	1.0	0.999	collinear
gene:TraesCS2A03G0012100	Chr2A	2947690	2962866	-	2955278	Chr2A	3501937	3517171	-	3509554	1.0	0.987	collinear
gene:TraesCS2A03G0012200	Chr2A	2981431	2983872	+	2982651	Chr2A	3534804	3537245	+	3536024	1.0	0.997	collinear
gene:TraesCS2A03G0012300	Chr2A	3008654	3011759	+	3010206	Chr2A	3560075	3563407	+	3561741	1.0	0.997	collinear
gene:TraesCS2A03G0013100	Chr2A	3075260	3076925	-	3076092	Chr2A	3591359	3592997	-	3592178	0.995	0.982	collinear
gene:TraesCS2A03G0013200	Chr2A	3088656	3089379	-	3089017	Chr2A	3604528	3605251	-	3604889	1.0	0.993	collinear
gene:TraesCS2A03G0013400	Chr2A	3094221	3094934	+	3094577	Chr2A	3610058	3610771	+	3610414	1.0	1.0	collinear
gene:TraesCS2A03G0013500	Chr2A	3102186	3102581	+	3102383	Chr2A	3618025	3618420	+	3618222	1.0	0.994	collinear
gene:TraesCS2A03G0013600	Chr2A	3105724	3109654	-	3107689	Chr2A	3621572	3625480	-	3623526	0.997	0.974	collinear
gene:TraesCS2A03G0013700	Chr2A	3141719	3145318	+	3143518	Chr2A	3640318	3643912	+	3642115	1.0	0.996	collinear
gene:TraesCS2A03G0013900	Chr2A	3148858	3164565	-	3156711	Chr2A	3647675	3663415	-	3655545	0.999	0.993	collinear
gene:TraesCS2A03G0016000	Chr2A	5071839	5073978	-	5072908	Chr2A	4312702	4314691	-	4313696	0.965	0.946	collinear
gene:TraesCS2A03G0016100	Chr2A	5074460	5079581	-	5077020	Chr2A	4315225	4320279	-	4317752	0.917	0.912	collinear
