gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS7A03G0000200	Chr7A	237447	240619	+	239033	Chr7A	296451	299710	+	298080	0.997	0.954	collinear
gene:TraesCS7A03G0000300	Chr7A	241763	245662	-	243712	Chr7A	300853	304751	-	302802	1.0	1.0	collinear
gene:TraesCS7A03G0000400	Chr7A	249969	253391	+	251680	Chr7A	309058	312484	+	310771	1.0	1.0	collinear
gene:TraesCS7A03G0001000	Chr7A	287782	289092	+	288437	Chr7A	343331	344644	+	343987	1.0	1.0	collinear
gene:TraesCS7A03G0001800	Chr7A	329150	329954	+	329552	Chr7A	384709	385513	+	385111	1.0	1.0	collinear
gene:TraesCS7A03G0001900	Chr7A	339975	343261	-	341618	Chr7A	395539	398825	-	397182	1.0	1.0	collinear
gene:TraesCS7A03G0002500	Chr7A	458993	460972	-	459982	Chr7A	514530	516509	-	515519	1.0	1.0	collinear
gene:TraesCS7A03G0002900	Chr7A	625626	629540	+	627583	Chr7A	689742	693656	+	691699	1.0	0.999	collinear
gene:TraesCS7A03G0003000	Chr7A	636996	649433	-	643214	Chr7A	701111	713548	-	707329	1.0	1.0	collinear
gene:TraesCS7A03G0003300	Chr7A	658982	671984	-	665483	Chr7A	723099	735604	-	729351	1.0	1.0	collinear
gene:TraesCS7A03G0003400	Chr7A	751650	755043	-	753346	Chr7A	815246	818639	-	816942	1.0	1.0	collinear
gene:TraesCS7A03G0003500	Chr7A	776562	777005	-	776783	Chr7A	840156	840599	-	840377	1.0	1.0	collinear
gene:TraesCS7A03G0004100	Chr7A	965060	971771	+	968415	Chr7A	1028702	1035413	+	1032057	1.0	1.0	collinear
gene:TraesCS7A03G0004300	Chr7A	1116397	1117068	+	1116732	Chr7A	1179829	1180500	+	1180164	1.0	1.0	collinear
gene:TraesCS7A03G0004500	Chr7A	1168399	1170394	+	1169396	Chr7A	1218548	1220543	+	1219545	1.0	0.999	collinear
gene:TraesCS7A03G0004800	Chr7A	1288480	1289699	+	1289089	Chr7A	1311502	1312721	+	1312111	1.0	1.0	collinear
gene:TraesCS7A03G0004900	Chr7A	1292673	1293108	-	1292890	Chr7A	1315695	1316130	-	1315912	1.0	1.0	collinear
gene:TraesCS7A03G0005000	Chr7A	1295626	1310738	-	1303182	Chr7A	1318648	1333667	-	1326157	1.0	0.999	collinear
gene:TraesCS7A03G0005100	Chr7A	1331278	1332098	-	1331688	Chr7A	1353659	1354479	-	1354069	1.0	1.0	collinear
gene:TraesCS7A03G0005200	Chr7A	1335552	1337332	-	1336442	Chr7A	1357933	1359713	-	1358823	1.0	1.0	collinear
gene:TraesCS7A03G0006500	Chr7A	1536839	1539713	+	1538276	Chr7A	1414052	1416926	+	1415489	1.0	1.0	collinear
gene:TraesCS7A03G0006900	Chr7A	1705137	1706808	+	1705972	Chr7A	1644527	1646198	+	1645362	1.0	1.0	collinear
gene:TraesCS7A03G0007000	Chr7A	1709690	1715064	+	1712377	Chr7A	1649080	1654455	+	1651767	1.0	0.999	collinear
gene:TraesCS7A03G0007100	Chr7A	1716639	1726072	-	1721355	Chr7A	1656030	1665463	-	1660746	1.0	1.0	collinear
gene:TraesCS7A03G0007200	Chr7A	1727345	1733016	+	1730180	Chr7A	1666736	1672407	+	1669571	1.0	1.0	collinear
gene:TraesCS7A03G0007300	Chr7A	1733546	1738771	-	1736158	Chr7A	1672937	1678184	-	1675560	1.0	0.999	collinear
gene:TraesCS7A03G0007400	Chr7A	1757255	1763142	-	1760198	Chr7A	1695569	1701564	-	1698566	1.0	0.994	collinear
gene:TraesCS7A03G0007600	Chr7A	1963947	1966400	-	1965173	Chr7A	1822986	1825439	-	1824212	1.0	1.0	collinear
gene:TraesCS7A03G0007500	Chr7A	1963777	1966710	-	1965243	Chr7A	1822816	1825749	-	1824282	1.0	1.0	collinear
gene:TraesCS7A03G0007700	Chr7A	1984711	1990302	-	1987506	Chr7A	1843577	1849168	-	1846372	0.999	0.992	collinear
gene:TraesCS7A03G0007900	Chr7A	1999166	2001559	+	2000362	Chr7A	1855661	1857983	+	1856822	0.999	0.932	collinear
gene:TraesCS7A03G0008000	Chr7A	2002174	2006210	-	2004192	Chr7A	1858601	1862630	-	1860615	0.992	0.985	collinear
gene:TraesCS7A03G0008400	Chr7A	2059191	2064602	+	2061896	Chr7A	1926676	1932044	+	1929360	0.98	0.973	collinear
gene:TraesCS7A03G0008800	Chr7A	2119023	2128730	+	2123876	Chr7A	2024743	2034449	+	2029596	1.0	1.0	collinear
gene:TraesCS7A03G0010400	Chr7A	2735543	2735899	+	2735721	Chr7A	2845319	2845675	-	2845497	1.0	0.98	collinear
gene:TraesCS7A03G0011200	Chr7A	2825033	2831859	-	2828446	Chr7A	2800242	2808561	-	2804401	0.997	0.984	collinear
gene:TraesCS7A03G0011300	Chr7A	2845787	2850612	+	2848199	Chr7A	2816533	2822266	+	2819399	0.998	0.982	collinear
gene:TraesCS7A03G0011800	Chr7A	2904302	2905750	+	2905026	Chr7A	9465300	9466720	-	9466010	0.988	0.973	collinear
gene:TraesCS7A03G0012800	Chr7A	3067984	3069180	+	3068582	Chr7A	3272041	3273236	+	3272638	0.996	0.945	collinear
gene:TraesCS7A03G0016700	Chr7A	3898594	3902526	+	3900560	Chr7A	4264472	4268308	+	4266390	0.997	0.989	collinear
gene:TraesCS7A03G0017000	Chr7A	3922888	3926902	-	3924895	Chr7A	4297302	4301304	-	4299303	1.0	0.989	collinear
