gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS5B03G0359200	Chr5B	244334657	244337515	+	244336086	Chr5B	545502012	545504870	-	545503441	1.0	0.996	rearrangement:Chr5B_block2
gene:TraesCS5B03G0359300	Chr5B	244337990	244339086	+	244338538	Chr5B	545500445	545501541	-	545500993	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B03G0359400	Chr5B	244356045	244356911	+	244356478	Chr5B	545494172	545495038	-	545494605	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B03G0359500	Chr5B	244367776	244369323	-	244368549	Chr5B	545488687	545490224	+	545489455	0.993	0.991	rearrangement:Chr5B_block2
gene:TraesCS5B03G0360000	Chr5B	244684076	244685575	-	244684825	Chr5B	545184682	545186181	+	545185431	1.0	0.999	rearrangement:Chr5B_block2
gene:TraesCS5B03G0360200	Chr5B	244970491	244971695	-	244971093	Chr5B	544893689	544894893	+	544894291	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B03G0360600	Chr5B	245301235	245303686	-	245302460	Chr5B	544565420	544567871	+	544566645	1.0	0.997	rearrangement:Chr5B_block2
gene:TraesCS5B03G0360900	Chr5B	245707047	245709011	+	245708029	Chr5B	544146220	544148184	-	544147202	1.0	0.998	rearrangement:Chr5B_block2
gene:TraesCS5B03G0361000	Chr5B	246283589	246290482	+	246287035	Chr5B	543556609	543563504	-	543560056	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B03G0361200	Chr5B	246292355	246301629	+	246296992	Chr5B	543545465	543554734	-	543550099	1.0	0.999	rearrangement:Chr5B_block2
gene:TraesCS5B03G0361300	Chr5B	246513090	246515575	+	246514332	Chr5B	543322125	543324610	-	543323367	1.0	0.999	rearrangement:Chr5B_block2
gene:TraesCS5B03G0361500	Chr5B	246561547	246588674	+	246575110	Chr5B	543235575	543262101	-	543248838	1.0	0.998	rearrangement:Chr5B_block2
