gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS6B03G0000100	Chr6B	4638	5609	+	5123	Chr6B	633559	634530	+	634044	1.0	1.0	collinear
gene:TraesCS6B03G0000500	Chr6B	137372	140150	-	138761	Chr6B	765052	767830	-	766441	1.0	1.0	collinear
gene:TraesCS6B03G0000700	Chr6B	140235	142046	-	141140	Chr6B	767915	769726	-	768820	1.0	1.0	collinear
gene:TraesCS6B03G0001400	Chr6B	303846	304801	+	304323	Chr6B	920766	921721	+	921243	1.0	1.0	collinear
gene:TraesCS6B03G0001700	Chr6B	350488	351809	+	351148	Chr6B	967419	968740	+	968079	1.0	1.0	collinear
gene:TraesCS6B03G0001900	Chr6B	394769	400060	+	397414	Chr6B	1011313	1016604	+	1013958	1.0	1.0	collinear
gene:TraesCS6B03G0002500	Chr6B	746313	747823	-	747068	Chr6B	1362147	1363657	-	1362902	1.0	1.0	collinear
gene:TraesCS6B03G0002600	Chr6B	800270	802828	-	801549	Chr6B	1416158	1418716	-	1417437	1.0	0.997	collinear
gene:TraesCS6B03G0002700	Chr6B	858141	859548	+	858844	Chr6B	1474031	1475438	+	1474734	1.0	1.0	collinear
gene:TraesCS6B03G0002900	Chr6B	880222	882564	-	881393	Chr6B	1496119	1498461	-	1497290	1.0	1.0	collinear
gene:TraesCS6B03G0003000	Chr6B	919543	920926	-	920234	Chr6B	1534281	1535664	-	1534972	1.0	1.0	collinear
gene:TraesCS6B03G0003100	Chr6B	921163	922065	+	921614	Chr6B	1535901	1536803	+	1536352	1.0	1.0	collinear
gene:TraesCS6B03G0003300	Chr6B	1061255	1064455	+	1062855	Chr6B	1664455	1667655	+	1666055	1.0	0.999	collinear
gene:TraesCS6B03G0003400	Chr6B	1077423	1085953	-	1081688	Chr6B	1680623	1689159	-	1684891	1.0	1.0	collinear
gene:TraesCS6B03G0003800	Chr6B	1126724	1127689	-	1127206	Chr6B	1729930	1730895	-	1730412	1.0	1.0	collinear
gene:TraesCS6B03G0003900	Chr6B	1217867	1224899	+	1221383	Chr6B	1821146	1828178	+	1824662	1.0	0.999	collinear
gene:TraesCS6B03G0004100	Chr6B	1270563	1271358	-	1270960	Chr6B	1873847	1874642	-	1874244	1.0	1.0	collinear
gene:TraesCS6B03G0004500	Chr6B	1356705	1358539	+	1357622	Chr6B	1959933	1961766	+	1960849	1.0	1.0	collinear
gene:TraesCS6B03G0004800	Chr6B	1449770	1452891	-	1451330	Chr6B	2052339	2055460	-	2053899	1.0	1.0	collinear
gene:TraesCS6B03G0004900	Chr6B	1463243	1464019	+	1463631	Chr6B	2065823	2066599	+	2066211	1.0	1.0	collinear
gene:TraesCS6B03G0005700	Chr6B	1553584	1555369	-	1554476	Chr6B	2156176	2157961	-	2157068	1.0	1.0	collinear
gene:TraesCS6B03G0006000	Chr6B	1585204	1589474	-	1587339	Chr6B	2187790	2192060	-	2189925	1.0	1.0	collinear
gene:TraesCS6B03G0006600	Chr6B	1918826	1930684	+	1924755	Chr6B	2509155	2520997	+	2515076	1.0	1.0	collinear
gene:TraesCS6B03G0006900	Chr6B	1960140	1964803	+	1962471	Chr6B	2550455	2555118	+	2552786	1.0	0.999	collinear
gene:TraesCS6B03G0010200	Chr6B	3324499	3325296	+	3324897	Chr6B	1333434	1334229	+	1333831	0.997	0.968	collinear
gene:TraesCS6B03G0013100	Chr6B	4365827	4370767	+	4368297	Chr6B	2910591	2915348	+	2912969	1.0	1.0	collinear
gene:TraesCS6B03G0013400	Chr6B	4391416	4398100	+	4394758	Chr6B	2935631	2942315	+	2938973	1.0	1.0	collinear
gene:TraesCS6B03G0013500	Chr6B	4404062	4404739	+	4404400	Chr6B	2948277	2948954	+	2948615	1.0	1.0	collinear
