gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS7B03G0005700	Chr7B	1213141	1218986	-	1216063	Chr7B	23579	29435	-	26507	0.989	0.979	collinear
gene:TraesCS7B03G0006000	Chr7B	1264151	1272041	-	1268096	Chr7B	42676	50555	-	46615	0.987	0.972	collinear
gene:TraesCS7B03G0006300	Chr7B	1279040	1286019	-	1282529	Chr7B	57530	64499	-	61014	0.996	0.996	collinear
gene:TraesCS7B03G0006400	Chr7B	1286695	1293028	-	1289861	Chr7B	65175	71508	-	68341	1.0	1.0	collinear
gene:TraesCS7B03G0006500	Chr7B	1313496	1318517	+	1316006	Chr7B	91987	97011	+	94499	1.0	0.998	collinear
gene:TraesCS7B03G0006700	Chr7B	1322519	1336722	+	1329620	Chr7B	101013	115216	+	108114	1.0	1.0	collinear
gene:TraesCS7B03G0006800	Chr7B	1340667	1341047	+	1340857	Chr7B	119161	119541	+	119351	1.0	1.0	collinear
gene:TraesCS7B03G0007200	Chr7B	1360503	1361234	+	1360868	Chr7B	190938	191669	+	191303	1.0	1.0	collinear
gene:TraesCS7B03G0007400	Chr7B	1373321	1373710	+	1373515	Chr7B	203749	204138	+	203943	1.0	1.0	collinear
gene:TraesCS7B03G0008000	Chr7B	1436165	1437258	+	1436711	Chr7B	259513	260606	+	260059	1.0	0.999	collinear
gene:TraesCS7B03G0008100	Chr7B	1480605	1481773	+	1481189	Chr7B	303957	305125	+	304541	1.0	0.999	collinear
gene:TraesCS7B03G0008600	Chr7B	1693992	1694231	+	1694111	Chr7B	518156	518395	+	518275	1.0	1.0	collinear
gene:TraesCS7B03G0009000	Chr7B	1771948	1772496	-	1772222	Chr7B	605757	606305	-	606031	1.0	0.987	collinear
gene:TraesCS7B03G0010400	Chr7B	2097129	2100452	+	2098790	Chr7B	882275	885572	+	883923	1.0	0.993	collinear
gene:TraesCS7B03G0010700	Chr7B	2668551	2670096	+	2669323	Chr7B	1438020	1439542	+	1438781	0.977	0.924	collinear
gene:TraesCS7B03G0011300	Chr7B	2894770	2896423	-	2895596	Chr7B	1696202	1697855	-	1697028	1.0	0.984	collinear
gene:TraesCS7B03G0011700	Chr7B	3081146	3082585	+	3081865	Chr7B	1882608	1884047	+	1883327	1.0	1.0	collinear
gene:TraesCS7B03G0011800	Chr7B	3116205	3118160	+	3117182	Chr7B	1898639	1900594	+	1899616	1.0	1.0	collinear
gene:TraesCS7B03G0011900	Chr7B	3118757	3122830	-	3120793	Chr7B	1901191	1905277	-	1903234	1.0	1.0	collinear
gene:TraesCS7B03G0012000	Chr7B	3221369	3227272	-	3224320	Chr7B	2005613	2011517	-	2008565	1.0	1.0	collinear
gene:TraesCS7B03G0012200	Chr7B	3242585	3251280	-	3246932	Chr7B	2026822	2035517	-	2031169	1.0	1.0	collinear
gene:TraesCS7B03G0012600	Chr7B	3264575	3273390	+	3268982	Chr7B	2048811	2057626	+	2053218	1.0	1.0	collinear
gene:TraesCS7B03G0012700	Chr7B	3275744	3280289	-	3278016	Chr7B	2059980	2064525	-	2062252	1.0	1.0	collinear
gene:TraesCS7B03G0013100	Chr7B	3425640	3425927	-	3425783	Chr7B	2209797	2210084	-	2209940	1.0	1.0	collinear
gene:TraesCS7B03G0013300	Chr7B	3473390	3482107	-	3477748	Chr7B	2257312	2266029	-	2261670	1.0	1.0	collinear
gene:TraesCS7B03G0013400	Chr7B	3502025	3506191	+	3504108	Chr7B	2285574	2289740	+	2287657	1.0	1.0	collinear
gene:TraesCS7B03G0013500	Chr7B	3510580	3514839	-	3512709	Chr7B	2294129	2298388	-	2296258	1.0	1.0	collinear
gene:TraesCS7B03G0013600	Chr7B	3660476	3664218	+	3662347	Chr7B	2443122	2446875	+	2444998	1.0	0.991	collinear
gene:TraesCS7B03G0013900	Chr7B	3671994	3673638	-	3672816	Chr7B	2454618	2456262	-	2455440	1.0	1.0	collinear
gene:TraesCS7B03G0014000	Chr7B	3694071	3695816	+	3694943	Chr7B	2476729	2478474	+	2477601	1.0	0.998	collinear
gene:TraesCS7B03G0014800	Chr7B	3869795	3871434	+	3870614	Chr7B	2652325	2653964	+	2653144	1.0	1.0	collinear
gene:TraesCS7B03G0014900	Chr7B	4012469	4017710	+	4015089	Chr7B	2794972	2800213	+	2797592	1.0	1.0	collinear
gene:TraesCS7B03G0015100	Chr7B	4023337	4024742	-	4024039	Chr7B	2805861	2807254	-	2806557	0.99	0.988	collinear
gene:TraesCS7B03G0015200	Chr7B	4028025	4030069	-	4029047	Chr7B	2810542	2812752	-	2811647	1.0	0.998	collinear
gene:TraesCS7B03G0016300	Chr7B	4116994	4122172	+	4119583	Chr7B	2899727	2904905	+	2902316	1.0	0.999	collinear
gene:TraesCS7B03G0016400	Chr7B	4122371	4124879	-	4123625	Chr7B	2905104	2907612	-	2906358	1.0	0.998	collinear
gene:TraesCS7B03G0016600	Chr7B	4173687	4176282	+	4174984	Chr7B	2956725	2959320	+	2958022	1.0	0.999	collinear
gene:TraesCS7B03G0017000	Chr7B	4217034	4218371	+	4217702	Chr7B	2989949	2991286	+	2990617	1.0	0.999	collinear
gene:TraesCS7B03G0017200	Chr7B	4228698	4230727	-	4229712	Chr7B	3001607	3003636	-	3002621	1.0	0.999	collinear
gene:TraesCS7B03G0017600	Chr7B	4338296	4345659	+	4341977	Chr7B	3110193	3117556	+	3113874	1.0	1.0	collinear
gene:TraesCS7B03G0017800	Chr7B	4425740	4431517	+	4428628	Chr7B	3197613	3203390	+	3200501	1.0	1.0	collinear
gene:TraesCS7B03G0017900	Chr7B	4469383	4469586	-	4469484	Chr7B	3241258	3241461	-	3241359	1.0	1.0	collinear
gene:TraesCS7B03G0018000	Chr7B	4477157	4481340	+	4479248	Chr7B	3249034	3253217	+	3251125	1.0	1.0	collinear
gene:TraesCS7B03G0018100	Chr7B	4533463	4533718	-	4533590	Chr7B	3305170	3305425	-	3305297	1.0	1.0	collinear
gene:TraesCS7B03G0018200	Chr7B	4646090	4652768	+	4649429	Chr7B	3417836	3424514	+	3421175	1.0	1.0	collinear
gene:TraesCS7B03G0030400	Chr7B	9194873	9201781	-	9198327	Chr7B	6987546	6994443	-	6990994	0.994	0.993	collinear
gene:TraesCS7B03G0030600	Chr7B	9532847	9537156	+	9535001	Chr7B	7455662	7459971	+	7457816	1.0	1.0	collinear
gene:TraesCS7B03G0030800	Chr7B	9538747	9541639	-	9540193	Chr7B	7461638	7464528	-	7463083	1.0	0.998	collinear
gene:TraesCS7B03G0030900	Chr7B	9554131	9562829	-	9558480	Chr7B	7477025	7486328	-	7481676	0.994	0.98	collinear
gene:TraesCS7B03G0031000	Chr7B	9590350	9590803	-	9590576	Chr7B	7524605	7525058	-	7524831	1.0	0.982	collinear
gene:TraesCS7B03G0031100	Chr7B	9601762	9602235	-	9601998	Chr7B	7535949	7536422	-	7536185	1.0	1.0	collinear
gene:TraesCS7B03G0031200	Chr7B	9605582	9607023	-	9606302	Chr7B	7539769	7541210	-	7540489	1.0	0.998	collinear
gene:TraesCS7B03G0031600	Chr7B	9661205	9661672	-	9661438	Chr7B	7595401	7595868	-	7595634	1.0	1.0	collinear
gene:TraesCS7B03G0031700	Chr7B	9666048	9666867	-	9666457	Chr7B	7600242	7601061	-	7600651	1.0	0.998	collinear
gene:TraesCS7B03G0031800	Chr7B	10072089	10074089	-	10073089	Chr7B	7924409	7926409	-	7925409	1.0	1.0	collinear
gene:TraesCS7B03G0032300	Chr7B	10544063	10546385	+	10545224	Chr7B	8362809	8364801	+	8363805	1.0	1.0	collinear
gene:TraesCS7B03G0032400	Chr7B	10547429	10553423	-	10550426	Chr7B	8365845	8371876	-	8368860	1.0	0.977	collinear
gene:TraesCS7B03G0032600	Chr7B	10604706	10607023	+	10605864	Chr7B	8423160	8425477	+	8424318	1.0	1.0	collinear
gene:TraesCS7B03G0032800	Chr7B	10893834	10895764	+	10894799	Chr7B	8712296	8714226	+	8713261	1.0	1.0	collinear
gene:TraesCS7B03G0033000	Chr7B	10948512	10952925	-	10950718	Chr7B	8766846	8771259	-	8769052	1.0	1.0	collinear
gene:TraesCS7B03G0033100	Chr7B	10966194	10966511	-	10966352	Chr7B	8784567	8784884	-	8784725	1.0	1.0	collinear
gene:TraesCS7B03G0033300	Chr7B	10999621	11001946	+	11000783	Chr7B	8818000	8820325	+	8819162	1.0	1.0	collinear
gene:TraesCS7B03G0033400	Chr7B	11031814	11032149	-	11031981	Chr7B	8850195	8850530	-	8850362	1.0	1.0	collinear
gene:TraesCS7B03G0033700	Chr7B	11347584	11349680	+	11348632	Chr7B	9165901	9167997	+	9166949	1.0	1.0	collinear
gene:TraesCS7B03G0033800	Chr7B	11370075	11372420	+	11371247	Chr7B	9189616	9191961	+	9190788	1.0	1.0	collinear
gene:TraesCS7B03G0033900	Chr7B	11427489	11429579	+	11428534	Chr7B	9246985	9249075	+	9248030	1.0	1.0	collinear
gene:TraesCS7B03G0034400	Chr7B	11754859	11755950	+	11755404	Chr7B	9561862	9562953	+	9562407	1.0	0.998	collinear
gene:TraesCS7B03G0035500	Chr7B	12402324	12403972	+	12403148	Chr7B	10249595	10251243	+	10250419	1.0	1.0	collinear
gene:TraesCS7B03G0035800	Chr7B	12616448	12616997	+	12616722	Chr7B	10453486	10454035	+	10453760	1.0	1.0	collinear
gene:TraesCS7B03G0036400	Chr7B	12825511	12828600	-	12827055	Chr7B	10688987	10692074	-	10690530	1.0	0.999	collinear
gene:TraesCS7B03G0036500	Chr7B	12828715	12831509	+	12830112	Chr7B	10692189	10694983	+	10693586	1.0	0.998	collinear
gene:TraesCS7B03G0036900	Chr7B	13045181	13046564	+	13045872	Chr7B	10934298	10935683	+	10934990	1.0	0.994	collinear
