gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS2D03G0483400	Chr2D	200015477	200016395	+	200015936	Chr2D	160769372	160770290	+	160769831	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0483500	Chr2D	200047424	200050810	-	200049117	Chr2D	160801046	160804432	-	160802739	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0483600	Chr2D	200051878	200053315	+	200052596	Chr2D	160805500	160806937	+	160806218	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0483700	Chr2D	200051896	200053327	-	200052611	Chr2D	160805518	160806949	-	160806233	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0483900	Chr2D	200093681	200096837	-	200095259	Chr2D	160847301	160850457	-	160848879	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0484000	Chr2D	200306912	200312592	+	200309752	Chr2D	161060802	161066482	+	161063642	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0484400	Chr2D	200633565	200637456	+	200635510	Chr2D	161370761	161374652	+	161372706	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0484600	Chr2D	200795691	200804164	-	200799927	Chr2D	161532802	161541273	-	161537037	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0484700	Chr2D	201294331	201298206	-	201296268	Chr2D	162031015	162034890	-	162032952	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0484900	Chr2D	201304206	201310021	-	201307113	Chr2D	162040464	162046279	-	162043371	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0485000	Chr2D	201517998	201527038	+	201522518	Chr2D	162253757	162262797	+	162258277	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0485100	Chr2D	201527137	201528828	+	201527982	Chr2D	162262896	162264587	+	162263741	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D03G0485300	Chr2D	201931341	201933037	-	201932189	Chr2D	162666754	162668450	-	162667602	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0485400	Chr2D	202013237	202017589	+	202015413	Chr2D	162748680	162753031	+	162750855	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0485800	Chr2D	202936892	202939505	+	202938198	Chr2D	163670518	163673131	+	163671824	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0486100	Chr2D	203077267	203078877	+	203078072	Chr2D	163809271	163810881	+	163810076	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0486300	Chr2D	203087983	203089512	+	203088747	Chr2D	163819987	163821516	+	163820751	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0486500	Chr2D	203093421	203093891	-	203093656	Chr2D	163825425	163825895	-	163825660	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0486600	Chr2D	203098613	203100006	+	203099309	Chr2D	163830617	163832010	+	163831313	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0487500	Chr2D	203253113	203256041	+	203254577	Chr2D	163984797	163987725	+	163986261	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0487600	Chr2D	203314225	203321020	-	203317622	Chr2D	164045670	164052465	-	164049067	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D03G0487900	Chr2D	203598314	203605815	-	203602064	Chr2D	164329498	164336999	-	164333248	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0488200	Chr2D	203989283	203993790	-	203991536	Chr2D	164720167	164724674	-	164722420	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0488400	Chr2D	204097925	204104470	-	204101197	Chr2D	164828798	164835344	-	164832071	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0488500	Chr2D	204228059	204234310	-	204231184	Chr2D	164958920	164964861	-	164961890	0.996	0.996	rearrangement:Chr2D_block1
gene:TraesCS2D03G0488600	Chr2D	204235787	204240857	-	204238322	Chr2D	164965967	164971037	-	164968502	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0488800	Chr2D	204588060	204591618	+	204589839	Chr2D	165315844	165319402	+	165317623	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0488900	Chr2D	204716673	204717925	+	204717299	Chr2D	165444028	165445280	+	165444654	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0489000	Chr2D	204720540	204721984	-	204721262	Chr2D	165447895	165449339	-	165448617	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0489200	Chr2D	204754780	204755604	+	204755192	Chr2D	165482121	165482945	+	165482533	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0489400	Chr2D	205197180	205209710	+	205203445	Chr2D	165923932	165936462	+	165930197	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0490900	Chr2D	205604116	205608551	-	205606333	Chr2D	166330052	166334487	-	166332269	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0491500	Chr2D	206285193	206290547	+	206287870	Chr2D	167010636	167015990	+	167013313	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0491600	Chr2D	206290821	206297200	-	206294010	Chr2D	167016264	167022643	-	167019453	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0491900	Chr2D	206637921	206646434	+	206642177	Chr2D	167363124	167371637	+	167367380	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0492100	Chr2D	206647744	206653484	+	206650614	Chr2D	167372947	167378427	+	167375687	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0492200	Chr2D	206653938	206658372	+	206656155	Chr2D	167378881	167383316	+	167381098	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0492700	Chr2D	207136527	207150095	+	207143311	Chr2D	167857910	167871471	+	167864690	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0492800	Chr2D	207150903	207155850	+	207153376	Chr2D	167872279	167877226	+	167874752	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D03G0493300	Chr2D	207732680	207737824	+	207735252	Chr2D	168453060	168458204	+	168455632	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0493400	Chr2D	207757307	207762050	+	207759678	Chr2D	168477396	168482139	+	168479767	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0493500	Chr2D	207761966	207766894	-	207764430	Chr2D	168482055	168486983	-	168484519	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0494100	Chr2D	208393903	208399424	+	208396663	Chr2D	169123729	169129252	+	169126490	1.0	0.999	rearrangement:Chr2D_block1
