cs_chr	cs_start	cs_end	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	n_anchors	mean_identity
Chr3A	28273	2015787	Chr3A	702405	2567600	31	0.9974516129032259
Chr3A	6969528	78576427	Chr3A	2686183	73894473	922	0.9931431670281996
Chr3A	82052622	85761424	Chr3A	74284248	77977147	25	0.99976
Chr3A	104797577	140281429	Chr3A	79216823	114474572	264	0.9982159090909091
Chr3A	142385461	192745740	Chr3A	116574908	166492491	217	0.9983824884792627
Chr3A	195861474	263087799	Chr3A	169596491	236738836	205	0.999590243902439
Chr3A	270762150	271761691	Chr3A	244363966	245383098	4	0.99925
Chr3A	275725159	278734659	Chr3A	246615537	249612262	6	0.9965
Chr3A	280899243	284859700	Chr3A	251791709	255698250	6	0.9996666666666667
Chr3A	286968946	294756278	Chr3A	257823717	265575320	7	0.9998571428571428
Chr3A	302081152	305236714	Chr3A	273493213	276656535	5	0.9994
Chr3A	307569651	328087198	Chr3A	278996191	299461410	26	0.9996923076923078
Chr3A	346702744	349096037	Chr3A	302774911	305168353	7	0.9988571428571429
Chr3A	351562540	354510700	Chr3A	307555711	310490251	8	0.990875
Chr3A	357146906	360275758	Chr3A	313124259	316228236	6	0.9998333333333335
Chr3A	362401176	449400007	Chr3A	318331183	404991380	292	0.9991335616438357
Chr3A	479291587	754027567	Chr3A	405175019	682724485	2665	0.9965429643527205
