cs_chr	cs_start	cs_end	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	n_anchors	mean_identity
Chr7B	1216063	4649429	Chr7B	26507	3421175	45	0.9955555555555556
Chr7B	9198327	26725521	Chr7B	6990994	24575136	135	0.9983555555555556
Chr7B	30356819	111502331	Chr7B	29088406	111093475	590	0.9962983050847458
Chr7B	118418377	183070778	Chr7B	111841230	175605162	417	0.9975251798561152
Chr7B	185568431	248021535	Chr7B	178098059	242387886	286	0.998986013986014
Chr7B	258740389	271798168	Chr7B	247633572	260667511	57	0.9996666666666668
Chr7B	275290836	293144785	Chr7B	261427147	279119224	28	0.9983571428571428
Chr7B	295582888	302102253	Chr7B	281538050	288049456	11	0.9997272727272728
Chr7B	304354198	321770729	Chr7B	288690219	308528899	29	0.999689655172414
Chr7B	327149605	342648507	Chr7B	309438759	325195205	33	0.9995151515151516
Chr7B	352166805	368490167	Chr7B	325500278	343833695	24	0.99975
Chr7B	376247181	393308791	Chr7B	348387121	365701521	102	0.9977254901960784
Chr7B	396179589	410599513	Chr7B	368562182	382454451	52	0.9997692307692309
Chr7B	413179671	423778078	Chr7B	385017220	395580364	45	0.9995777777777778
Chr7B	425791676	443671588	Chr7B	397559187	415350888	113	0.999637168141593
Chr7B	446338839	474489154	Chr7B	415855851	443881221	177	0.9994293785310736
Chr7B	479362271	537958611	Chr7B	444517930	504713031	395	0.998253164556962
Chr7B	541195422	545780843	Chr7B	506314618	510753793	36	0.9926388888888888
Chr7B	547795684	572583446	Chr7B	512812164	537632527	123	0.994951219512195
Chr7B	577054506	617642794	Chr7B	538877488	577269442	302	0.9960264900662252
Chr7B	620319136	655685292	Chr7B	577968676	611312306	257	0.9955058365758754
Chr7B	659173834	687996117	Chr7B	612139815	641428783	198	0.996828282828283
Chr7B	692571388	706911258	Chr7B	641677985	655717740	114	0.9978508771929824
Chr7B	709507365	711874922	Chr7B	655792315	658362946	37	0.9956756756756756
Chr7B	714970848	722541025	Chr7B	658608090	665368157	79	0.9880506329113924
Chr7B	725560359	745991008	Chr7B	666317115	690594978	189	0.994021164021164
Chr7B	750635743	756980467	Chr7B	692761192	698856103	48	0.9850833333333332
Chr7B	761472082	763274181	Chr7B	699358253	700761912	10	0.9678
