gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS7A02G000100	Chr7A	238043	241215	+	239629	Chr7A	252456	255628	+	254042	1.0	1.0	collinear
gene:TraesCS7A02G000200	Chr7A	242359	246258	-	244308	Chr7A	256772	260671	-	258721	1.0	1.0	collinear
gene:TraesCS7A02G000300	Chr7A	250565	253987	+	252276	Chr7A	264978	268400	+	266689	1.0	1.0	collinear
gene:TraesCS7A02G000400	Chr7A	289316	290626	+	289971	Chr7A	302795	304105	+	303450	1.0	1.0	collinear
gene:TraesCS7A02G000600	Chr7A	331413	332217	+	331815	Chr7A	344170	344974	+	344572	1.0	1.0	collinear
gene:TraesCS7A02G000700	Chr7A	342962	346248	-	344605	Chr7A	355005	358291	-	356648	1.0	1.0	collinear
gene:TraesCS7A02G000800	Chr7A	463692	465671	-	464681	Chr7A	474047	476026	-	475036	1.0	1.0	collinear
gene:TraesCS7A02G000900	Chr7A	631804	635718	+	633761	Chr7A	640692	644606	+	642649	1.0	1.0	collinear
gene:TraesCS7A02G000936	Chr7A	643174	655611	-	649392	Chr7A	652062	664499	-	658280	1.0	1.0	collinear
gene:TraesCS7A02G001000	Chr7A	665160	680522	-	672841	Chr7A	674048	687055	-	680551	1.0	1.0	collinear
gene:TraesCS7A02G001100	Chr7A	760723	764116	-	762419	Chr7A	766712	770105	-	768408	1.0	1.0	collinear
gene:TraesCS7A02G001121	Chr7A	785611	786054	-	785832	Chr7A	791629	792072	-	791850	1.0	1.0	collinear
gene:TraesCS7A02G001200	Chr7A	976470	983181	+	979825	Chr7A	980164	986875	+	983519	1.0	1.0	collinear
gene:TraesCS7A02G001300	Chr7A	1128397	1129068	+	1128732	Chr7A	1131289	1131960	+	1131624	1.0	1.0	collinear
gene:TraesCS7A02G001400	Chr7A	1180399	1182394	+	1181396	Chr7A	1181915	1183910	+	1182912	1.0	1.0	collinear
gene:TraesCS7A02G001500	Chr7A	1273203	1274422	+	1273812	Chr7A	1300470	1301689	+	1301079	1.0	1.0	collinear
gene:TraesCS7A02G001600	Chr7A	1277396	1277831	-	1277613	Chr7A	1304663	1305098	-	1304880	1.0	1.0	collinear
gene:TraesCS7A02G001700	Chr7A	1280349	1295461	-	1287905	Chr7A	1307616	1322728	-	1315172	1.0	1.0	collinear
gene:TraesCS7A02G001800	Chr7A	1316001	1316821	-	1316411	Chr7A	1342737	1343557	-	1343147	1.0	1.0	collinear
gene:TraesCS7A02G001900	Chr7A	1320275	1322055	-	1321165	Chr7A	1347011	1348791	-	1347901	1.0	1.0	collinear
gene:TraesCS7A02G002000	Chr7A	1370689	1376752	+	1373720	Chr7A	1397243	1402903	+	1400073	1.0	1.0	collinear
gene:TraesCS7A02G002100	Chr7A	1404698	1409905	+	1407301	Chr7A	1430649	1435856	+	1433252	1.0	1.0	collinear
gene:TraesCS7A02G002300	Chr7A	1416905	1421077	+	1418991	Chr7A	1442856	1447028	+	1444942	1.0	1.0	collinear
gene:TraesCS7A02G002358	Chr7A	1439365	1440141	+	1439753	Chr7A	1465316	1466092	+	1465704	1.0	1.0	collinear
