gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS1D02G000100	Chr1D	72507	77965	-	75236	Chr1D	3627307	3632765	+	3630036	1.0	1.0	collinear
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	3619665	3620591	-	3620128	1.0	1.0	collinear
gene:TraesCS1D02G000300	Chr1D	99355	100422	+	99888	Chr1D	3604850	3605917	-	3605383	1.0	1.0	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	3593214	3593809	+	3593511	1.0	1.0	collinear
gene:TraesCS1D02G000500	Chr1D	121980	122198	-	122089	Chr1D	3583074	3583292	+	3583183	1.0	1.0	collinear
gene:TraesCS1D02G000524	Chr1D	133936	134199	+	134067	Chr1D	3571515	3571778	-	3571646	1.0	1.0	collinear
gene:TraesCS1D02G000600	Chr1D	208450	208668	-	208559	Chr1D	3497152	3497370	+	3497261	1.0	1.0	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	3495607	3496212	+	3495909	1.0	1.0	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	3488847	3489168	-	3489007	1.0	1.0	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	3486608	3489626	+	3488117	1.0	1.0	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	3472890	3473444	+	3473167	1.0	1.0	collinear
gene:TraesCS1D02G001000	Chr1D	250463	251359	-	250911	Chr1D	3458666	3459562	+	3459114	1.0	1.0	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	3449875	3450762	+	3450318	1.0	1.0	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	3387948	3388931	+	3388439	1.0	1.0	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	3370277	3371251	+	3370764	1.0	1.0	collinear
gene:TraesCS1D02G001500	Chr1D	392359	395787	+	394073	Chr1D	3315793	3319221	-	3317507	1.0	1.0	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	3294123	3296891	-	3295507	1.0	1.0	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	3249774	3265292	-	3257533	1.0	1.0	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	3252069	3253694	-	3252881	1.0	1.0	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	3247516	3249179	+	3248347	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	3240421	3243522	-	3241971	1.0	1.0	collinear
gene:TraesCS1D02G002100	Chr1D	509821	510750	+	510285	Chr1D	3166902	3167831	-	3167366	1.0	1.0	collinear
gene:TraesCS1D02G002200	Chr1D	512104	515096	-	513600	Chr1D	3162556	3165548	+	3164052	1.0	1.0	collinear
gene:TraesCS1D02G002300	Chr1D	548169	554637	-	551403	Chr1D	3123237	3129705	+	3126471	1.0	1.0	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	3103895	3109853	-	3106874	1.0	1.0	collinear
gene:TraesCS1D02G002500	Chr1D	577240	584788	-	581014	Chr1D	3093834	3101382	+	3097608	1.0	1.0	collinear
gene:TraesCS1D02G002600	Chr1D	613482	616505	+	614993	Chr1D	3062117	3065140	-	3063628	1.0	1.0	collinear
gene:TraesCS1D02G002700	Chr1D	617337	621178	-	619257	Chr1D	3057444	3061285	+	3059364	1.0	1.0	collinear
gene:TraesCS1D02G002800	Chr1D	625154	628216	-	626685	Chr1D	3050460	3053522	+	3051991	1.0	1.0	collinear
gene:TraesCS1D02G002900	Chr1D	647396	651241	+	649318	Chr1D	3027841	3031686	-	3029763	1.0	1.0	collinear
gene:TraesCS1D02G003000	Chr1D	694529	697208	-	695868	Chr1D	2981875	2984554	+	2983214	1.0	1.0	collinear
gene:TraesCS1D02G003100	Chr1D	829734	830595	+	830164	Chr1D	2738537	2739398	-	2738967	1.0	1.0	collinear
gene:TraesCS1D02G003200	Chr1D	893853	897135	-	895494	Chr1D	2672753	2676035	+	2674394	1.0	1.0	collinear
gene:TraesCS1D02G003300	Chr1D	906800	907265	+	907032	Chr1D	2662807	2663272	-	2663039	1.0	1.0	collinear
gene:TraesCS1D02G003400	Chr1D	1025499	1026462	+	1025980	Chr1D	2545182	2546145	-	2545663	1.0	1.0	collinear
gene:TraesCS1D02G003500	Chr1D	1248500	1257346	+	1252923	Chr1D	2318177	2326781	-	2322479	1.0	1.0	collinear
gene:TraesCS1D02G003600	Chr1D	1836498	1836833	-	1836665	Chr1D	1746410	1746745	+	1746577	1.0	1.0	collinear
gene:TraesCS1D02G006400	Chr1D	3115248	3116541	+	3115894	Chr1D	3750886	3752179	+	3751532	1.0	1.0	collinear
gene:TraesCS1D02G006464	Chr1D	3148456	3150326	+	3149391	Chr1D	3783726	3785596	+	3784661	1.0	1.0	collinear
gene:TraesCS1D02G006500	Chr1D	3175880	3181010	+	3178445	Chr1D	3812816	3817946	+	3815381	1.0	1.0	collinear
gene:TraesCS1D02G006600	Chr1D	3228024	3229285	+	3228654	Chr1D	3862447	3863708	+	3863077	1.0	1.0	collinear
gene:TraesCS1D02G006800	Chr1D	3425239	3429946	-	3427592	Chr1D	4055852	4060559	-	4058205	1.0	1.0	collinear
gene:TraesCS1D02G006900	Chr1D	3452151	3452582	+	3452366	Chr1D	4082658	4083089	+	4082873	1.0	1.0	collinear
gene:TraesCS1D02G007000	Chr1D	3465922	3466534	+	3466228	Chr1D	4096176	4096788	+	4096482	1.0	1.0	collinear
